,A1,A2,A3,A4,Class
110,16,1,250,16,0
111,16,3,750,21,1
112,3,2,500,23,0
113,11,3,750,28,0
114,23,6,1500,45,0
115,11,9,2250,33,0
116,14,4,1000,30,0
117,3,5,1250,26,0
118,2,15,3750,49,1
119,2,10,2500,28,1
120,11,5,1250,50,0
121,15,5,1250,33,0
122,4,7,1750,58,0
123,11,16,4000,89,0
124,11,2,500,14,0
125,4,7,1750,52,0
126,2,8,2000,28,1
127,2,10,2500,64,0
128,2,2,500,4,1
129,14,4,1000,26,0
130,11,3,750,76,0
131,4,17,4250,71,1
132,16,8,2000,76,0
133,14,3,750,26,0
134,5,46,11500,98,1
135,2,7,1750,14,1
136,14,3,750,26,0
137,4,2,500,9,1
138,2,1,250,2,0
139,14,5,1250,74,0
140,16,3,750,50,0
141,23,2,500,23,0
142,23,1,250,23,0
143,14,3,750,31,0
144,4,16,4000,38,1
145,23,1,250,23,0
146,35,3,750,64,0
147,4,6,1500,16,1
148,23,1,250,23,0
149,16,5,1250,40,1
150,2,5,1250,16,0
151,4,9,2250,40,0
152,2,1,250,2,0
153,4,8,2000,26,1
154,2,2,500,10,0
155,38,1,250,38,0
156,16,1,250,16,0
157,4,7,1750,25,0
158,2,6,1500,16,1
159,11,14,3500,73,1
160,4,5,1250,74,0
161,4,6,1500,41,1
162,2,6,1500,75,0
163,2,34,8500,77,1
164,4,19,4750,69,1
165,6,22,5500,28,1
166,9,2,500,52,0
167,23,8,2000,69,0
168,23,5,1250,33,0
169,11,4,1000,28,0
170,2,4,1000,16,0
171,2,12,3000,82,0
172,2,12,3000,52,0
173,4,9,2250,28,0
174,21,1,250,21,0
175,2,50,12500,98,1
176,23,8,2000,64,0
177,2,1,250,2,1
178,9,11,2750,49,1
179,2,1,250,2,0
180,2,6,1500,47,0
181,4,4,1000,26,0
182,2,12,3000,98,0
183,16,3,750,19,0
184,2,5,1250,11,1
185,11,11,2750,42,0
186,4,1,250,4,1
187,2,6,1500,28,0
188,2,6,1500,16,1
189,14,1,250,14,0
190,15,16,4000,82,0
191,4,5,1250,11,1
192,2,4,1000,43,0
193,16,2,500,70,0
194,2,1,250,2,0
195,2,1,250,2,0
196,38,1,250,38,0
197,13,3,750,14,1
198,4,1,250,4,0
199,14,2,500,14,0
200,21,1,250,21,0
201,21,1,250,21,0
202,4,5,1250,26,1
203,11,7,1750,64,0
204,16,7,1750,93,0
205,16,6,1500,35,1
206,2,7,1750,28,1
207,5,7,1750,26,1
208,4,2,500,9,0
209,4,11,2750,95,0
210,16,6,1500,35,0
211,11,6,1500,27,0
212,2,6,1500,26,0
213,21,1,250,21,0
214,14,3,750,28,0
215,11,1,250,11,0
216,11,11,2750,38,0
217,11,6,1500,71,0
218,16,2,500,27,0
219,14,3,750,41,0
220,4,5,1250,58,0
221,2,6,1500,41,1
222,2,3,750,52,0
223,16,3,750,35,0
224,4,1,250,4,1
225,25,6,1500,50,0
226,11,5,1250,38,0
227,16,4,1000,58,0
228,9,9,2250,16,0
229,14,2,500,14,1
230,4,1,250,4,0
231,11,3,750,26,0
232,9,1,250,9,0
233,11,1,250,11,0
234,23,3,750,89,0
235,4,6,1500,35,1
236,4,1,250,4,0
237,3,8,2000,50,0
238,14,4,1000,22,1
239,2,4,1000,16,0
240,4,2,500,4,0
241,3,6,1500,21,0
242,2,11,2750,88,0
243,21,6,1500,48,0
244,7,2,500,16,0
245,2,14,3500,57,1
246,11,2,500,24,0
247,14,4,1000,28,1
248,4,7,1750,58,0
249,4,11,2750,64,1
250,2,11,2750,46,1
251,16,12,3000,50,0
252,16,1,250,16,0
253,21,3,750,26,1
254,1,10,2500,43,1
255,7,9,2250,89,1
256,14,1,250,14,0
257,1,7,1750,57,0
258,2,7,1750,35,1
259,2,6,1500,15,1
260,4,8,2000,46,1
261,4,1,250,4,1
262,2,1,250,2,0
263,14,2,500,14,0
264,4,2,500,4,0
265,4,7,1750,62,0
266,4,5,1250,58,0
267,23,1,250,23,0
268,23,1,250,23,0
269,14,5,1250,26,0
270,11,3,750,16,1
271,11,1,250,11,0
272,14,7,1750,47,0
273,16,14,3500,83,0
274,4,9,2250,38,1
275,4,1,250,4,0
276,4,16,4000,98,1
277,14,1,250,14,0
278,2,11,2750,23,0
279,21,1,250,21,0
280,2,2,500,4,0
281,0,3,750,4,0
282,21,2,500,35,0
283,16,6,1500,40,0
284,11,4,1000,34,0
285,2,3,750,11,0
286,16,1,250,16,0
287,14,2,500,35,0
288,1,12,3000,35,0
289,21,2,500,26,0
290,4,1,250,4,1
291,2,41,10250,98,1
292,23,19,4750,62,0
293,2,7,1750,29,0
294,10,8,2000,39,0
295,2,1,250,2,0
296,14,8,2000,50,1
297,14,8,2000,50,0
298,4,3,750,34,0
299,2,8,2000,38,1
300,4,1,250,4,0
301,23,2,500,26,0
302,2,1,250,2,0
303,2,3,750,35,0
304,3,5,1250,12,1
305,14,1,250,14,0
306,2,4,1000,35,0
307,4,2,500,4,0
308,16,7,1750,87,1
309,14,2,500,14,0
310,16,4,1000,23,0
311,14,16,4000,70,0
312,11,1,250,11,0
313,2,3,750,75,1
314,2,2,500,33,0
315,16,1,250,16,0
316,4,5,1250,35,1
317,2,1,250,2,0
318,21,2,500,23,0
319,4,5,1250,58,0
320,23,8,2000,46,0
321,4,2,500,14,0
322,4,1,250,4,0
323,4,2,500,4,0
324,11,3,750,37,0
325,4,6,1500,52,0
326,23,1,250,23,0
327,16,1,250,16,0
328,2,9,2250,75,0
329,2,15,3750,64,0
330,14,5,1250,50,0
331,21,1,250,21,0
332,11,1,250,11,1
333,2,3,750,77,0
334,14,13,3250,57,0
335,6,3,750,14,0
336,2,4,1000,26,0
337,14,2,500,14,0
338,2,2,500,11,0
339,2,5,1250,16,0
340,21,1,250,21,0
341,9,4,1000,65,0
342,4,1,250,4,0
343,4,6,1500,47,0
344,11,2,500,52,0
345,11,8,2000,52,1
346,2,4,1000,16,1
347,23,7,1750,88,0
348,14,3,750,33,0
349,2,6,1500,22,0
350,7,5,1250,52,0
351,0,26,6500,76,1
352,4,1,250,4,0
353,8,9,2250,64,0
354,4,2,500,51,1
355,4,3,750,25,1
356,2,2,500,11,0
357,14,8,2000,26,0
358,1,14,3500,58,0
359,2,16,4000,64,0
360,11,8,2000,48,0
361,23,2,500,26,0
362,4,6,1500,35,0
363,4,3,750,71,0
364,11,5,1250,33,0
365,2,1,250,2,0
366,11,3,750,23,0
367,4,5,1250,23,1
368,4,2,500,41,0
369,4,3,750,28,0
370,16,7,1750,64,0
371,14,3,750,83,0
372,4,3,750,16,0
