,A1,A2,A3,A4,A5,A6,A7,Class
126,0.66,0.49,1.0,0.5,0.54,0.56,0.36,7
127,0.57,0.54,0.48,0.5,0.37,0.28,0.33,1
128,0.67,0.88,0.48,0.5,0.73,0.5,0.25,6
129,0.65,0.51,0.48,0.5,0.66,0.54,0.33,6
130,0.61,0.75,0.48,0.5,0.51,0.33,0.33,6
131,0.81,0.44,0.48,0.5,0.42,0.67,0.68,5
132,0.84,0.44,0.48,0.5,0.48,0.71,0.74,2
133,0.63,0.54,0.48,0.5,0.65,0.79,0.81,2
134,0.7,0.4,0.48,0.5,0.56,0.86,0.83,2
135,0.68,0.82,0.48,0.5,0.38,0.65,0.56,8
136,0.53,0.38,0.48,0.5,0.44,0.26,0.36,1
137,0.67,0.7,0.48,0.5,0.46,0.45,0.33,8
138,0.86,0.55,0.48,0.5,0.63,0.81,0.83,5
139,0.22,0.43,0.48,0.5,0.48,0.16,0.28,1
140,0.23,0.58,0.48,0.5,0.37,0.53,0.59,1
141,0.41,0.48,0.48,0.5,0.51,0.44,0.51,1
142,0.71,0.86,0.48,0.5,0.4,0.54,0.32,8
143,0.73,0.26,0.48,0.5,0.57,0.75,0.78,5
144,0.33,0.56,0.48,0.5,0.33,0.78,0.8,2
145,0.42,0.4,0.48,0.5,0.56,0.18,0.3,1
146,0.52,0.39,0.48,0.5,0.65,0.71,0.73,2
147,0.69,0.67,0.48,0.5,0.3,0.39,0.24,8
148,0.83,0.37,0.48,0.5,0.61,0.71,0.74,2
149,0.67,0.61,0.48,0.5,0.51,0.37,0.38,8
150,0.64,0.84,0.48,0.5,0.37,0.45,0.4,8
151,0.25,0.4,0.48,0.5,0.46,0.44,0.52,1
152,0.16,0.43,0.48,0.5,0.54,0.27,0.37,1
153,0.16,0.51,0.48,0.5,0.33,0.39,0.48,2
154,0.4,0.5,0.48,0.5,0.65,0.82,0.84,2
155,0.69,0.59,0.48,0.5,0.46,0.44,0.52,8
156,0.71,0.71,0.48,0.5,0.68,0.43,0.36,6
157,0.59,0.49,0.48,0.5,0.52,0.45,0.36,1
158,0.48,0.42,0.48,0.5,0.45,0.25,0.35,1
159,0.54,0.47,0.48,0.5,0.28,0.33,0.42,1
160,0.79,0.36,0.48,0.5,0.46,0.82,0.7,5
161,0.7,0.39,1.0,0.5,0.51,0.82,0.84,4
162,0.51,0.49,0.48,0.5,0.53,0.14,0.26,1
163,0.4,0.5,0.48,0.5,0.45,0.39,0.47,1
164,0.42,0.35,0.48,0.5,0.58,0.15,0.27,1
165,0.36,0.39,0.48,0.5,0.48,0.22,0.23,1
166,0.28,0.38,0.48,0.5,0.5,0.33,0.42,1
