,A1,A2,A3,A4,A5,A6,A7,Class
51,0.63,0.47,0.48,0.5,0.51,0.82,0.84,2
52,0.64,0.66,0.48,0.5,0.41,0.39,0.2,8
53,0.64,0.46,0.48,0.5,0.48,0.73,0.76,5
54,0.56,0.54,0.48,0.5,0.43,0.37,0.3,8
55,0.69,0.66,0.48,0.5,0.41,0.5,0.25,8
56,0.68,0.67,0.48,0.5,0.49,0.4,0.34,8
57,0.67,0.39,0.48,0.5,0.36,0.38,0.46,1
58,0.41,0.48,0.48,0.5,0.51,0.44,0.51,1
59,0.38,0.44,0.48,0.5,0.43,0.2,0.31,1
60,0.22,0.36,0.48,0.5,0.35,0.39,0.47,1
61,0.83,0.37,0.48,0.5,0.61,0.71,0.74,2
62,0.69,0.59,0.48,0.5,0.46,0.44,0.52,8
63,0.81,0.52,0.48,0.5,0.57,0.78,0.8,5
64,0.53,0.38,0.48,0.5,0.44,0.26,0.36,1
65,0.69,0.39,0.48,0.5,0.57,0.76,0.79,2
66,0.64,0.58,0.48,0.5,0.48,0.78,0.73,2
67,0.24,0.41,0.48,0.5,0.49,0.23,0.34,1
68,0.29,0.28,0.48,0.5,0.44,0.23,0.34,1
69,0.64,0.81,0.48,0.5,0.37,0.39,0.44,8
70,0.43,0.32,0.48,0.5,0.33,0.45,0.52,1
71,0.6,0.5,1.0,0.5,0.54,0.77,0.8,2
72,0.63,0.49,0.48,0.5,0.54,0.76,0.79,3
73,0.48,0.49,0.48,0.5,0.52,0.77,0.71,2
74,0.52,0.81,0.48,0.5,0.72,0.38,0.38,6
75,0.57,0.54,0.48,0.5,0.37,0.28,0.33,1
76,0.63,0.5,0.48,0.5,0.59,0.85,0.86,2
77,0.85,0.53,0.48,0.5,0.53,0.52,0.35,3
78,0.7,0.4,0.48,0.5,0.56,0.86,0.83,2
79,0.44,0.35,0.48,0.5,0.44,0.52,0.59,1
80,0.39,0.32,0.48,0.5,0.46,0.24,0.35,1
81,0.27,0.42,0.48,0.5,0.37,0.38,0.43,1
82,0.25,0.4,0.48,0.5,0.47,0.33,0.42,1
83,0.4,0.42,0.48,0.5,0.37,0.27,0.27,1
84,0.56,0.4,0.48,0.5,0.49,0.37,0.46,1
85,0.75,0.84,0.48,0.5,0.35,0.52,0.33,8
86,0.33,0.45,0.48,0.5,0.52,0.32,0.41,1
87,0.2,0.46,0.48,0.5,0.57,0.78,0.81,2
88,0.57,0.38,0.48,0.5,0.06,0.49,0.33,5
89,0.12,0.43,0.48,0.5,0.63,0.7,0.74,2
90,0.34,0.42,0.48,0.5,0.41,0.34,0.43,1
91,0.39,0.31,0.48,0.5,0.38,0.34,0.43,1
92,0.7,0.64,0.48,0.5,0.47,0.51,0.47,8
93,0.52,0.36,0.48,0.5,0.41,0.28,0.38,1
94,0.74,0.7,0.48,0.5,0.66,0.65,0.69,2
95,0.63,0.8,0.48,0.5,0.46,0.31,0.29,8
96,0.63,0.65,0.48,0.5,0.39,0.44,0.35,8
97,0.31,0.36,0.48,0.5,0.58,0.94,0.94,2
98,0.25,0.48,0.48,0.5,0.44,0.17,0.29,1
99,0.61,0.47,0.48,0.5,0.0,0.8,0.32,2
100,0.2,0.44,0.48,0.5,0.46,0.51,0.57,1
101,0.3,0.37,0.48,0.5,0.59,0.41,0.49,1
102,0.58,0.55,0.48,0.5,0.57,0.7,0.74,2
103,0.72,0.86,0.48,0.5,0.17,0.55,0.21,8
104,0.43,0.37,0.48,0.5,0.53,0.35,0.44,1
105,0.5,0.37,0.48,0.5,0.66,0.64,0.69,2
106,0.44,0.52,0.48,0.5,0.43,0.47,0.54,2
107,0.49,0.42,0.48,0.5,0.53,0.79,0.81,2
108,0.4,0.35,0.48,0.5,0.45,0.33,0.42,1
109,0.47,0.59,0.48,0.5,0.52,0.76,0.79,2
110,0.52,0.39,0.48,0.5,0.65,0.71,0.73,2
111,0.48,0.42,0.48,0.5,0.45,0.25,0.35,1
112,0.49,0.29,0.48,0.5,0.56,0.24,0.35,1
113,0.4,0.46,0.48,0.5,0.42,0.35,0.44,1
114,0.5,0.66,0.48,0.5,0.31,0.92,0.92,2
115,0.25,0.51,0.48,0.5,0.37,0.42,0.5,1
116,0.36,0.56,0.48,0.5,0.43,0.45,0.53,1
117,0.44,0.42,0.48,0.5,0.42,0.25,0.2,1
118,0.3,0.16,0.48,0.5,0.56,0.11,0.23,1
119,0.74,0.82,0.48,0.5,0.49,0.49,0.41,8
120,0.81,0.44,0.48,0.5,0.42,0.67,0.68,5
121,0.69,0.43,0.48,0.5,0.59,0.74,0.77,5
122,0.29,0.28,0.48,0.5,0.5,0.42,0.5,1
123,0.73,0.84,0.48,0.5,0.86,0.58,0.29,6
124,0.75,0.55,1.0,1.0,0.4,0.47,0.3,4
125,0.67,0.37,0.48,0.5,0.54,0.64,0.68,5
126,0.67,0.55,1.0,0.5,0.66,0.58,0.16,7
127,0.66,0.71,0.48,0.5,0.41,0.5,0.35,8
128,0.61,0.36,0.48,0.5,0.49,0.35,0.44,1
129,0.73,0.36,0.48,0.5,0.53,0.91,0.92,2
130,0.81,0.53,0.48,0.5,0.57,0.87,0.88,5
131,0.33,0.37,0.48,0.5,0.46,0.65,0.69,2
132,0.63,0.75,0.48,0.5,0.64,0.73,0.66,2
133,0.24,0.57,0.48,0.5,0.63,0.34,0.43,1
134,0.58,0.34,0.48,0.5,0.56,0.87,0.81,2
135,0.4,0.5,0.48,0.5,0.65,0.82,0.84,2
136,0.77,0.57,1.0,0.5,0.37,0.54,0.01,7
137,0.71,0.86,0.48,0.5,0.4,0.54,0.32,8
138,0.69,0.65,0.48,0.5,0.63,0.48,0.41,8
139,0.7,0.39,1.0,0.5,0.51,0.82,0.84,4
140,0.64,0.84,0.48,0.5,0.37,0.45,0.4,8
141,0.43,0.4,0.48,0.5,0.39,0.28,0.39,1
142,0.4,0.45,0.48,0.5,0.38,0.22,0.0,1
143,0.4,0.41,0.48,0.5,0.55,0.22,0.33,1
144,0.83,0.48,0.48,0.5,0.65,0.76,0.79,5
145,0.44,0.28,0.48,0.5,0.43,0.27,0.37,1
146,0.42,0.4,0.48,0.5,0.56,0.18,0.3,1
147,0.62,0.78,0.48,0.5,0.47,0.49,0.54,8
148,0.36,0.39,0.48,0.5,0.48,0.22,0.23,1
149,0.64,0.45,0.48,0.5,0.67,0.61,0.66,5
150,0.84,0.49,0.48,0.5,0.55,0.78,0.74,5
151,0.69,0.8,0.48,0.5,0.46,0.57,0.26,8
152,0.63,1.0,0.48,0.5,0.35,0.51,0.49,8
153,0.73,0.78,0.48,0.5,0.58,0.51,0.31,8
154,0.67,0.88,0.48,0.5,0.73,0.5,0.25,6
155,0.29,0.3,0.48,0.5,0.45,0.03,0.17,1
156,0.59,0.61,0.48,0.5,0.42,0.42,0.37,8
157,0.29,0.47,0.48,0.5,0.71,0.65,0.69,2
158,0.36,0.41,0.48,0.5,0.48,0.47,0.54,1
159,0.4,0.46,0.48,0.5,0.52,0.49,0.56,1
160,0.32,0.33,0.48,0.5,0.6,0.06,0.2,1
161,0.46,0.59,0.48,0.5,0.36,0.76,0.23,2
162,0.84,0.54,0.48,0.5,0.75,0.92,0.7,5
163,0.35,0.34,0.48,0.5,0.46,0.3,0.27,1
164,0.29,0.37,0.48,0.5,0.48,0.44,0.52,1
165,0.34,0.67,0.48,0.5,0.52,0.76,0.79,2
166,0.64,0.72,0.48,0.5,0.49,0.42,0.19,8
