,A1,A2,A3,A4,Class
110,16,6,1500,35,0
111,4,1,250,4,1
112,4,8,2000,46,1
113,14,5,1250,14,0
114,4,7,1750,82,0
115,2,6,1500,47,0
116,14,16,4000,98,0
117,10,4,1000,16,0
118,11,3,750,76,0
119,9,4,1000,65,0
120,4,6,1500,38,1
121,11,24,6000,64,0
122,23,3,750,40,0
123,2,3,750,19,0
124,4,5,1250,46,0
125,2,1,250,2,0
126,35,3,750,64,0
127,4,6,1500,30,0
128,2,5,1250,47,1
129,16,6,1500,50,0
130,4,6,1500,16,1
131,11,14,3500,73,1
132,2,9,2250,22,1
133,3,5,1250,26,0
134,4,1,250,4,1
135,9,2,500,26,0
136,2,6,1500,22,1
137,9,8,2000,38,1
138,3,6,1500,21,0
139,2,1,250,2,0
140,2,8,2000,35,1
141,4,5,1250,34,0
142,4,8,2000,28,0
143,9,9,2250,45,0
144,4,11,2750,78,0
145,4,9,2250,52,0
146,4,1,250,4,0
147,2,4,1000,16,0
148,14,7,1750,26,0
149,4,9,2250,38,1
150,21,2,500,25,0
151,23,6,1500,70,0
152,11,2,500,16,0
153,2,5,1250,33,1
154,11,6,1500,58,0
155,26,5,1250,49,1
156,2,12,3000,70,1
157,2,4,1000,16,0
158,2,2,500,22,0
159,11,2,500,70,0
160,14,4,1000,57,0
161,11,16,4000,89,0
162,21,2,500,41,0
163,4,2,500,4,0
164,12,13,3250,59,0
165,11,1,250,11,0
166,1,24,6000,77,0
167,4,2,500,4,0
168,4,1,250,4,0
169,11,17,4250,79,1
170,2,2,500,11,0
171,2,1,250,2,1
172,14,7,1750,47,0
173,14,7,1750,35,0
174,2,3,750,21,0
175,5,11,2750,75,0
176,11,7,1750,29,0
177,2,7,1750,58,1
178,4,1,250,4,0
179,21,1,250,21,0
180,4,1,250,4,0
181,16,3,750,50,0
182,14,1,250,14,0
183,5,24,6000,79,0
184,14,7,1750,73,0
185,23,3,750,89,0
186,21,2,500,23,0
187,11,1,250,11,1
188,21,2,500,21,1
189,14,4,1000,64,0
190,4,7,1750,62,0
191,21,6,1500,48,0
192,14,2,500,21,1
193,2,1,250,2,0
194,14,5,1250,50,0
195,13,8,2000,26,0
196,11,4,1000,28,0
197,16,3,750,34,0
198,3,5,1250,38,0
199,16,7,1750,93,0
200,16,2,500,26,0
201,21,2,500,33,0
202,2,5,1250,26,0
203,23,3,750,35,0
204,4,10,2500,28,1
205,2,3,750,11,0
206,2,4,1000,16,0
207,23,1,250,23,0
208,23,3,750,28,0
209,2,5,1250,63,0
210,11,12,3000,58,0
211,4,1,250,4,1
212,14,2,500,14,1
213,4,11,2750,61,0
214,9,2,500,52,0
215,4,9,2250,40,0
216,2,3,750,38,1
217,21,3,750,26,0
218,16,1,250,16,0
219,2,21,5250,52,1
220,11,1,250,11,0
221,23,2,500,23,0
222,2,1,250,2,0
223,11,2,500,38,1
224,16,3,750,46,0
225,14,1,250,14,0
226,4,2,500,41,0
227,2,6,1500,15,1
228,11,4,1000,27,0
229,11,8,2000,48,0
230,4,1,250,4,1
231,2,12,3000,47,1
232,23,2,500,28,0
233,2,20,5000,45,1
234,4,3,750,34,0
235,4,8,2000,40,1
236,9,3,750,34,0
237,11,8,2000,72,0
238,4,8,2000,48,1
239,2,3,750,4,1
240,2,10,2500,52,0
241,23,1,250,23,0
242,4,7,1750,22,1
243,2,3,750,16,1
244,12,11,2750,39,0
245,4,6,1500,28,1
246,7,11,2750,89,0
247,4,8,2000,26,1
248,14,1,250,14,0
249,23,4,1000,45,0
250,23,4,1000,53,0
251,13,3,750,14,1
252,4,1,250,4,0
253,2,11,2750,23,0
254,14,5,1250,28,1
255,2,6,1500,28,0
256,4,5,1250,16,1
257,2,2,500,2,0
258,4,19,4750,69,1
259,16,1,250,16,0
260,2,9,2250,36,0
261,3,8,2000,50,0
262,12,9,2250,60,0
263,21,1,250,21,0
264,4,1,250,4,0
265,4,7,1750,52,0
266,4,5,1250,58,0
267,4,4,1000,26,1
268,4,3,750,16,0
269,23,7,1750,88,0
270,14,3,750,21,0
271,2,4,1000,26,0
272,11,5,1250,35,0
273,11,10,2500,35,0
274,2,34,8500,77,1
275,2,4,1000,14,1
276,2,16,4000,64,0
277,2,3,750,35,0
278,2,1,250,2,1
279,4,11,2750,64,1
280,11,3,750,40,1
281,9,11,2750,49,1
282,14,2,500,16,0
283,2,1,250,2,1
284,2,3,750,77,0
285,2,1,250,2,0
286,10,8,2000,39,0
287,2,2,500,11,0
288,11,5,1250,18,0
289,4,2,500,4,0
290,2,5,1250,16,0
291,14,5,1250,26,0
292,5,14,3500,86,0
293,11,1,250,11,0
294,14,13,3250,57,0
295,3,10,2500,33,1
296,21,4,1000,52,0
297,2,7,1750,46,1
298,9,5,1250,19,0
299,11,6,1500,26,0
300,11,8,2000,41,1
301,10,5,1250,38,0
302,23,3,750,41,0
303,14,8,2000,46,0
304,4,7,1750,32,1
305,2,7,1750,29,0
306,21,3,750,35,0
307,11,11,2750,42,0
308,3,16,4000,74,0
309,23,8,2000,64,0
310,4,1,250,4,0
311,1,16,4000,35,1
312,2,11,2750,88,0
313,11,1,250,11,0
314,11,3,750,23,0
315,4,16,4000,38,1
316,16,14,3500,83,0
317,16,3,750,21,0
318,16,1,250,16,0
319,8,9,2250,58,0
320,6,3,750,26,0
321,4,1,250,4,0
322,2,4,1000,35,0
323,8,10,2500,63,0
324,4,1,250,4,0
325,23,5,1250,33,0
326,21,1,250,21,0
327,4,1,250,4,0
328,2,5,1250,16,1
329,2,9,2250,75,0
330,14,1,250,14,0
331,21,3,750,38,0
332,16,5,1250,27,0
333,2,2,500,4,0
334,7,14,3500,48,0
335,2,12,3000,82,0
336,4,6,1500,14,0
337,21,1,250,21,0
338,11,8,2000,52,1
339,16,3,750,86,0
340,0,8,2000,59,0
341,4,1,250,4,1
342,2,4,1000,26,0
343,23,12,3000,86,0
344,2,1,250,2,0
345,4,1,250,4,0
346,2,2,500,4,0
347,4,12,3000,34,1
348,16,4,1000,40,0
349,11,1,250,11,0
350,23,3,750,33,0
351,2,3,750,4,1
352,11,7,1750,75,0
353,16,1,250,16,0
354,38,1,250,38,0
355,14,1,250,14,0
356,23,3,750,48,0
357,2,1,250,2,0
358,11,1,250,11,0
359,18,2,500,23,0
360,4,2,500,59,0
361,11,2,500,25,0
362,4,2,500,9,0
363,4,2,500,4,1
364,2,5,1250,34,0
365,4,2,500,9,1
366,2,4,1000,23,0
367,4,6,1500,23,1
368,14,4,1000,30,0
369,2,11,2750,79,1
370,2,4,1000,16,1
371,9,1,250,9,0
372,2,43,10750,86,1
