,A1,A2,A3,A4,A5,A6,A7,Class
53,0.64,0.76,0.48,0.5,0.45,0.35,0.38,1
54,0.37,0.52,0.48,0.5,0.42,0.42,0.36,1
55,0.78,0.33,0.48,0.5,0.57,0.77,0.79,5
56,0.81,0.44,0.48,0.5,0.42,0.67,0.68,5
57,0.48,0.49,0.48,0.5,0.52,0.77,0.71,2
58,0.39,0.32,0.48,0.5,0.46,0.24,0.35,1
59,0.21,0.51,0.48,0.5,0.5,0.32,0.41,1
60,0.24,0.35,0.48,0.5,0.31,0.19,0.31,1
61,0.67,0.61,0.48,0.5,0.51,0.37,0.38,8
62,0.68,0.82,0.48,0.5,0.38,0.65,0.56,8
63,0.62,0.78,0.48,0.5,0.47,0.49,0.54,8
64,0.71,0.71,0.48,0.5,0.4,0.54,0.39,8
65,0.25,0.48,0.48,0.5,0.44,0.17,0.29,1
66,0.79,0.41,0.48,0.5,0.66,0.81,0.83,5
67,0.3,0.16,0.48,0.5,0.56,0.11,0.23,1
68,0.56,0.4,0.48,0.5,0.49,0.37,0.46,1
69,0.69,0.59,0.48,0.5,0.46,0.44,0.52,8
70,0.52,0.44,0.48,0.5,0.37,0.36,0.42,1
71,0.74,0.9,0.48,0.5,0.57,0.53,0.29,6
72,0.51,0.4,0.48,0.5,0.57,0.62,0.67,2
73,0.71,0.86,0.48,0.5,0.4,0.54,0.32,8
74,0.24,0.57,0.48,0.5,0.63,0.34,0.43,1
75,0.73,0.84,0.48,0.5,0.86,0.58,0.29,6
76,0.86,0.39,0.48,0.5,0.59,0.89,0.9,5
77,0.44,0.49,0.48,0.5,0.39,0.38,0.4,1
78,0.58,0.55,0.48,0.5,0.57,0.7,0.74,2
79,0.39,0.31,0.48,0.5,0.38,0.34,0.43,1
80,0.83,0.37,0.48,0.5,0.61,0.71,0.74,2
81,0.38,0.44,0.48,0.5,0.43,0.2,0.31,1
82,0.25,0.26,0.48,0.5,0.39,0.32,0.42,1
83,0.63,0.57,0.48,0.5,0.49,0.7,0.2,8
84,0.47,0.59,0.48,0.5,0.52,0.76,0.79,2
85,0.42,0.3,0.48,0.5,0.48,0.26,0.36,1
86,0.68,0.63,0.48,0.5,0.73,0.4,0.3,6
87,0.27,0.42,0.48,0.5,0.37,0.38,0.43,1
88,0.74,0.78,0.48,0.5,0.75,0.54,0.15,6
89,0.63,0.86,0.48,0.5,0.39,0.47,0.34,8
90,0.31,0.5,0.48,0.5,0.57,0.84,0.85,2
91,0.34,0.42,0.48,0.5,0.41,0.34,0.43,1
92,0.07,0.4,0.48,0.5,0.54,0.35,0.44,1
93,0.23,0.58,0.48,0.5,0.37,0.53,0.59,1
94,0.87,0.49,0.48,0.5,0.61,0.76,0.79,5
95,0.72,0.86,0.48,0.5,0.17,0.55,0.21,8
96,0.52,0.54,0.48,0.5,0.62,0.76,0.79,2
97,0.5,0.49,0.48,0.5,0.49,0.46,0.53,1
98,0.27,0.35,0.48,0.5,0.51,0.77,0.79,2
99,0.66,0.86,0.48,0.5,0.34,0.41,0.36,8
100,0.38,0.4,0.48,0.5,0.63,0.25,0.35,1
101,0.29,0.39,0.48,0.5,0.52,0.4,0.48,8
102,0.22,0.36,0.48,0.5,0.35,0.39,0.47,1
103,0.34,0.51,0.48,0.5,0.44,0.37,0.46,1
104,0.51,0.5,0.48,0.5,0.46,0.32,0.35,1
105,0.84,0.54,0.48,0.5,0.75,0.92,0.7,5
106,0.31,0.36,0.48,0.5,0.58,0.94,0.94,2
107,0.57,0.59,0.48,0.5,0.39,0.47,0.33,8
108,0.25,0.4,0.48,0.5,0.47,0.33,0.42,1
109,0.2,0.46,0.48,0.5,0.57,0.78,0.81,2
110,0.55,0.47,0.48,0.5,0.57,0.78,0.8,2
111,0.43,0.4,0.48,0.5,0.58,0.75,0.78,2
112,0.31,0.23,0.48,0.5,0.73,0.05,0.14,1
113,0.65,0.57,0.48,0.5,0.47,0.47,0.51,8
114,0.35,0.51,0.48,0.5,0.61,0.71,0.74,2
115,0.25,0.37,0.48,0.5,0.41,0.33,0.42,1
116,0.7,0.71,0.48,0.5,0.42,0.84,0.85,8
117,0.32,0.39,0.48,0.5,0.53,0.28,0.38,8
118,0.26,0.5,0.48,0.5,0.44,0.32,0.41,1
119,0.33,0.45,0.48,0.5,0.45,0.88,0.89,2
120,0.49,0.42,0.48,0.5,0.53,0.79,0.81,2
121,0.34,0.49,0.48,0.5,0.58,0.85,0.8,2
122,0.72,0.42,0.48,0.5,0.65,0.77,0.79,5
123,0.72,0.46,0.48,0.5,0.51,0.66,0.7,2
124,0.65,0.55,0.48,0.5,0.34,0.37,0.28,1
125,0.58,0.6,0.48,0.5,0.59,0.73,0.76,5
126,0.29,0.47,0.48,0.5,0.71,0.65,0.69,2
127,0.74,0.82,0.48,0.5,0.49,0.49,0.41,8
128,0.44,0.35,0.48,0.5,0.55,0.55,0.61,1
129,0.06,0.61,0.48,0.5,0.49,0.92,0.37,2
130,0.34,0.45,0.48,0.5,0.38,0.24,0.35,1
131,0.86,0.55,0.48,0.5,0.63,0.81,0.83,5
132,0.36,0.54,0.48,0.5,0.41,0.38,0.46,1
133,0.7,0.61,0.48,0.5,0.56,0.52,0.43,8
134,0.33,0.37,0.48,0.5,0.46,0.65,0.69,2
135,0.81,0.53,0.48,0.5,0.57,0.87,0.88,5
136,0.43,0.32,0.48,0.5,0.33,0.45,0.52,1
137,0.17,0.39,0.48,0.5,0.53,0.3,0.39,1
138,0.1,0.49,0.48,0.5,0.41,0.67,0.21,2
139,0.63,1.0,0.48,0.5,0.35,0.51,0.49,8
140,0.63,0.83,0.48,0.5,0.4,0.39,0.19,8
141,0.54,0.47,0.48,0.5,0.28,0.33,0.42,1
142,0.23,0.4,0.48,0.5,0.39,0.28,0.38,1
143,0.16,0.51,0.48,0.5,0.33,0.39,0.48,2
144,0.73,0.26,0.48,0.5,0.57,0.75,0.78,5
145,0.67,0.81,0.48,0.5,0.54,0.49,0.23,8
146,0.46,0.59,0.48,0.5,0.36,0.76,0.23,2
147,0.17,0.52,0.48,0.5,0.49,0.37,0.46,1
148,0.36,0.45,0.48,0.5,0.38,0.79,0.17,2
149,0.77,0.55,0.48,0.5,0.51,0.78,0.74,5
150,0.66,0.53,0.48,0.5,0.59,0.66,0.66,2
151,0.46,0.61,0.48,0.5,0.48,0.86,0.87,2
152,0.4,0.45,0.48,0.5,0.38,0.22,0.0,1
153,0.11,0.5,0.48,0.5,0.58,0.72,0.68,2
154,0.64,0.45,0.48,0.5,0.67,0.61,0.66,5
155,0.66,0.74,0.48,0.5,0.31,0.38,0.43,8
156,0.7,0.53,0.48,0.5,0.7,0.86,0.87,5
157,0.43,0.37,0.48,0.5,0.53,0.35,0.44,1
158,0.22,0.34,0.48,0.5,0.42,0.29,0.39,1
159,0.29,0.3,0.48,0.5,0.45,0.03,0.17,1
160,0.81,0.52,0.48,0.5,0.57,0.78,0.8,5
161,0.29,0.41,0.48,0.5,0.48,0.38,0.46,1
162,0.71,0.57,0.48,0.5,0.48,0.35,0.32,8
163,0.63,0.8,0.48,0.5,0.46,0.31,0.29,8
164,0.36,0.47,0.48,0.5,0.51,0.69,0.72,2
165,0.61,0.75,0.48,0.5,0.51,0.33,0.33,6
166,0.61,0.6,0.48,0.5,0.44,0.39,0.38,8
