,A1,A2,A3,A4,Class
353,23,6,1500,70,0
354,16,1,250,16,0
355,4,2,500,9,1
356,21,3,750,38,0
357,2,3,750,14,0
358,4,1,250,4,0
359,16,7,1750,93,0
360,16,6,1500,50,0
361,14,4,1000,26,0
362,4,6,1500,28,1
363,2,3,750,52,0
364,2,3,750,9,1
365,11,1,250,11,0
366,4,3,750,16,1
367,2,11,2750,28,0
368,16,1,250,16,0
369,2,2,500,11,0
370,11,5,1250,41,0
371,14,7,1750,47,0
372,14,5,1250,50,0
