,A1,A2,A3,A4,A5,A6,A7,Class
77,0.81,0.53,0.48,0.5,0.57,0.87,0.88,5
78,0.23,0.32,0.48,0.5,0.55,0.25,0.35,1
79,0.73,0.26,0.48,0.5,0.57,0.75,0.78,5
80,0.61,0.47,0.48,0.5,0.0,0.8,0.32,2
81,0.59,0.61,0.48,0.5,0.42,0.42,0.37,8
82,0.41,0.43,0.48,0.5,0.5,0.24,0.25,1
83,0.74,0.56,0.48,0.5,0.47,0.68,0.3,8
84,0.34,0.67,0.48,0.5,0.52,0.76,0.79,2
85,0.48,0.42,0.48,0.5,0.45,0.25,0.35,1
86,0.39,0.31,0.48,0.5,0.38,0.34,0.43,1
87,0.29,0.47,0.48,0.5,0.71,0.65,0.69,2
88,0.74,0.82,0.48,0.5,0.49,0.49,0.41,8
89,0.67,0.88,0.48,0.5,0.73,0.5,0.25,6
90,0.67,0.37,0.48,0.5,0.54,0.64,0.68,5
91,0.47,0.55,0.48,0.5,0.58,0.71,0.75,2
92,0.39,0.32,0.48,0.5,0.46,0.24,0.35,1
93,0.7,0.46,0.48,0.5,0.56,0.78,0.73,2
94,0.34,0.42,0.48,0.5,0.41,0.34,0.43,1
95,0.47,0.59,0.48,0.5,0.52,0.76,0.79,2
96,0.63,0.83,0.48,0.5,0.4,0.39,0.19,8
97,0.85,0.53,0.48,0.5,0.53,0.52,0.35,3
98,0.25,0.26,0.48,0.5,0.39,0.32,0.42,1
99,0.24,0.34,0.48,0.5,0.38,0.3,0.4,1
100,0.71,0.4,0.48,0.5,0.71,0.7,0.74,2
101,0.33,0.56,0.48,0.5,0.33,0.78,0.8,2
102,0.37,0.47,0.48,0.5,0.39,0.76,0.79,2
103,0.38,0.3,0.48,0.5,0.43,0.29,0.39,1
104,0.65,0.47,0.48,0.5,0.59,0.3,0.4,1
105,0.54,0.49,0.48,0.5,0.4,0.87,0.88,2
106,0.47,0.46,0.48,0.5,0.62,0.74,0.77,5
107,0.58,0.55,0.48,0.5,0.57,0.7,0.74,2
108,0.12,0.67,0.48,0.5,0.74,0.58,0.63,2
109,0.7,0.71,0.48,0.5,0.42,0.84,0.85,8
110,0.51,0.54,0.48,0.5,0.41,0.34,0.43,1
111,0.69,0.66,0.48,0.5,0.41,0.5,0.25,8
112,0.29,0.52,0.48,0.5,0.42,0.29,0.39,1
113,0.79,0.54,0.48,0.5,0.5,0.66,0.68,5
114,0.36,0.42,0.48,0.5,0.53,0.32,0.41,1
115,0.16,0.51,0.48,0.5,0.33,0.39,0.48,2
116,0.36,0.54,0.48,0.5,0.41,0.38,0.46,1
117,0.64,0.81,0.48,0.5,0.37,0.39,0.44,8
118,0.71,0.52,0.48,0.5,0.64,1.0,0.99,2
119,0.5,0.51,0.48,0.5,0.27,0.23,0.34,1
120,0.25,0.48,0.48,0.5,0.44,0.17,0.29,1
121,0.2,0.44,0.48,0.5,0.46,0.51,0.57,1
122,0.59,0.56,0.48,0.5,0.55,0.8,0.82,2
123,0.5,0.66,0.48,0.5,0.31,0.92,0.92,2
124,0.44,0.35,0.48,0.5,0.55,0.55,0.61,1
125,0.23,0.48,0.48,0.5,0.59,0.88,0.89,2
126,0.35,0.37,0.48,0.5,0.3,0.34,0.43,1
127,0.61,0.52,0.48,0.5,0.54,0.67,0.52,2
128,0.47,0.29,0.48,0.5,0.51,0.33,0.43,1
129,0.29,0.39,0.48,0.5,0.52,0.4,0.48,8
130,0.6,0.5,1.0,0.5,0.54,0.77,0.8,2
131,0.77,0.57,0.48,0.5,0.88,0.53,0.2,6
132,0.26,0.5,0.48,0.5,0.44,0.32,0.41,1
133,0.51,0.4,0.48,0.5,0.57,0.62,0.67,2
134,0.36,0.41,0.48,0.5,0.48,0.47,0.54,1
135,0.74,0.78,0.48,0.5,0.75,0.54,0.15,6
136,0.64,0.72,0.48,0.5,0.49,0.42,0.19,8
137,0.69,0.59,0.48,0.5,0.46,0.44,0.52,8
138,0.4,0.46,0.48,0.5,0.52,0.49,0.56,1
139,0.37,0.5,0.48,0.5,0.42,0.36,0.45,1
140,0.3,0.37,0.48,0.5,0.59,0.41,0.49,1
141,0.37,0.44,0.48,0.5,0.42,0.39,0.47,1
142,0.53,0.42,0.48,0.5,0.16,0.29,0.39,1
143,0.84,0.54,0.48,0.5,0.75,0.92,0.7,5
144,0.4,0.42,0.48,0.5,0.37,0.27,0.27,1
145,0.22,0.43,0.48,0.5,0.48,0.16,0.28,1
146,0.62,0.42,0.48,0.5,0.58,0.79,0.81,5
147,0.33,0.47,0.48,0.5,0.53,0.18,0.29,1
148,0.25,0.4,0.48,0.5,0.46,0.44,0.52,1
149,0.63,0.86,0.48,0.5,0.39,0.47,0.34,8
150,0.26,0.26,0.48,0.5,0.34,0.25,0.35,1
151,0.67,0.7,0.48,0.5,0.46,0.45,0.33,8
152,0.69,0.8,0.48,0.5,0.46,0.57,0.26,8
153,0.68,0.63,0.48,0.5,0.73,0.4,0.3,6
154,0.57,0.59,0.48,0.5,0.39,0.47,0.33,8
155,0.3,0.45,0.48,0.5,0.36,0.21,0.32,1
156,0.68,0.51,0.48,0.5,0.71,0.75,0.78,2
157,0.4,0.5,0.48,0.5,0.65,0.82,0.84,2
158,0.6,0.76,1.0,0.5,0.77,0.59,0.52,6
159,0.64,0.84,0.48,0.5,0.37,0.45,0.4,8
160,0.27,0.3,0.48,0.5,0.71,0.28,0.39,1
161,0.32,0.39,0.48,0.5,0.53,0.28,0.38,8
162,0.57,0.38,0.48,0.5,0.06,0.49,0.33,5
163,0.58,0.6,0.48,0.5,0.59,0.73,0.76,5
164,0.78,0.68,0.48,0.5,0.83,0.4,0.29,6
165,0.56,0.68,0.48,0.5,0.77,0.36,0.45,6
166,0.51,0.46,0.48,0.5,0.58,0.31,0.41,1
