,A1,A2,A3,A4,Class
145,14,3,750,26,0
146,2,20,5000,45,1
147,2,9,2250,74,0
148,16,1,250,16,0
149,4,5,1250,58,0
150,2,8,2000,38,1
151,16,1,250,16,0
152,11,3,750,26,0
153,4,4,1000,34,1
154,14,8,2000,46,0
155,2,7,1750,32,1
156,16,1,250,16,0
157,4,1,250,4,0
158,2,1,250,2,0
159,16,7,1750,38,0
160,13,3,750,16,0
161,16,3,750,35,0
162,2,1,250,2,1
163,16,1,250,16,0
164,4,11,2750,28,0
165,23,14,3500,93,0
166,11,4,1000,74,0
167,2,1,250,2,1
168,11,2,500,24,0
169,17,7,1750,58,1
170,9,1,250,9,0
171,14,7,1750,26,0
172,14,5,1250,64,0
173,4,1,250,4,0
174,4,4,1000,41,0
175,2,7,1750,29,0
176,2,2,500,16,0
177,14,1,250,14,0
178,6,2,500,11,1
179,4,9,2250,40,0
180,4,1,250,4,0
181,11,8,2000,52,1
182,16,1,250,16,0
183,4,5,1250,74,0
184,4,13,3250,39,1
185,16,8,2000,76,0
186,21,3,750,64,0
187,2,1,250,2,0
188,4,6,1500,47,0
189,4,1,250,4,0
190,2,7,1750,14,1
191,21,5,1250,60,0
192,4,8,2000,28,0
193,2,2,500,10,0
194,3,8,2000,50,0
195,18,2,500,23,0
196,2,1,250,2,0
197,21,3,750,35,0
198,7,12,3000,86,0
199,2,6,1500,16,1
200,2,2,500,14,0
201,4,5,1250,16,1
202,21,1,250,21,0
203,9,9,2250,45,0
204,23,3,750,39,0
205,23,8,2000,69,0
206,23,3,750,35,0
207,4,5,1250,58,0
208,21,1,250,21,0
209,3,5,1250,38,0
210,4,2,500,4,1
211,2,12,3000,47,1
212,1,13,3250,47,0
213,2,5,1250,16,0
214,2,5,1250,16,1
215,4,2,500,4,0
216,2,4,1000,14,1
217,4,3,750,34,0
218,2,6,1500,15,1
219,7,2,500,16,0
220,4,6,1500,16,1
221,16,4,1000,40,0
222,23,2,500,26,0
223,2,7,1750,58,1
224,16,1,250,16,0
225,4,2,500,30,0
226,16,1,250,16,0
227,11,5,1250,33,0
228,4,1,250,4,0
229,21,1,250,21,0
230,14,4,1000,64,0
231,2,2,500,2,0
232,16,3,750,19,0
233,2,6,1500,26,0
234,21,2,500,23,0
235,1,9,2250,51,0
236,14,4,1000,38,0
237,4,5,1250,26,1
238,16,6,1500,40,0
239,11,17,4250,79,1
240,16,10,2500,62,0
241,2,44,11000,98,0
242,14,2,500,29,0
243,4,1,250,4,1
244,2,2,500,33,0
245,2,1,250,2,0
246,15,16,4000,82,0
247,4,8,2000,26,1
248,11,2,500,52,0
249,21,7,1750,38,0
250,2,13,3250,76,1
251,4,7,1750,25,0
252,11,11,2750,38,0
253,11,5,1250,18,0
254,2,1,250,2,0
255,16,7,1750,64,0
256,16,3,750,86,0
257,14,1,250,14,0
258,2,6,1500,15,1
259,14,1,250,14,0
260,23,3,750,89,0
261,21,13,3250,57,0
262,4,1,250,4,0
263,14,8,2000,26,0
264,4,6,1500,35,0
265,23,1,250,23,0
266,4,2,500,31,0
267,14,3,750,79,0
268,4,6,1500,52,0
269,21,3,750,70,0
270,9,2,500,52,0
271,11,11,2750,42,0
272,2,4,1000,11,0
273,16,1,250,16,0
274,21,1,250,21,0
275,16,5,1250,27,0
276,3,21,5250,42,1
277,23,2,500,28,0
278,16,3,750,34,0
279,16,4,1000,23,0
280,11,1,250,11,0
281,14,8,2000,50,0
282,14,2,500,14,0
283,2,3,750,14,0
284,2,1,250,2,0
285,14,7,1750,35,0
286,2,15,3750,64,0
287,23,3,750,40,0
288,8,15,3750,77,0
289,4,7,1750,58,0
290,23,2,500,87,0
291,3,17,4250,86,0
292,4,2,500,51,1
293,4,16,4000,98,1
294,2,6,1500,28,0
295,4,3,750,24,0
296,4,4,1000,43,1
297,2,5,1250,63,0
298,9,3,750,34,0
299,4,1,250,4,0
300,4,5,1250,23,0
301,11,3,750,23,0
302,2,5,1250,16,1
303,16,3,750,21,1
304,2,5,1250,26,0
305,16,4,1000,28,0
306,2,1,250,2,0
307,4,1,250,4,0
308,11,4,1000,16,1
309,7,14,3500,48,0
310,2,4,1000,16,1
311,14,4,1000,57,0
312,2,1,250,2,0
313,2,1,250,2,1
314,14,1,250,14,0
315,11,1,250,11,1
316,14,3,750,21,0
317,16,3,750,50,0
318,4,6,1500,35,1
319,21,2,500,21,1
320,11,3,750,28,0
321,11,1,250,11,0
322,2,3,750,19,0
323,2,2,500,41,0
324,4,14,3500,86,0
325,14,2,500,35,1
326,4,5,1250,11,1
327,14,2,500,14,0
328,4,2,500,59,0
329,3,1,250,3,1
330,4,2,500,9,0
331,14,2,500,14,0
332,40,1,250,40,0
333,4,8,2000,40,1
334,4,6,1500,43,0
335,11,4,1000,34,0
336,21,4,1000,52,0
337,9,4,1000,65,0
338,25,6,1500,50,0
339,4,1,250,4,0
340,4,3,750,28,0
341,9,2,500,11,0
342,2,5,1250,47,1
343,1,12,3000,35,0
344,2,7,1750,28,1
345,2,1,250,2,0
346,4,1,250,4,0
347,39,1,250,39,0
348,2,1,250,2,0
349,2,16,4000,64,0
350,16,1,250,16,0
351,4,4,1000,26,0
352,2,2,500,4,1
353,11,6,1500,41,0
354,14,1,250,14,0
355,21,16,4000,64,0
356,21,2,500,23,0
357,2,2,500,4,0
358,12,15,3750,71,0
359,7,10,2500,47,0
360,4,7,1750,28,0
361,14,2,500,35,0
362,2,7,1750,77,0
363,4,2,500,4,0
364,2,4,1000,35,0
365,11,2,500,70,0
366,2,5,1250,33,1
367,2,4,1000,16,0
368,23,1,250,23,0
369,21,1,250,21,0
370,4,1,250,4,1
371,23,1,250,23,0
372,1,7,1750,57,0
