,A1,A2,A3,A4,A5,A6,A7,Class
119,0.58,0.6,0.48,0.5,0.59,0.73,0.76,5
120,0.29,0.28,0.48,0.5,0.44,0.23,0.34,1
121,0.71,0.71,0.48,0.5,0.4,0.54,0.39,8
122,0.63,0.49,0.48,0.5,0.79,0.45,0.28,6
123,0.49,0.43,0.48,0.5,0.49,0.3,0.4,1
124,0.87,0.49,0.48,0.5,0.61,0.76,0.79,5
125,0.83,0.37,0.48,0.5,0.61,0.71,0.74,2
126,0.25,0.4,0.48,0.5,0.46,0.44,0.52,1
127,0.48,0.45,0.48,0.5,0.6,0.78,0.8,2
128,0.42,0.24,0.48,0.5,0.57,0.27,0.37,1
129,0.64,0.72,0.48,0.5,0.49,0.42,0.19,8
130,0.84,0.49,0.48,0.5,0.55,0.78,0.74,5
131,0.25,0.4,0.48,0.5,0.47,0.33,0.42,1
132,0.73,0.78,0.48,0.5,0.58,0.51,0.31,8
133,0.67,0.84,0.48,0.5,0.74,0.54,0.37,6
134,0.3,0.51,0.48,0.5,0.42,0.61,0.34,2
135,0.34,0.67,0.48,0.5,0.52,0.76,0.79,2
136,0.52,0.57,0.48,0.5,0.42,0.47,0.54,1
137,0.61,0.36,0.48,0.5,0.49,0.35,0.44,1
138,0.38,0.46,0.48,0.5,0.48,0.22,0.29,1
139,0.7,0.71,0.48,0.5,0.42,0.84,0.85,8
140,0.73,0.84,0.48,0.5,0.86,0.58,0.29,6
141,0.41,0.57,0.48,0.5,0.39,0.21,0.32,1
142,0.29,0.28,0.48,0.5,0.5,0.42,0.5,1
143,0.31,0.5,0.48,0.5,0.57,0.84,0.85,2
144,0.49,0.42,0.48,0.5,0.53,0.79,0.81,2
145,0.32,0.33,0.48,0.5,0.6,0.06,0.2,1
146,0.7,0.46,0.48,0.5,0.56,0.78,0.73,2
147,0.35,0.37,0.48,0.5,0.3,0.34,0.43,1
148,0.47,0.46,0.48,0.5,0.62,0.74,0.77,5
149,0.4,0.5,0.48,0.5,0.65,0.82,0.84,2
150,0.81,0.44,0.48,0.5,0.42,0.67,0.68,5
151,0.44,0.51,0.48,0.5,0.47,0.26,0.36,1
152,0.29,0.39,0.48,0.5,0.52,0.4,0.48,8
153,0.29,0.47,0.48,0.5,0.71,0.65,0.69,2
154,0.78,0.68,0.48,0.5,0.83,0.4,0.29,6
155,0.63,0.65,0.48,0.5,0.66,0.67,0.71,2
156,0.64,0.57,0.48,0.5,0.7,0.33,0.26,6
157,0.63,1.0,0.48,0.5,0.35,0.51,0.49,8
158,0.6,0.5,1.0,0.5,0.54,0.77,0.8,2
159,0.75,0.76,0.48,0.5,0.83,0.57,0.3,6
160,0.44,0.28,0.48,0.5,0.43,0.27,0.37,1
161,0.63,0.86,0.48,0.5,0.39,0.47,0.34,8
162,0.24,0.35,0.48,0.5,0.31,0.19,0.31,1
163,0.76,0.71,0.48,0.5,0.5,0.71,0.75,5
164,0.63,0.57,0.48,0.5,0.49,0.7,0.2,8
165,0.52,0.39,0.48,0.5,0.65,0.71,0.73,2
166,0.74,0.49,0.48,0.5,0.42,0.54,0.36,8
