,A1,A2,A3,A4,A5,A6,A7,Class
52,0.75,0.55,1.0,1.0,0.4,0.47,0.3,4
53,0.36,0.42,0.48,0.5,0.53,0.32,0.41,1
54,0.32,0.39,0.48,0.5,0.53,0.28,0.38,8
55,0.51,0.46,0.48,0.5,0.58,0.31,0.41,1
56,0.29,0.47,0.48,0.5,0.71,0.65,0.69,2
57,0.45,0.4,0.48,0.5,0.61,0.74,0.77,2
58,0.36,0.41,0.48,0.5,0.48,0.47,0.54,1
59,0.39,0.41,0.48,0.5,0.52,0.72,0.75,2
60,0.63,0.57,0.48,0.5,0.49,0.7,0.2,8
61,0.3,0.44,0.48,0.5,0.49,0.22,0.33,1
62,0.26,0.26,0.48,0.5,0.34,0.25,0.35,1
63,0.58,0.34,0.48,0.5,0.56,0.87,0.81,2
64,0.41,0.57,0.48,0.5,0.39,0.21,0.32,1
65,0.24,0.57,0.48,0.5,0.63,0.34,0.43,1
66,0.68,0.67,0.48,0.5,0.49,0.4,0.34,8
67,0.75,0.37,0.48,0.5,0.64,0.7,0.74,5
68,0.51,0.5,0.48,0.5,0.46,0.32,0.35,1
69,0.67,0.37,0.48,0.5,0.54,0.64,0.68,5
70,0.42,0.3,0.48,0.5,0.48,0.26,0.36,1
71,0.37,0.5,0.48,0.5,0.42,0.36,0.45,1
72,0.52,0.44,0.48,0.5,0.37,0.36,0.42,1
73,0.29,0.3,0.48,0.5,0.45,0.03,0.17,1
74,0.64,0.46,0.48,0.5,0.48,0.73,0.76,5
75,0.0,0.38,0.48,0.5,0.42,0.48,0.55,1
76,0.21,0.51,0.48,0.5,0.5,0.32,0.41,1
77,0.63,1.0,0.48,0.5,0.35,0.51,0.49,8
78,0.84,0.44,0.48,0.5,0.48,0.71,0.74,2
79,0.6,0.5,1.0,0.5,0.54,0.77,0.8,2
80,0.79,0.36,0.48,0.5,0.46,0.82,0.7,5
81,0.63,0.54,0.48,0.5,0.65,0.79,0.81,2
82,0.24,0.43,0.48,0.5,0.37,0.28,0.38,1
83,0.67,0.81,0.48,0.5,0.25,0.42,0.25,8
84,0.38,0.3,0.48,0.5,0.43,0.29,0.39,1
85,0.47,0.29,0.48,0.5,0.51,0.33,0.43,1
86,0.35,0.48,0.48,0.5,0.56,0.4,0.48,1
87,0.27,0.35,0.48,0.5,0.51,0.77,0.79,2
88,0.64,0.45,0.48,0.5,0.67,0.61,0.66,5
89,0.76,0.41,0.48,0.5,0.5,0.59,0.62,5
90,0.69,0.65,0.48,0.5,0.63,0.48,0.41,8
91,0.56,0.54,0.48,0.5,0.43,0.37,0.3,8
92,0.62,0.83,0.48,0.5,0.46,0.36,0.4,8
93,0.4,0.29,0.48,0.5,0.42,0.35,0.44,1
94,0.67,0.88,0.48,0.5,0.73,0.5,0.25,6
95,0.71,0.4,0.48,0.5,0.71,0.7,0.74,2
96,0.6,0.46,0.48,0.5,0.45,0.81,0.83,2
97,0.67,0.7,0.48,0.5,0.46,0.45,0.33,8
98,0.31,0.36,0.48,0.5,0.58,0.94,0.94,2
99,0.38,0.44,0.48,0.5,0.43,0.2,0.31,1
100,0.66,0.49,1.0,0.5,0.54,0.56,0.36,7
101,0.53,0.42,0.48,0.5,0.16,0.29,0.39,1
102,0.56,0.68,0.48,0.5,0.77,0.36,0.45,6
103,0.37,0.47,0.48,0.5,0.39,0.76,0.79,2
104,0.65,0.47,0.48,0.5,0.59,0.3,0.4,1
105,0.69,0.66,0.48,0.5,0.41,0.5,0.25,8
106,0.38,0.46,0.48,0.5,0.48,0.22,0.29,1
107,0.69,0.59,0.48,0.5,0.46,0.44,0.52,8
108,0.4,0.45,0.48,0.5,0.38,0.22,0.0,1
109,0.63,0.65,0.48,0.5,0.66,0.67,0.71,2
110,0.42,0.4,0.48,0.5,0.56,0.18,0.3,1
111,0.36,0.39,0.48,0.5,0.48,0.22,0.23,1
112,0.89,0.55,0.48,0.5,0.51,0.72,0.76,2
113,0.43,0.32,0.48,0.5,0.33,0.45,0.52,1
114,0.49,0.29,0.48,0.5,0.56,0.24,0.35,1
115,0.23,0.4,0.48,0.5,0.39,0.28,0.38,1
116,0.27,0.3,0.48,0.5,0.71,0.28,0.39,1
117,0.16,0.51,0.48,0.5,0.33,0.39,0.48,2
118,0.67,0.39,0.48,0.5,0.36,0.38,0.46,1
119,0.21,0.34,0.48,0.5,0.51,0.28,0.39,1
120,0.41,0.43,0.48,0.5,0.45,0.31,0.41,1
121,0.54,0.49,0.48,0.5,0.4,0.87,0.88,2
122,0.07,0.4,0.48,0.5,0.54,0.35,0.44,1
123,0.51,0.37,0.48,0.5,0.35,0.36,0.45,1
124,0.26,0.5,0.48,0.5,0.44,0.32,0.41,1
125,0.17,0.38,0.48,0.5,0.45,0.42,0.5,1
126,0.79,0.41,0.48,0.5,0.66,0.81,0.83,5
127,0.25,0.51,0.48,0.5,0.37,0.42,0.5,1
128,0.4,0.46,0.48,0.5,0.42,0.35,0.44,1
129,0.7,0.4,0.48,0.5,0.56,0.86,0.83,2
130,0.57,0.59,0.48,0.5,0.39,0.47,0.33,8
131,0.27,0.42,0.48,0.5,0.37,0.38,0.43,1
132,0.66,0.48,0.48,0.5,0.54,0.7,0.74,5
133,0.52,0.57,0.48,0.5,0.42,0.47,0.54,1
134,0.86,0.39,0.48,0.5,0.59,0.89,0.9,5
135,0.71,0.57,0.48,0.5,0.48,0.35,0.32,8
136,0.86,0.55,0.48,0.5,0.63,0.81,0.83,5
137,0.78,0.33,0.48,0.5,0.57,0.77,0.79,5
138,0.36,0.45,0.48,0.5,0.38,0.79,0.17,2
139,0.38,0.4,0.48,0.5,0.63,0.25,0.35,1
140,0.61,0.66,0.48,0.5,0.46,0.87,0.88,2
141,0.34,0.42,0.48,0.5,0.41,0.34,0.43,1
142,0.26,0.4,0.48,0.5,0.36,0.26,0.37,1
143,0.68,0.49,1.0,0.5,0.62,0.55,0.28,7
144,0.84,0.49,0.48,0.5,0.55,0.78,0.74,5
145,0.55,0.47,0.48,0.5,0.57,0.78,0.8,2
146,0.36,0.56,0.48,0.5,0.43,0.45,0.53,1
147,0.85,0.53,0.48,0.5,0.53,0.52,0.35,3
148,0.72,0.46,0.48,0.5,0.51,0.66,0.7,2
149,0.25,0.4,0.48,0.5,0.46,0.44,0.52,1
150,0.33,0.45,0.48,0.5,0.52,0.32,0.41,1
151,0.35,0.37,0.48,0.5,0.3,0.34,0.43,1
152,0.59,0.29,0.48,0.5,0.64,0.75,0.77,5
153,0.52,0.36,0.48,0.5,0.41,0.28,0.38,1
154,0.4,0.41,0.48,0.5,0.55,0.22,0.33,1
155,0.63,0.47,0.48,0.5,0.51,0.82,0.84,2
156,0.73,0.26,0.48,0.5,0.57,0.75,0.78,5
157,0.3,0.45,0.48,0.5,0.36,0.21,0.32,1
158,0.49,0.61,1.0,0.5,0.56,0.71,0.74,5
159,0.6,0.76,1.0,0.5,0.77,0.59,0.52,6
160,0.22,0.36,0.48,0.5,0.35,0.39,0.47,1
161,0.44,0.51,0.48,0.5,0.47,0.26,0.36,1
162,0.62,0.78,0.48,0.5,0.47,0.49,0.54,8
163,0.5,0.51,0.48,0.5,0.27,0.23,0.34,1
164,0.5,0.37,0.48,0.5,0.66,0.64,0.69,2
165,0.44,0.49,0.48,0.5,0.39,0.38,0.4,1
166,0.64,0.76,0.48,0.5,0.45,0.35,0.38,1
