,A1,A2,A3,A4,Class
116,21,3,750,35,0
117,14,7,1750,45,0
118,14,7,1750,26,0
119,14,8,2000,26,0
120,4,5,1250,58,0
121,2,6,1500,35,1
122,2,1,250,2,0
123,23,2,500,87,0
124,16,1,250,16,0
125,11,2,500,52,0
126,21,1,250,21,0
127,9,5,1250,19,0
128,11,3,750,14,0
129,16,6,1500,50,0
130,2,11,2750,28,0
131,14,2,500,14,0
132,3,8,2000,50,0
133,14,7,1750,72,0
134,16,2,500,26,0
135,2,3,750,19,0
136,16,5,1250,27,0
137,4,7,1750,62,0
138,11,7,1750,37,0
139,2,1,250,2,0
140,4,5,1250,28,0
141,4,1,250,4,1
142,11,3,750,15,0
143,23,4,1000,53,0
144,11,7,1750,62,1
145,1,12,3000,35,0
146,4,1,250,4,1
147,2,1,250,2,0
148,2,1,250,2,1
149,11,16,4000,89,0
150,2,2,500,4,1
151,2,5,1250,47,1
152,14,1,250,14,0
153,9,4,1000,65,0
154,21,2,500,25,0
155,21,1,250,21,0
156,21,1,250,21,0
157,14,2,500,14,0
158,2,7,1750,77,0
159,21,3,750,35,0
160,4,6,1500,28,1
161,21,1,250,21,0
162,14,2,500,29,0
163,21,3,750,38,0
164,4,1,250,4,1
165,14,3,750,21,0
166,9,2,500,52,0
167,16,5,1250,60,0
168,2,1,250,2,0
169,2,4,1000,16,0
170,11,9,2250,38,0
171,2,2,500,2,0
172,2,3,750,75,1
173,4,7,1750,58,0
174,16,2,500,70,0
175,40,1,250,40,0
176,2,6,1500,75,0
177,4,4,1000,26,1
178,16,7,1750,87,1
179,16,12,3000,50,0
180,2,6,1500,47,0
181,21,1,250,21,0
182,4,1,250,4,0
183,2,3,750,52,0
184,4,5,1250,35,1
185,11,9,2250,33,0
186,23,5,1250,58,0
187,4,4,1000,46,0
188,2,6,1500,15,1
189,13,4,1000,21,0
190,23,1,250,23,0
191,2,2,500,14,0
192,4,6,1500,38,1
193,11,2,500,16,0
194,6,3,750,26,0
195,4,5,1250,14,1
196,2,5,1250,16,1
197,4,4,1000,34,1
198,2,1,250,2,0
199,14,3,750,26,0
200,14,2,500,14,0
201,16,1,250,16,0
202,4,5,1250,16,1
203,23,19,4750,62,0
204,4,1,250,4,0
205,4,6,1500,35,0
206,16,1,250,16,0
207,16,6,1500,35,0
208,11,4,1000,58,0
209,16,7,1750,39,0
210,3,14,3500,35,0
211,26,5,1250,49,1
212,2,3,750,9,1
213,2,5,1250,26,0
214,4,1,250,4,0
215,23,12,3000,86,0
216,3,5,1250,38,0
217,12,9,2250,60,0
218,4,9,2250,38,1
219,4,2,500,31,0
220,21,1,250,21,0
221,11,9,2250,72,1
222,2,2,500,11,1
223,23,15,3750,57,0
224,11,1,250,11,0
225,16,1,250,16,0
226,11,1,250,11,0
227,11,1,250,11,0
228,21,3,750,40,0
229,4,1,250,4,0
230,4,2,500,46,0
231,11,10,2500,35,0
232,4,1,250,4,0
233,4,1,250,4,0
234,14,1,250,14,0
235,2,9,2250,22,1
236,2,4,1000,16,1
237,14,4,1000,57,0
238,9,2,500,26,0
239,12,12,3000,58,0
240,23,3,750,40,0
241,2,1,250,2,0
242,13,8,2000,26,0
243,14,6,1500,51,0
244,2,8,2000,38,1
245,4,3,750,34,0
246,2,5,1250,16,0
247,2,2,500,11,0
248,2,2,500,10,0
249,4,7,1750,28,0
250,21,2,500,21,0
251,21,1,250,21,0
252,14,4,1000,26,0
253,23,3,750,62,0
254,2,3,750,24,0
255,2,14,3500,48,1
256,4,1,250,4,0
257,1,14,3500,95,0
258,11,6,1500,58,0
259,2,1,250,2,1
260,23,6,1500,45,0
261,11,3,750,26,0
262,9,2,500,52,0
263,14,5,1250,26,0
264,11,12,3000,58,0
265,4,6,1500,14,0
266,14,5,1250,28,0
267,11,1,250,11,0
268,2,4,1000,26,0
269,23,1,250,23,0
270,2,3,750,77,0
271,16,3,750,86,0
272,2,5,1250,11,1
273,6,22,5500,28,1
274,16,3,750,50,0
275,2,2,500,16,0
276,2,1,250,2,0
277,23,1,250,23,0
278,16,1,250,16,0
279,2,6,1500,45,0
280,9,5,1250,51,1
281,4,8,2000,34,1
282,2,3,750,11,0
283,14,1,250,14,0
284,14,3,750,79,0
285,11,5,1250,37,1
286,16,16,4000,77,0
287,4,5,1250,34,0
288,16,3,750,19,0
289,23,1,250,23,0
290,2,4,1000,16,0
291,7,10,2500,47,0
292,14,8,2000,50,0
293,2,3,750,4,1
294,11,2,500,21,0
295,2,11,2750,40,1
296,38,1,250,38,0
297,4,2,500,59,0
298,4,8,2000,28,0
299,23,4,1000,45,0
300,23,2,500,23,0
301,11,11,2750,38,0
302,4,13,3250,39,1
303,3,10,2500,33,1
304,13,3,750,16,0
305,4,11,2750,61,0
306,21,1,250,21,1
307,9,1,250,9,0
308,2,2,500,4,1
309,2,4,1000,70,0
310,16,8,2000,76,0
311,23,1,250,23,0
312,2,1,250,2,0
313,2,4,1000,14,0
314,11,4,1000,16,1
315,4,5,1250,74,0
316,11,1,250,11,0
317,7,2,500,16,0
318,2,2,500,2,0
319,2,4,1000,11,0
320,0,26,6500,76,1
321,21,1,250,21,0
322,2,1,250,2,0
323,7,11,2750,89,0
324,4,2,500,4,0
325,4,16,4000,98,1
326,2,2,500,11,0
327,4,6,1500,47,0
328,14,16,4000,98,0
329,2,7,1750,58,1
330,16,4,1000,40,0
331,2,7,1750,46,1
332,14,5,1250,28,1
333,4,14,3500,40,0
334,4,7,1750,52,0
335,21,1,250,21,0
336,16,6,1500,40,0
337,1,10,2500,43,1
338,2,2,500,23,0
339,8,9,2250,64,0
340,2,4,1000,16,0
341,2,1,250,2,0
342,2,6,1500,28,1
343,4,1,250,4,0
344,2,7,1750,28,1
345,11,3,750,23,0
346,16,10,2500,62,0
347,9,9,2250,16,0
348,4,16,4000,70,1
349,2,43,10750,86,1
350,11,6,1500,41,0
351,14,1,250,14,0
352,7,9,2250,89,1
353,4,3,750,71,0
354,4,10,2500,28,1
355,4,4,1000,4,1
356,4,11,2750,95,0
357,14,3,750,33,0
358,16,4,1000,28,0
359,16,3,750,34,0
360,14,4,1000,26,0
361,14,1,250,14,0
362,11,7,1750,29,0
363,14,4,1000,40,0
364,4,7,1750,32,1
365,14,3,750,26,0
366,14,3,750,52,0
367,2,6,1500,16,1
368,21,2,500,23,0
369,5,11,2750,75,0
370,16,7,1750,28,0
371,2,3,750,4,1
372,4,10,2500,28,1
