,A1,A2,A3,A4,Class
161,1,14,3500,95,0
162,16,6,1500,40,0
163,22,1,250,22,1
164,2,2,500,11,0
165,14,2,500,16,0
166,21,1,250,21,0
167,4,5,1250,11,1
168,2,2,500,10,1
169,11,1,250,11,0
170,11,1,250,11,0
171,16,2,500,16,0
172,1,10,2500,43,1
173,14,1,250,14,0
174,16,1,250,16,0
175,11,3,750,28,0
176,14,2,500,14,0
177,16,3,750,23,0
178,11,7,1750,64,0
179,16,8,2000,28,0
180,14,1,250,14,0
181,2,6,1500,41,1
182,4,2,500,29,0
183,21,3,750,35,0
184,4,6,1500,35,0
185,4,3,750,34,0
186,21,1,250,21,0
187,11,8,2000,48,0
188,2,1,250,2,1
189,14,3,750,21,0
190,2,16,4000,64,0
191,23,1,250,23,0
192,2,4,1000,26,0
193,14,1,250,14,0
194,21,1,250,21,0
195,16,3,750,35,0
196,7,14,3500,48,0
197,4,7,1750,22,1
198,2,5,1250,26,0
199,11,14,3500,73,1
200,2,2,500,22,0
201,23,2,500,26,0
202,4,5,1250,14,1
203,2,3,750,22,0
204,2,6,1500,16,1
205,11,4,1000,61,0
206,11,5,1250,35,0
207,14,8,2000,50,1
208,16,1,250,16,0
209,9,3,750,14,0
210,14,18,4500,78,0
211,10,4,1000,16,0
212,11,1,250,11,0
213,21,7,1750,38,0
214,10,8,2000,39,0
215,12,11,2750,39,0
216,14,1,250,14,0
217,14,7,1750,47,0
218,11,2,500,52,0
219,14,3,750,26,0
220,2,7,1750,29,0
221,14,4,1000,26,0
222,7,12,3000,86,0
223,38,1,250,38,0
224,4,3,750,28,0
225,2,13,3250,32,1
226,21,2,500,35,0
227,1,24,6000,77,0
228,2,5,1250,34,0
229,11,24,6000,64,0
230,21,1,250,21,0
231,3,16,4000,74,0
232,14,6,1500,51,0
233,11,9,2250,72,1
234,14,1,250,14,0
235,4,4,1000,14,1
236,11,2,500,16,0
237,15,5,1250,33,0
238,11,3,750,15,0
239,4,13,3250,39,1
240,5,46,11500,98,1
241,2,2,500,10,0
242,2,11,2750,26,0
243,4,14,3500,86,0
244,6,17,4250,70,0
245,4,8,2000,28,0
246,11,17,4250,79,1
247,4,6,1500,52,0
248,14,5,1250,74,0
249,16,12,3000,50,0
250,0,13,3250,28,1
251,39,1,250,39,0
252,12,12,3000,58,0
253,2,1,250,2,0
254,16,10,2500,89,0
255,16,7,1750,39,0
256,3,21,5250,42,1
257,4,1,250,4,0
258,14,5,1250,26,0
259,3,10,2500,33,1
260,16,7,1750,87,1
261,2,4,1000,14,1
262,40,1,250,40,0
263,21,1,250,21,1
264,4,1,250,4,0
265,21,2,500,33,0
266,14,1,250,14,0
267,4,5,1250,58,0
268,2,2,500,11,1
269,74,1,250,74,0
270,2,1,250,2,1
271,11,5,1250,35,0
272,16,7,1750,93,0
273,21,1,250,21,0
274,21,13,3250,57,0
275,2,2,500,16,0
276,2,1,250,2,0
277,11,2,500,11,0
278,16,1,250,16,0
279,4,7,1750,32,1
280,2,1,250,2,0
281,23,15,3750,57,0
282,21,1,250,21,0
283,2,6,1500,28,1
284,2,5,1250,11,1
285,23,6,1500,45,0
286,11,4,1000,58,0
287,2,3,750,24,0
288,14,3,750,79,0
289,14,5,1250,50,0
290,2,15,3750,64,0
291,23,12,3000,86,0
292,2,3,750,4,1
293,4,2,500,4,1
294,4,1,250,4,0
295,21,1,250,21,0
296,14,2,500,35,1
297,3,2,500,23,0
298,16,10,2500,62,0
299,4,9,2250,26,1
300,2,11,2750,41,1
301,11,5,1250,33,0
302,4,1,250,4,0
303,2,2,500,4,1
304,2,6,1500,22,1
305,2,5,1250,33,1
306,21,16,4000,64,0
307,9,9,2250,38,0
308,4,2,500,4,1
309,16,4,1000,28,0
310,14,4,1000,30,0
311,21,3,750,26,0
312,2,4,1000,16,0
313,14,4,1000,23,1
314,23,3,750,89,0
315,1,13,3250,47,0
316,21,2,500,26,0
317,4,2,500,4,0
318,2,11,2750,23,0
319,23,3,750,62,0
320,2,1,250,2,0
321,17,7,1750,58,1
322,2,1,250,2,0
323,16,1,250,16,0
324,2,3,750,19,0
325,3,1,250,3,1
326,2,14,3500,57,1
327,21,5,1250,60,0
328,11,6,1500,26,0
329,14,4,1000,40,0
330,2,2,500,4,1
331,2,4,1000,16,0
332,2,1,250,2,0
333,4,7,1750,82,0
334,2,4,1000,16,0
335,14,4,1000,57,0
336,11,4,1000,74,0
337,11,7,1750,62,1
338,2,3,750,52,0
339,11,9,2250,33,0
340,23,14,3500,93,0
341,21,3,750,70,0
342,2,2,500,4,0
343,23,3,750,48,0
344,8,9,2250,58,0
345,2,2,500,4,1
346,4,4,1000,46,0
347,4,23,5750,58,0
348,16,3,750,40,0
349,11,5,1250,37,1
350,16,3,750,34,0
351,11,9,2250,38,0
352,2,2,500,11,0
353,16,3,750,86,0
354,14,2,500,14,0
355,7,5,1250,52,0
356,14,2,500,14,0
357,2,6,1500,28,1
358,4,9,2250,55,0
359,16,1,250,16,0
360,4,6,1500,43,0
361,11,3,750,37,0
362,4,20,5000,69,1
363,2,4,1000,23,0
364,4,7,1750,58,0
365,4,5,1250,23,0
366,11,2,500,25,0
367,11,8,2000,46,0
368,4,1,250,4,1
369,16,6,1500,35,1
370,4,6,1500,30,0
371,4,1,250,4,0
372,7,11,2750,89,0
