,A1,A2,A3,A4,A5,A6,A7,Class
69,0.61,0.52,0.48,0.5,0.54,0.67,0.52,2
70,0.7,0.39,1.0,0.5,0.51,0.82,0.84,4
71,0.63,0.51,0.48,0.5,0.64,0.72,0.76,5
72,0.51,0.54,0.48,0.5,0.41,0.34,0.43,1
73,0.68,0.76,0.48,0.5,0.84,0.45,0.27,6
74,0.44,0.51,0.48,0.5,0.47,0.26,0.36,1
75,0.89,0.55,0.48,0.5,0.51,0.72,0.76,2
76,0.72,0.46,0.48,0.5,0.51,0.66,0.7,2
77,0.23,0.48,0.48,0.5,0.59,0.88,0.89,2
78,0.25,0.37,0.48,0.5,0.41,0.33,0.42,1
79,0.63,0.65,0.48,0.5,0.66,0.67,0.71,2
80,0.62,0.83,0.48,0.5,0.46,0.36,0.4,8
81,0.67,0.84,0.48,0.5,0.74,0.54,0.37,6
82,0.52,0.81,0.48,0.5,0.72,0.38,0.38,6
83,0.67,0.88,0.48,0.5,0.73,0.5,0.25,6
84,0.17,0.38,0.48,0.5,0.45,0.42,0.5,1
85,0.33,0.56,0.48,0.5,0.33,0.78,0.8,2
86,0.63,0.42,0.48,0.5,0.48,0.77,0.8,5
87,0.4,0.29,0.48,0.5,0.42,0.35,0.44,1
88,0.4,0.46,0.48,0.5,0.42,0.35,0.44,1
89,0.86,0.55,0.48,0.5,0.63,0.81,0.83,5
90,0.75,0.84,0.48,0.5,0.35,0.52,0.33,8
91,0.61,0.36,0.48,0.5,0.49,0.35,0.44,1
92,0.59,0.49,0.48,0.5,0.52,0.45,0.36,1
93,0.24,0.43,0.48,0.5,0.37,0.28,0.38,1
94,0.71,0.86,0.48,0.5,0.4,0.54,0.32,8
95,0.68,0.63,0.48,0.5,0.73,0.4,0.3,6
96,0.55,0.47,0.48,0.5,0.57,0.78,0.8,2
97,0.36,0.42,0.48,0.5,0.53,0.32,0.41,1
98,0.63,0.83,0.48,0.5,0.4,0.39,0.19,8
99,0.31,0.36,0.48,0.5,0.58,0.94,0.94,2
100,0.78,0.68,0.48,0.5,0.83,0.4,0.29,6
101,0.51,0.37,0.48,0.5,0.35,0.36,0.45,1
102,0.81,0.52,0.48,0.5,0.57,0.78,0.8,5
103,0.22,0.36,0.48,0.5,0.35,0.39,0.47,1
104,0.41,0.57,0.48,0.5,0.39,0.21,0.32,1
105,0.42,0.4,0.48,0.5,0.56,0.18,0.3,1
106,0.71,0.52,0.48,0.5,0.64,1.0,0.99,2
107,0.29,0.3,0.48,0.5,0.45,0.03,0.17,1
108,0.48,0.42,0.48,0.5,0.45,0.25,0.35,1
109,0.52,0.36,0.48,0.5,0.41,0.28,0.38,1
110,0.39,0.31,0.48,0.5,0.38,0.34,0.43,1
111,0.44,0.34,0.48,0.5,0.3,0.33,0.43,1
112,0.46,0.61,0.48,0.5,0.48,0.86,0.87,2
113,0.63,0.57,0.48,0.5,0.49,0.7,0.2,8
114,0.29,0.28,0.48,0.5,0.5,0.42,0.5,1
115,0.0,0.51,0.48,0.5,0.35,0.67,0.44,2
116,0.53,0.38,0.48,0.5,0.44,0.26,0.36,1
117,0.51,0.4,0.48,0.5,0.57,0.62,0.67,2
118,0.34,0.45,0.48,0.5,0.38,0.24,0.35,1
119,0.27,0.3,0.48,0.5,0.71,0.28,0.39,1
120,0.31,0.44,0.48,0.5,0.5,0.79,0.82,2
121,0.76,0.41,0.48,0.5,0.5,0.59,0.62,5
122,0.17,0.52,0.48,0.5,0.49,0.37,0.46,1
123,0.25,0.4,0.48,0.5,0.47,0.33,0.42,1
124,0.52,0.44,0.48,0.5,0.37,0.36,0.42,1
125,0.57,0.54,0.48,0.5,0.37,0.28,0.33,1
126,0.4,0.42,0.48,0.5,0.37,0.27,0.27,1
127,0.32,0.39,0.48,0.5,0.53,0.28,0.38,8
128,0.38,0.4,0.48,0.5,0.63,0.25,0.35,1
129,0.44,0.35,0.48,0.5,0.44,0.52,0.59,1
130,0.67,0.7,0.48,0.5,0.46,0.45,0.33,8
131,0.65,0.57,0.48,0.5,0.47,0.47,0.51,8
132,0.29,0.41,0.48,0.5,0.48,0.38,0.46,1
133,0.65,0.51,0.48,0.5,0.66,0.54,0.33,6
134,0.42,0.3,0.48,0.5,0.48,0.26,0.36,1
135,0.69,0.67,0.48,0.5,0.3,0.39,0.24,8
136,0.68,0.51,0.48,0.5,0.71,0.75,0.78,2
137,0.35,0.48,0.48,0.5,0.56,0.4,0.48,1
138,0.36,0.39,0.48,0.5,0.48,0.22,0.23,1
139,0.79,0.54,0.48,0.5,0.5,0.66,0.68,5
140,0.44,0.42,0.48,0.5,0.42,0.25,0.2,1
141,0.73,0.84,0.48,0.5,0.86,0.58,0.29,6
142,0.21,0.51,0.48,0.5,0.5,0.32,0.41,1
143,0.22,0.43,0.48,0.5,0.48,0.16,0.28,1
144,0.25,0.37,0.48,0.5,0.43,0.26,0.36,1
145,0.29,0.37,0.48,0.5,0.48,0.44,0.52,1
146,0.49,0.29,0.48,0.5,0.56,0.24,0.35,1
147,0.86,0.39,0.48,0.5,0.59,0.89,0.9,5
148,0.5,0.66,0.48,0.5,0.31,0.92,0.92,2
149,0.34,0.42,0.48,0.5,0.41,0.34,0.43,1
150,0.62,0.42,0.48,0.5,0.58,0.79,0.81,5
151,0.71,0.57,0.48,0.5,0.48,0.35,0.32,8
152,0.69,0.43,0.48,0.5,0.59,0.74,0.77,5
153,0.58,0.6,0.48,0.5,0.59,0.73,0.76,5
154,0.1,0.49,0.48,0.5,0.41,0.67,0.21,2
155,0.24,0.43,0.48,0.5,0.54,0.52,0.59,1
156,0.6,0.46,0.48,0.5,0.45,0.81,0.83,2
157,0.38,0.26,0.48,0.5,0.54,0.16,0.28,1
158,0.56,0.4,0.48,0.5,0.49,0.37,0.46,1
159,0.41,0.43,0.48,0.5,0.45,0.31,0.41,1
160,0.81,0.53,0.48,0.5,0.57,0.87,0.88,5
161,0.37,0.44,0.48,0.5,0.42,0.39,0.47,1
162,0.2,0.44,0.48,0.5,0.46,0.51,0.57,1
163,0.23,0.58,0.48,0.5,0.37,0.53,0.59,1
164,0.54,0.47,0.48,0.5,0.28,0.33,0.42,1
165,0.67,0.61,0.48,0.5,0.51,0.37,0.38,8
166,0.67,0.81,0.48,0.5,0.54,0.49,0.23,8
