,A1,A2,A3,A4,Class
89,38,1,250,38,0
90,4,16,4000,98,1
91,2,6,1500,45,0
92,23,1,250,23,0
93,2,2,500,22,0
94,2,7,1750,28,1
95,7,11,2750,89,0
96,14,1,250,14,0
97,2,16,4000,64,0
98,23,1,250,23,0
99,16,7,1750,39,0
100,11,3,750,23,0
101,4,5,1250,14,1
102,5,11,2750,75,0
103,16,1,250,16,0
104,11,2,500,16,0
105,0,8,2000,59,0
106,23,1,250,23,0
107,0,2,500,4,0
108,11,4,1000,34,0
109,4,5,1250,23,1
110,2,1,250,2,0
111,4,1,250,4,0
112,14,1,250,14,0
113,3,8,2000,50,0
114,2,5,1250,34,0
115,11,1,250,11,0
116,2,8,2000,28,1
117,2,11,2750,88,0
118,4,6,1500,52,0
119,2,13,3250,32,1
120,21,1,250,21,0
121,16,5,1250,27,0
122,14,1,250,14,0
123,7,2,500,16,0
124,21,1,250,21,0
125,2,1,250,2,0
126,4,9,2250,38,1
127,4,9,2250,52,0
128,2,1,250,2,0
129,4,2,500,4,1
130,23,3,750,62,0
131,21,2,500,21,0
132,12,12,3000,58,0
133,2,1,250,2,0
134,2,43,10750,86,1
135,11,1,250,11,0
136,23,1,250,23,0
137,4,3,750,16,0
138,2,9,2250,74,0
139,11,6,1500,27,0
140,21,6,1500,86,0
141,3,6,1500,21,0
142,4,2,500,51,1
143,4,1,250,4,0
144,14,7,1750,45,0
145,0,26,6500,76,1
146,14,4,1000,23,1
147,14,3,750,35,0
148,2,5,1250,37,0
149,4,5,1250,23,0
150,23,3,750,35,0
151,23,1,250,23,0
152,21,1,250,21,0
153,2,13,3250,53,1
154,4,1,250,4,0
155,4,7,1750,82,0
156,11,9,2250,33,0
157,39,1,250,39,0
158,11,3,750,15,0
159,2,6,1500,26,0
160,14,1,250,14,0
161,2,3,750,14,0
162,4,2,500,4,0
163,8,9,2250,58,0
164,23,1,250,23,0
165,16,2,500,16,0
166,8,9,2250,64,0
167,23,1,250,23,0
168,23,15,3750,57,0
169,4,10,2500,28,1
170,11,3,750,76,0
171,2,1,250,2,0
172,2,10,2500,52,0
173,2,7,1750,46,1
174,9,3,750,14,0
175,4,2,500,41,0
176,14,3,750,41,0
177,4,4,1000,26,1
178,21,1,250,21,0
179,2,2,500,4,0
180,11,2,500,70,0
181,9,2,500,16,1
182,4,12,3000,88,0
183,16,1,250,16,0
184,14,2,500,14,0
185,4,9,2250,40,0
186,4,11,2750,28,0
187,4,5,1250,46,0
188,4,2,500,4,0
189,14,8,2000,50,1
190,16,1,250,16,0
191,2,1,250,2,0
192,4,1,250,4,0
193,2,16,4000,81,0
194,21,13,3250,57,0
195,11,2,500,21,0
196,4,2,500,4,0
197,14,4,1000,57,0
198,4,1,250,4,1
199,16,2,500,16,0
200,21,2,500,26,0
201,2,4,1000,70,0
202,23,14,3500,93,0
203,2,50,12500,98,1
204,4,5,1250,58,0
205,11,8,2000,48,0
206,11,1,250,11,1
207,2,4,1000,16,0
208,22,1,250,22,1
209,4,11,2750,61,0
210,4,6,1500,14,0
211,2,3,750,21,0
212,14,1,250,14,0
213,2,6,1500,26,1
214,2,6,1500,35,1
215,16,6,1500,35,0
216,14,4,1000,26,0
217,7,9,2250,89,1
218,2,5,1250,63,0
219,2,3,750,22,0
220,2,6,1500,22,1
221,23,2,500,28,0
222,4,6,1500,28,1
223,4,2,500,9,0
224,16,1,250,16,0
225,4,2,500,9,1
226,4,6,1500,30,0
227,4,1,250,4,0
228,21,4,1000,52,0
229,18,2,500,23,0
230,14,1,250,14,0
231,2,11,2750,28,0
232,2,15,3750,64,0
233,23,4,1000,53,0
234,4,3,750,24,0
235,4,1,250,4,1
236,16,15,3750,87,0
237,4,7,1750,52,0
238,14,5,1250,74,0
239,11,2,500,11,0
240,9,9,2250,45,0
241,16,7,1750,64,0
242,21,1,250,21,0
243,14,1,250,14,0
244,9,1,250,9,0
245,14,2,500,14,0
246,16,4,1000,23,0
247,2,11,2750,40,1
248,16,12,3000,50,0
249,13,3,750,16,0
250,21,3,750,35,0
251,1,7,1750,57,0
252,2,3,750,4,1
253,11,2,500,38,1
254,2,5,1250,26,0
255,14,13,3250,57,0
256,9,9,2250,16,0
257,15,16,4000,82,0
258,1,9,2250,51,0
259,2,1,250,2,0
260,2,2,500,4,1
261,14,3,750,52,0
262,2,6,1500,47,0
263,2,4,1000,26,0
264,11,5,1250,41,0
265,3,10,2500,33,1
266,1,12,3000,35,0
267,16,2,500,26,0
268,9,3,750,52,0
269,3,5,1250,26,0
270,21,3,750,35,0
271,16,3,750,21,1
272,3,21,5250,42,1
273,2,3,750,19,0
274,1,14,3500,95,0
275,21,3,750,38,0
276,4,5,1250,16,1
277,1,16,4000,35,1
278,2,1,250,2,0
279,21,6,1500,48,0
280,4,1,250,4,0
281,2,2,500,11,0
282,21,2,500,52,0
283,4,1,250,4,0
284,2,2,500,33,0
285,23,38,9500,98,0
286,9,5,1250,51,1
287,4,5,1250,28,0
288,11,7,1750,29,0
289,13,7,1750,76,0
290,11,1,250,11,0
291,2,12,3000,82,0
292,14,4,1000,40,0
293,16,4,1000,28,0
294,23,3,750,33,0
295,23,6,1500,70,0
296,4,9,2250,28,1
297,4,16,4000,38,1
298,0,13,3250,28,1
299,2,14,3500,57,1
300,16,6,1500,50,0
301,14,1,250,14,0
302,16,5,1250,40,1
303,4,8,2000,26,1
304,11,8,2000,52,1
305,21,16,4000,64,0
306,16,1,250,16,0
307,4,3,750,16,1
308,4,7,1750,52,0
309,21,1,250,21,0
310,9,4,1000,65,0
311,4,1,250,4,1
312,12,13,3250,59,0
313,11,7,1750,37,0
314,2,6,1500,16,1
315,16,4,1000,45,0
316,11,7,1750,64,0
317,11,11,2750,42,0
318,4,1,250,4,1
319,2,11,2750,23,0
320,2,11,2750,46,0
321,11,8,2000,41,1
322,2,8,2000,38,1
323,14,1,250,14,0
324,11,3,750,28,0
325,2,9,2250,22,1
326,23,2,500,26,0
327,4,3,750,71,0
328,2,3,750,75,1
329,21,7,1750,38,0
330,2,1,250,2,0
331,2,13,3250,76,1
332,14,3,750,28,0
333,23,1,250,23,0
334,16,7,1750,28,0
335,2,1,250,2,1
336,21,1,250,21,0
337,16,2,500,27,0
338,4,6,1500,35,1
339,4,6,1500,14,0
340,2,7,1750,29,0
341,21,3,750,26,0
342,14,2,500,14,0
343,23,6,1500,45,0
344,2,2,500,2,0
345,16,5,1250,71,0
346,11,16,4000,89,0
347,14,1,250,14,0
348,4,7,1750,22,1
349,14,3,750,26,0
350,11,4,1000,28,0
351,2,2,500,11,1
352,2,21,5250,52,1
353,16,7,1750,87,1
354,4,2,500,14,0
355,21,2,500,33,0
356,3,5,1250,38,0
357,4,1,250,4,0
358,16,1,250,16,0
359,2,1,250,2,0
360,9,9,2250,38,0
361,4,8,2000,28,0
362,11,2,500,11,0
363,9,1,250,9,0
364,2,4,1000,35,0
365,3,5,1250,12,1
366,7,10,2500,47,0
367,2,5,1250,11,1
368,16,4,1000,58,0
369,2,3,750,9,1
370,2,3,750,22,0
371,4,1,250,4,1
372,4,1,250,4,0
