,A1,A2,A3,A4,A5,A6,A7,Class
30,0.74,0.44,0.48,0.5,0.55,0.88,0.89,2
31,0.52,0.36,0.48,0.5,0.41,0.28,0.38,1
32,0.74,0.9,0.48,0.5,0.57,0.53,0.29,6
33,0.23,0.32,0.48,0.5,0.55,0.25,0.35,1
34,0.63,0.71,0.48,0.5,0.6,0.4,0.39,8
35,0.62,0.78,0.48,0.5,0.47,0.49,0.54,8
36,0.85,0.53,0.48,0.5,0.53,0.52,0.35,3
37,0.0,0.51,0.48,0.5,0.35,0.67,0.44,2
38,0.43,0.37,0.48,0.5,0.53,0.35,0.44,1
39,0.25,0.4,0.48,0.5,0.46,0.44,0.52,1
40,0.35,0.48,0.48,0.5,0.56,0.4,0.48,1
41,0.73,0.84,0.48,0.5,0.86,0.58,0.29,6
42,0.29,0.39,0.48,0.5,0.52,0.4,0.48,8
43,0.1,0.49,0.48,0.5,0.41,0.67,0.21,2
44,0.52,0.81,0.48,0.5,0.72,0.38,0.38,6
45,0.23,0.34,0.48,0.5,0.43,0.26,0.37,1
46,0.77,0.57,1.0,0.5,0.37,0.54,0.01,7
47,0.4,0.45,0.48,0.5,0.38,0.22,0.0,1
48,0.67,0.88,0.48,0.5,0.73,0.5,0.25,6
49,0.34,0.46,0.48,0.5,0.52,0.35,0.44,1
50,0.64,0.45,0.48,0.5,0.67,0.61,0.66,5
51,0.27,0.42,0.48,0.5,0.37,0.38,0.43,1
52,0.43,0.59,0.48,0.5,0.52,0.49,0.56,8
53,0.34,0.42,0.48,0.5,0.41,0.34,0.43,1
54,0.44,0.35,0.48,0.5,0.44,0.52,0.59,1
55,0.31,0.47,0.48,0.5,0.29,0.28,0.39,1
56,0.31,0.36,0.48,0.5,0.58,0.94,0.94,2
57,0.38,0.3,0.48,0.5,0.43,0.29,0.39,1
58,0.44,0.52,0.48,0.5,0.43,0.47,0.54,2
59,0.4,0.5,0.48,0.5,0.45,0.39,0.47,1
60,0.79,0.41,0.48,0.5,0.66,0.81,0.83,5
61,0.23,0.48,0.48,0.5,0.59,0.88,0.89,2
62,0.56,0.68,0.48,0.5,0.77,0.36,0.45,6
63,0.36,0.45,0.48,0.5,0.38,0.79,0.17,2
64,0.26,0.5,0.48,0.5,0.44,0.32,0.41,1
65,0.63,0.86,0.48,0.5,0.39,0.47,0.34,8
66,0.4,0.41,0.48,0.5,0.55,0.22,0.33,1
67,0.57,0.59,0.48,0.5,0.39,0.47,0.33,8
68,0.63,0.51,0.48,0.5,0.64,0.72,0.76,5
69,0.29,0.47,0.48,0.5,0.71,0.65,0.69,2
70,0.63,0.42,0.48,0.5,0.48,0.77,0.8,5
71,0.63,0.69,0.48,0.5,0.65,0.41,0.28,6
72,0.6,0.5,1.0,0.5,0.54,0.77,0.8,2
73,0.22,0.34,0.48,0.5,0.42,0.29,0.39,1
74,0.31,0.23,0.48,0.5,0.73,0.05,0.14,1
75,0.25,0.48,0.48,0.5,0.44,0.17,0.29,1
76,0.35,0.51,0.48,0.5,0.61,0.71,0.74,2
77,0.07,0.4,0.48,0.5,0.54,0.35,0.44,1
78,0.23,0.4,0.48,0.5,0.39,0.28,0.38,1
79,0.66,0.71,0.48,0.5,0.41,0.5,0.35,8
80,0.4,0.29,0.48,0.5,0.42,0.35,0.44,1
81,0.44,0.27,0.48,0.5,0.55,0.52,0.58,1
82,0.59,0.29,0.48,0.5,0.64,0.75,0.77,5
83,0.75,0.55,1.0,1.0,0.4,0.47,0.3,4
84,0.52,0.54,0.48,0.5,0.62,0.76,0.79,2
85,0.25,0.37,0.48,0.5,0.41,0.33,0.42,1
86,0.67,0.61,0.48,0.5,0.51,0.37,0.38,8
87,0.66,0.74,0.48,0.5,0.31,0.38,0.43,8
88,0.25,0.51,0.48,0.5,0.37,0.42,0.5,1
89,0.4,0.46,0.48,0.5,0.42,0.35,0.44,1
90,0.53,0.38,0.48,0.5,0.44,0.26,0.36,1
91,0.17,0.38,0.48,0.5,0.45,0.42,0.5,1
92,0.49,0.61,1.0,0.5,0.56,0.71,0.74,5
93,0.3,0.37,0.48,0.5,0.59,0.41,0.49,1
94,0.63,0.75,0.48,0.5,0.64,0.73,0.66,2
95,0.48,0.45,0.48,0.5,0.6,0.78,0.8,2
96,0.47,0.28,0.48,0.5,0.56,0.2,0.25,1
97,0.42,0.35,0.48,0.5,0.58,0.15,0.27,1
98,0.44,0.56,0.48,0.5,0.5,0.46,0.54,1
99,0.52,0.57,0.48,0.5,0.42,0.47,0.54,1
100,0.81,0.53,0.48,0.5,0.57,0.87,0.88,5
101,0.56,0.54,0.48,0.5,0.43,0.37,0.3,8
102,0.39,0.32,0.48,0.5,0.46,0.24,0.35,1
103,0.72,0.86,0.48,0.5,0.17,0.55,0.21,8
104,0.84,0.54,0.48,0.5,0.75,0.92,0.7,5
105,0.04,0.31,0.48,0.5,0.41,0.29,0.39,1
106,0.29,0.28,0.48,0.5,0.5,0.42,0.5,1
107,0.71,0.52,0.48,0.5,0.64,1.0,0.99,2
108,0.57,0.54,0.48,0.5,0.37,0.28,0.33,1
109,0.7,0.71,0.48,0.5,0.42,0.84,0.85,8
110,0.34,0.67,0.48,0.5,0.52,0.76,0.79,2
111,0.24,0.57,0.48,0.5,0.63,0.34,0.43,1
112,0.63,0.65,0.48,0.5,0.66,0.67,0.71,2
113,0.88,0.42,0.48,0.5,0.52,0.73,0.75,5
114,0.56,0.51,0.48,0.5,0.34,0.37,0.46,1
115,0.63,0.8,0.48,0.5,0.46,0.31,0.29,8
116,0.44,0.28,0.48,0.5,0.43,0.27,0.37,1
117,0.78,0.68,0.48,0.5,0.83,0.4,0.29,6
118,0.38,0.44,0.48,0.5,0.43,0.2,0.31,1
119,0.73,0.26,0.48,0.5,0.57,0.75,0.78,5
120,0.37,0.44,0.48,0.5,0.42,0.39,0.47,1
121,0.43,0.39,0.48,0.5,0.47,0.31,0.41,1
122,0.42,0.38,0.48,0.5,0.54,0.34,0.43,1
123,0.46,0.61,0.48,0.5,0.48,0.86,0.87,2
124,0.32,0.42,0.48,0.5,0.35,0.28,0.38,1
125,0.66,0.53,0.48,0.5,0.59,0.66,0.66,2
126,0.38,0.4,0.48,0.5,0.63,0.25,0.35,1
127,0.33,0.47,0.48,0.5,0.53,0.18,0.29,1
128,0.51,0.54,0.48,0.5,0.41,0.34,0.43,1
129,0.74,0.78,0.48,0.5,0.75,0.54,0.15,6
130,0.3,0.45,0.48,0.5,0.36,0.21,0.32,1
131,0.76,0.73,0.48,0.5,0.44,0.39,0.39,8
132,0.23,0.33,0.48,0.5,0.43,0.33,0.43,1
133,0.29,0.37,0.48,0.5,0.48,0.44,0.52,1
134,0.7,0.39,1.0,0.5,0.51,0.82,0.84,4
135,0.24,0.43,0.48,0.5,0.54,0.52,0.59,1
136,0.79,0.36,0.48,0.5,0.46,0.82,0.7,5
137,0.69,0.65,0.48,0.5,0.63,0.48,0.41,8
138,0.34,0.51,0.48,0.5,0.67,0.9,0.9,2
139,0.47,0.55,0.48,0.5,0.58,0.71,0.75,2
140,0.21,0.51,0.48,0.5,0.5,0.32,0.41,1
141,0.43,0.4,0.48,0.5,0.39,0.28,0.39,1
142,0.46,0.59,0.48,0.5,0.36,0.76,0.23,2
143,0.74,0.56,0.48,0.5,0.47,0.68,0.3,8
144,0.73,0.36,0.48,0.5,0.53,0.91,0.92,2
145,0.34,0.51,0.48,0.5,0.44,0.37,0.46,1
146,0.44,0.34,0.48,0.5,0.3,0.33,0.43,1
147,0.68,0.63,0.48,0.5,0.73,0.4,0.3,6
148,0.86,0.55,0.48,0.5,0.63,0.81,0.83,5
149,0.3,0.44,0.48,0.5,0.49,0.22,0.33,1
150,0.42,0.4,0.48,0.5,0.56,0.18,0.3,1
151,0.69,0.43,0.48,0.5,0.59,0.74,0.77,5
152,0.67,0.55,1.0,0.5,0.66,0.58,0.16,7
153,0.68,0.82,0.48,0.5,0.38,0.65,0.56,8
154,0.24,0.34,0.48,0.5,0.38,0.3,0.4,1
155,0.69,0.8,0.48,0.5,0.46,0.57,0.26,8
156,0.75,0.84,0.48,0.5,0.35,0.52,0.33,8
157,0.26,0.26,0.48,0.5,0.34,0.25,0.35,1
158,0.37,0.47,0.48,0.5,0.39,0.76,0.79,2
159,0.66,0.49,1.0,0.5,0.54,0.56,0.36,7
160,0.59,0.49,0.48,0.5,0.52,0.45,0.36,1
161,0.49,0.43,0.48,0.5,0.49,0.3,0.4,1
162,0.73,0.78,0.48,0.5,0.58,0.51,0.31,8
163,0.0,0.38,0.48,0.5,0.42,0.48,0.55,1
164,0.63,0.49,0.48,0.5,0.79,0.45,0.28,6
165,0.59,0.61,0.48,0.5,0.42,0.42,0.37,8
166,0.54,0.57,0.48,0.5,0.56,0.81,0.83,2
