,A1,A2,A3,A4,Class
151,23,3,750,28,0
152,23,1,250,23,0
153,21,2,500,23,0
154,16,7,1750,39,0
155,2,10,2500,64,0
156,2,6,1500,16,1
157,11,3,750,23,0
158,2,2,500,4,1
159,4,5,1250,23,1
160,12,15,3750,71,0
161,2,4,1000,35,0
162,4,3,750,71,0
163,14,4,1000,23,1
164,2,2,500,4,0
165,4,6,1500,52,0
166,2,10,2500,52,0
167,2,2,500,4,1
168,4,1,250,4,0
169,2,1,250,2,0
170,2,7,1750,28,1
171,2,34,8500,77,1
172,2,5,1250,63,0
173,23,1,250,23,0
174,2,15,3750,49,1
175,11,1,250,11,0
176,2,7,1750,76,0
177,11,1,250,11,0
178,4,11,2750,28,0
179,21,3,750,35,0
180,16,1,250,16,0
181,2,5,1250,16,0
182,4,17,4250,71,1
183,4,16,4000,98,1
184,14,6,1500,34,0
185,11,3,750,76,0
186,13,3,750,16,0
187,2,6,1500,35,1
188,14,18,4500,78,0
189,2,2,500,2,0
190,23,3,750,62,0
191,4,2,500,4,1
192,38,1,250,38,0
193,2,4,1000,16,1
194,4,1,250,4,0
195,4,1,250,4,0
196,4,3,750,16,0
197,14,1,250,14,0
198,4,2,500,4,0
199,23,38,9500,98,0
200,16,3,750,50,0
201,16,2,500,27,0
202,4,7,1750,22,1
203,2,6,1500,22,0
204,4,1,250,4,0
205,2,44,11000,98,0
206,4,6,1500,35,1
207,2,3,750,38,1
208,21,16,4000,64,0
209,2,6,1500,28,1
210,2,1,250,2,1
211,8,2,500,16,0
212,12,9,2250,60,0
213,14,5,1250,26,0
214,2,3,750,16,1
215,5,46,11500,98,1
216,16,14,3500,83,0
217,2,9,2250,74,0
218,11,17,4250,79,1
219,3,5,1250,12,1
220,11,5,1250,35,0
221,14,3,750,35,0
222,4,2,500,41,0
223,4,12,3000,34,1
224,14,2,500,29,0
225,23,3,750,48,0
226,4,5,1250,11,1
227,6,17,4250,70,0
228,23,1,250,23,0
229,16,4,1000,28,0
230,4,9,2250,28,1
231,11,1,250,11,0
232,16,3,750,19,0
233,4,33,8250,98,1
234,4,1,250,4,0
235,4,4,1000,34,1
236,2,10,2500,28,1
237,20,14,3500,69,1
238,3,17,4250,86,0
239,2,9,2250,22,1
240,14,1,250,14,0
241,14,3,750,26,0
242,11,4,1000,61,0
243,9,2,500,26,0
244,9,11,2750,49,1
245,7,5,1250,52,0
246,2,2,500,23,0
247,4,1,250,4,0
248,2,7,1750,58,1
249,21,1,250,21,0
250,2,1,250,2,1
251,14,4,1000,28,1
252,21,7,1750,38,0
253,11,14,3500,73,1
254,2,4,1000,70,0
255,2,2,500,14,0
256,23,6,1500,70,0
257,11,5,1250,50,0
258,4,5,1250,16,1
259,16,2,500,26,0
260,2,1,250,2,0
261,16,12,3000,50,0
262,11,5,1250,41,0
263,4,4,1000,14,1
264,4,3,750,34,0
265,16,1,250,16,0
266,14,3,750,83,0
267,14,3,750,19,1
268,4,5,1250,35,1
269,4,9,2250,46,0
270,11,6,1500,28,0
271,14,13,3250,57,0
272,4,1,250,4,1
273,16,5,1250,60,0
274,21,1,250,21,0
275,9,1,250,9,0
276,2,11,2750,46,1
277,4,4,1000,4,0
278,3,2,500,23,0
279,2,2,500,4,0
280,21,1,250,21,0
281,4,2,500,13,0
282,7,14,3500,48,0
283,4,9,2250,38,1
284,11,4,1000,58,0
285,4,2,500,4,1
286,14,8,2000,26,0
287,4,1,250,4,0
288,2,2,500,2,0
289,4,4,1000,18,0
290,2,7,1750,29,0
291,2,11,2750,26,0
292,2,6,1500,16,1
293,21,2,500,23,0
294,14,1,250,14,0
295,16,3,750,86,0
296,23,3,750,89,0
297,11,6,1500,41,0
298,17,7,1750,58,1
299,11,2,500,52,0
300,4,6,1500,41,1
301,2,5,1250,47,1
302,11,1,250,11,0
303,2,8,2000,38,1
304,4,10,2500,28,1
305,11,1,250,11,0
306,2,5,1250,26,0
307,5,7,1750,26,1
308,4,1,250,4,0
309,4,3,750,16,1
310,9,5,1250,19,0
311,4,9,2250,52,0
312,23,14,3500,93,0
313,4,1,250,4,0
314,2,2,500,10,1
315,23,2,500,26,0
316,11,2,500,24,0
317,11,5,1250,18,0
318,9,9,2250,45,0
319,4,2,500,14,0
320,21,3,750,40,0
321,4,4,1000,46,0
322,18,8,2000,95,0
323,0,13,3250,28,1
324,4,2,500,4,0
325,4,1,250,4,0
326,4,11,2750,78,0
327,4,1,250,4,0
328,4,5,1250,26,1
329,4,1,250,4,0
330,2,1,250,2,0
331,4,1,250,4,0
332,11,2,500,14,0
333,14,6,1500,51,0
334,23,8,2000,69,0
335,4,4,1000,4,1
336,2,3,750,19,0
337,23,1,250,23,0
338,7,10,2500,47,0
339,2,2,500,14,0
340,0,8,2000,59,0
341,14,3,750,79,0
342,23,1,250,23,0
343,2,4,1000,14,1
344,14,4,1000,40,0
345,3,5,1250,38,0
346,21,1,250,21,0
347,2,11,2750,23,0
348,9,3,750,52,0
349,4,5,1250,28,0
350,4,10,2500,28,1
351,4,9,2250,55,0
352,11,10,2500,35,0
353,23,3,750,33,0
354,23,1,250,23,0
355,14,1,250,14,0
356,21,1,250,21,0
357,11,11,2750,42,0
358,2,3,750,14,0
359,2,3,750,22,0
360,16,7,1750,64,0
361,4,4,1000,41,0
362,40,1,250,40,0
363,35,3,750,64,0
364,21,6,1500,48,0
365,2,2,500,2,0
366,14,1,250,14,0
367,11,4,1000,74,0
368,23,12,3000,86,0
369,2,5,1250,11,1
370,23,1,250,23,0
371,16,8,2000,28,0
372,9,2,500,11,0
