,A1,A2,A3,A4,A5,A6,A7,Class
82,0.44,0.51,0.48,0.5,0.47,0.26,0.36,1
83,0.56,0.68,0.48,0.5,0.77,0.36,0.45,6
84,0.64,0.81,0.48,0.5,0.37,0.39,0.44,8
85,0.29,0.3,0.48,0.5,0.45,0.03,0.17,1
86,0.4,0.45,0.48,0.5,0.38,0.22,0.0,1
87,0.45,0.4,0.48,0.5,0.61,0.74,0.77,2
88,0.41,0.51,0.48,0.5,0.58,0.2,0.31,1
89,0.33,0.45,0.48,0.5,0.52,0.32,0.41,1
90,0.35,0.51,0.48,0.5,0.61,0.71,0.74,2
91,0.64,0.76,0.48,0.5,0.45,0.35,0.38,1
92,0.37,0.44,0.48,0.5,0.42,0.39,0.47,1
93,0.06,0.61,0.48,0.5,0.49,0.92,0.37,2
94,0.69,0.67,0.48,0.5,0.3,0.39,0.24,8
95,0.54,0.49,0.48,0.5,0.4,0.87,0.88,2
96,0.58,0.34,0.48,0.5,0.56,0.87,0.81,2
97,0.72,0.86,0.48,0.5,0.17,0.55,0.21,8
98,0.47,0.55,0.48,0.5,0.58,0.71,0.75,2
99,0.6,0.46,0.48,0.5,0.45,0.81,0.83,2
100,0.28,0.33,0.48,0.5,0.45,0.22,0.33,1
101,0.83,0.48,0.48,0.5,0.65,0.76,0.79,5
102,0.75,0.84,0.48,0.5,0.35,0.52,0.33,8
103,0.71,0.4,0.48,0.5,0.71,0.7,0.74,2
104,0.6,0.61,0.48,0.5,0.54,0.67,0.71,2
105,0.42,0.38,0.48,0.5,0.54,0.34,0.43,1
106,0.48,0.42,0.48,0.5,0.45,0.25,0.35,1
107,0.42,0.35,0.48,0.5,0.58,0.15,0.27,1
108,0.44,0.35,0.48,0.5,0.55,0.55,0.61,1
109,0.66,0.71,0.48,0.5,0.41,0.5,0.35,8
110,0.74,0.82,0.48,0.5,0.49,0.49,0.41,8
111,0.43,0.4,0.48,0.5,0.58,0.75,0.78,2
112,0.0,0.51,0.48,0.5,0.35,0.67,0.44,2
113,0.17,0.39,0.48,0.5,0.53,0.3,0.39,1
114,0.28,0.38,0.48,0.5,0.5,0.33,0.42,1
115,0.78,0.33,0.48,0.5,0.57,0.77,0.79,5
116,0.1,0.49,0.48,0.5,0.41,0.67,0.21,2
117,0.7,0.71,0.48,0.5,0.42,0.84,0.85,8
118,0.66,0.74,0.48,0.5,0.31,0.38,0.43,8
119,0.46,0.59,0.48,0.5,0.36,0.76,0.23,2
120,0.49,0.42,0.48,0.5,0.53,0.79,0.81,2
121,0.62,0.42,0.48,0.5,0.58,0.79,0.81,5
122,0.67,0.39,0.48,0.5,0.36,0.38,0.46,1
123,0.29,0.39,0.48,0.5,0.52,0.4,0.48,8
124,0.38,0.26,0.48,0.5,0.54,0.16,0.28,1
125,0.41,0.57,0.48,0.5,0.39,0.21,0.32,1
126,0.21,0.51,0.48,0.5,0.5,0.32,0.41,1
127,0.7,0.61,0.48,0.5,0.56,0.52,0.43,8
128,0.64,0.46,0.48,0.5,0.48,0.73,0.76,5
129,0.56,0.4,0.48,0.5,0.49,0.37,0.46,1
130,0.63,0.49,0.48,0.5,0.54,0.76,0.79,3
131,0.69,0.59,0.48,0.5,0.77,0.39,0.21,6
132,0.52,0.54,0.48,0.5,0.62,0.76,0.79,2
133,0.07,0.4,0.48,0.5,0.54,0.35,0.44,1
134,0.39,0.32,0.48,0.5,0.46,0.24,0.35,1
135,0.32,0.33,0.48,0.5,0.6,0.06,0.2,1
136,0.71,0.86,0.48,0.5,0.4,0.54,0.32,8
137,0.54,0.57,0.48,0.5,0.56,0.81,0.83,2
138,0.22,0.34,0.48,0.5,0.42,0.29,0.39,1
139,0.4,0.41,0.48,0.5,0.55,0.22,0.33,1
140,0.11,0.5,0.48,0.5,0.58,0.72,0.68,2
141,0.72,0.42,0.48,0.5,0.65,0.77,0.79,5
142,0.34,0.33,0.48,0.5,0.38,0.35,0.44,1
143,0.68,0.82,0.48,0.5,0.38,0.65,0.56,8
144,0.66,0.48,0.48,0.5,0.54,0.7,0.74,5
145,0.24,0.43,0.48,0.5,0.54,0.52,0.59,1
146,0.64,0.78,0.48,0.5,0.5,0.36,0.38,8
147,0.67,0.7,0.48,0.5,0.46,0.45,0.33,8
148,0.76,0.73,0.48,0.5,0.44,0.39,0.39,8
149,0.26,0.5,0.48,0.5,0.44,0.32,0.41,1
150,0.25,0.37,0.48,0.5,0.41,0.33,0.42,1
151,0.65,0.51,0.48,0.5,0.66,0.54,0.33,6
152,0.42,0.24,0.48,0.5,0.57,0.27,0.37,1
153,0.38,0.4,0.48,0.5,0.63,0.25,0.35,1
154,0.43,0.4,0.48,0.5,0.39,0.28,0.39,1
155,0.77,0.55,0.48,0.5,0.51,0.78,0.74,5
156,0.63,0.75,0.48,0.5,0.64,0.73,0.66,2
157,0.4,0.46,0.48,0.5,0.52,0.49,0.56,1
158,0.86,0.39,0.48,0.5,0.59,0.89,0.9,5
159,0.22,0.43,0.48,0.5,0.48,0.16,0.28,1
160,0.54,0.47,0.48,0.5,0.28,0.33,0.42,1
161,0.44,0.34,0.48,0.5,0.3,0.33,0.43,1
162,0.16,0.51,0.48,0.5,0.33,0.39,0.48,2
163,0.68,0.78,0.48,0.5,0.43,0.44,0.42,8
164,0.44,0.42,0.48,0.5,0.42,0.25,0.2,1
165,0.29,0.28,0.48,0.5,0.5,0.42,0.5,1
166,0.31,0.47,0.48,0.5,0.29,0.28,0.39,1
