,A1,A2,A3,A4,A5,A6,A7,Class
33,0.61,0.6,0.48,0.5,0.44,0.39,0.38,8
34,0.23,0.34,0.48,0.5,0.43,0.26,0.37,1
35,0.6,0.46,0.48,0.5,0.45,0.81,0.83,2
36,0.39,0.32,0.48,0.5,0.46,0.24,0.35,1
37,0.34,0.45,0.48,0.5,0.38,0.24,0.35,1
38,0.31,0.36,0.48,0.5,0.58,0.94,0.94,2
39,0.22,0.43,0.48,0.5,0.48,0.16,0.28,1
40,0.63,0.49,0.48,0.5,0.79,0.45,0.28,6
41,0.74,0.7,0.48,0.5,0.66,0.65,0.69,2
42,0.57,0.54,0.48,0.5,0.37,0.28,0.33,1
43,0.44,0.34,0.48,0.5,0.3,0.33,0.43,1
44,0.68,0.76,0.48,0.5,0.84,0.45,0.27,6
45,0.43,0.4,0.48,0.5,0.58,0.75,0.78,2
46,0.75,0.84,0.48,0.5,0.35,0.52,0.33,8
47,0.32,0.42,0.48,0.5,0.35,0.28,0.38,1
48,0.23,0.33,0.48,0.5,0.43,0.33,0.43,1
49,0.63,0.83,0.48,0.5,0.4,0.39,0.19,8
50,0.0,0.51,0.48,0.5,0.35,0.67,0.44,2
51,0.34,0.55,0.48,0.5,0.58,0.31,0.41,1
52,0.34,0.33,0.48,0.5,0.38,0.35,0.44,1
53,0.63,0.8,0.48,0.5,0.46,0.31,0.29,8
54,0.84,0.49,0.48,0.5,0.55,0.78,0.74,5
55,0.46,0.59,0.48,0.5,0.36,0.76,0.23,2
56,0.36,0.47,0.48,0.5,0.51,0.69,0.72,2
57,0.63,0.69,0.48,0.5,0.65,0.41,0.28,6
58,0.25,0.37,0.48,0.5,0.41,0.33,0.42,1
59,0.18,0.3,0.48,0.5,0.46,0.24,0.35,1
60,0.65,0.55,0.48,0.5,0.34,0.37,0.28,1
61,0.7,0.71,0.48,0.5,0.42,0.84,0.85,8
62,0.87,0.49,0.48,0.5,0.61,0.76,0.79,5
63,0.33,0.37,0.48,0.5,0.46,0.65,0.69,2
64,0.55,0.47,0.48,0.5,0.57,0.78,0.8,2
65,0.3,0.37,0.48,0.5,0.43,0.18,0.3,1
66,0.52,0.54,0.48,0.5,0.62,0.76,0.79,2
67,0.33,0.47,0.48,0.5,0.53,0.18,0.29,1
68,0.51,0.4,0.48,0.5,0.57,0.62,0.67,2
69,0.73,0.78,0.48,0.5,0.58,0.51,0.31,8
70,0.11,0.5,0.48,0.5,0.58,0.72,0.68,2
71,0.68,0.49,1.0,0.5,0.62,0.55,0.28,7
72,0.4,0.46,0.48,0.5,0.42,0.35,0.44,1
73,0.76,0.73,0.48,0.5,0.44,0.39,0.39,8
74,0.64,0.57,0.48,0.5,0.7,0.33,0.26,6
75,0.64,0.66,0.48,0.5,0.41,0.39,0.2,8
76,0.34,0.42,0.48,0.5,0.41,0.34,0.43,1
77,0.52,0.39,0.48,0.5,0.65,0.71,0.73,2
78,0.74,0.47,0.48,0.5,0.5,0.57,0.42,8
79,0.63,0.54,0.48,0.5,0.65,0.79,0.81,2
80,0.45,0.4,0.48,0.5,0.61,0.74,0.77,2
81,0.76,0.71,0.48,0.5,0.5,0.71,0.75,5
82,0.07,0.4,0.48,0.5,0.54,0.35,0.44,1
83,0.57,0.59,0.48,0.5,0.39,0.47,0.33,8
84,0.67,0.81,0.48,0.5,0.54,0.49,0.23,8
85,0.43,0.4,0.48,0.5,0.39,0.28,0.39,1
86,0.54,0.57,0.48,0.5,0.56,0.81,0.83,2
87,0.34,0.49,0.48,0.5,0.58,0.85,0.8,2
88,0.59,0.56,0.48,0.5,0.55,0.8,0.82,2
89,0.66,0.48,0.48,0.5,0.54,0.7,0.74,5
90,0.35,0.37,0.48,0.5,0.3,0.34,0.43,1
91,0.37,0.47,0.48,0.5,0.39,0.76,0.79,2
92,0.31,0.5,0.48,0.5,0.57,0.84,0.85,2
93,0.47,0.59,0.48,0.5,0.52,0.76,0.79,2
94,0.68,0.67,0.48,0.5,0.49,0.4,0.34,8
95,0.81,0.53,0.48,0.5,0.57,0.87,0.88,5
96,0.63,0.5,0.48,0.5,0.59,0.85,0.86,2
97,0.72,0.46,0.48,0.5,0.51,0.66,0.7,2
98,0.56,0.68,0.48,0.5,0.77,0.36,0.45,6
99,0.51,0.37,0.48,0.5,0.35,0.36,0.45,1
100,0.74,0.44,0.48,0.5,0.55,0.88,0.89,2
101,0.35,0.34,0.48,0.5,0.46,0.3,0.27,1
102,0.71,0.71,0.48,0.5,0.68,0.43,0.36,6
103,0.41,0.51,0.48,0.5,0.58,0.2,0.31,1
104,0.23,0.58,0.48,0.5,0.37,0.53,0.59,1
105,0.25,0.26,0.48,0.5,0.39,0.32,0.42,1
106,0.17,0.38,0.48,0.5,0.45,0.42,0.5,1
107,0.83,0.48,0.48,0.5,0.65,0.76,0.79,5
108,0.38,0.26,0.48,0.5,0.54,0.16,0.28,1
109,0.43,0.32,0.48,0.5,0.33,0.45,0.52,1
110,0.06,0.61,0.48,0.5,0.49,0.92,0.37,2
111,0.71,0.52,0.48,0.5,0.64,1.0,0.99,2
112,0.34,0.51,0.48,0.5,0.67,0.9,0.9,2
113,0.6,0.76,1.0,0.5,0.77,0.59,0.52,6
114,0.84,0.54,0.48,0.5,0.75,0.92,0.7,5
115,0.58,0.34,0.48,0.5,0.56,0.87,0.81,2
116,0.74,0.56,0.48,0.5,0.47,0.68,0.3,8
117,0.23,0.32,0.48,0.5,0.55,0.25,0.35,1
118,0.61,0.75,0.48,0.5,0.51,0.33,0.33,6
119,0.27,0.3,0.48,0.5,0.71,0.28,0.39,1
120,0.7,0.46,0.48,0.5,0.56,0.78,0.73,2
121,0.24,0.35,0.48,0.5,0.31,0.19,0.31,1
122,0.74,0.82,0.48,0.5,0.49,0.49,0.41,8
123,0.25,0.48,0.48,0.5,0.44,0.17,0.29,1
124,0.44,0.35,0.48,0.5,0.55,0.55,0.61,1
125,0.31,0.47,0.48,0.5,0.29,0.28,0.39,1
126,0.16,0.43,0.48,0.5,0.54,0.27,0.37,1
127,0.49,0.29,0.48,0.5,0.56,0.24,0.35,1
128,0.79,0.41,0.48,0.5,0.66,0.81,0.83,5
129,0.5,0.66,0.48,0.5,0.31,0.92,0.92,2
130,0.69,0.66,0.48,0.5,0.41,0.5,0.25,8
131,0.67,0.84,0.48,0.5,0.74,0.54,0.37,6
132,0.64,0.58,0.48,0.5,0.48,0.78,0.73,2
133,0.78,0.68,0.48,0.5,0.83,0.4,0.29,6
134,0.51,0.46,0.48,0.5,0.58,0.31,0.41,1
135,0.52,0.44,0.48,0.5,0.37,0.36,0.42,1
136,0.04,0.31,0.48,0.5,0.41,0.29,0.39,1
137,0.29,0.52,0.48,0.5,0.42,0.29,0.39,1
138,0.24,0.43,0.48,0.5,0.54,0.52,0.59,1
139,0.64,0.76,0.48,0.5,0.45,0.35,0.38,1
140,0.84,0.44,0.48,0.5,0.48,0.71,0.74,2
141,0.73,0.84,0.48,0.5,0.86,0.58,0.29,6
142,0.63,0.51,0.48,0.5,0.64,0.72,0.76,5
143,0.48,0.41,0.48,0.5,0.51,0.9,0.88,2
144,0.5,0.37,0.48,0.5,0.66,0.64,0.69,2
145,0.67,0.81,0.48,0.5,0.25,0.42,0.25,8
146,0.34,0.46,0.48,0.5,0.52,0.35,0.44,1
147,0.44,0.56,0.48,0.5,0.5,0.46,0.54,1
148,0.3,0.51,0.48,0.5,0.42,0.61,0.34,2
149,0.24,0.41,0.48,0.5,0.49,0.23,0.34,1
150,0.64,0.81,0.48,0.5,0.37,0.39,0.44,8
151,0.25,0.37,0.48,0.5,0.43,0.26,0.36,1
152,0.69,0.59,0.48,0.5,0.46,0.44,0.52,8
153,0.73,0.36,0.48,0.5,0.53,0.91,0.92,2
154,0.26,0.4,0.48,0.5,0.36,0.26,0.37,1
155,0.51,0.49,0.48,0.5,0.53,0.14,0.26,1
156,0.12,0.67,0.48,0.5,0.74,0.58,0.63,2
157,0.61,0.47,0.48,0.5,0.0,0.8,0.32,2
158,0.4,0.45,0.48,0.5,0.38,0.22,0.0,1
159,0.47,0.29,0.48,0.5,0.51,0.33,0.43,1
160,0.24,0.43,0.48,0.5,0.37,0.28,0.38,1
161,0.38,0.44,0.48,0.5,0.43,0.2,0.31,1
162,0.7,0.64,0.48,0.5,0.47,0.51,0.47,8
163,0.28,0.33,0.48,0.5,0.45,0.22,0.33,1
164,0.3,0.45,0.48,0.5,0.36,0.21,0.32,1
165,0.2,0.44,0.48,0.5,0.46,0.51,0.57,1
166,0.23,0.48,0.48,0.5,0.59,0.88,0.89,2
