A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,Class
0.32851,-0.297018,3.750022,-0.268391,-0.516005,-1.085667,0.844084,1.57798,-2.822561,-0.676894,-0.756204,-0.688068,0.753916,-0.317744,-0.871558,-0.796747,1
0.32851,-0.297018,2.957133,-0.163458,-0.528841,-0.771519,-0.285652,1.498916,-1.609719,-0.111259,-0.666832,-0.843276,1.298104,-0.317744,-0.040459,-0.52048,1
0.231863,-0.297018,0.550192,-0.218651,-0.489416,-0.916861,0.934819,1.169787,-1.067485,-0.721898,-0.705864,-0.848628,1.349622,-0.317744,-0.27061,-0.488278,1
0.231863,-0.297018,-0.382896,-0.252362,-0.571018,-1.007756,1.89198,1.86114,-1.619299,-0.744563,-0.721006,-0.779052,0.457974,-0.317744,-0.209876,-0.701421,1
0.231863,-0.297018,0.157871,-0.284916,-0.510504,-1.060152,0.504274,0.882949,-1.743841,-0.718337,-0.701342,-0.447229,0.095087,-0.317744,-1.079332,-0.838149,1
0.231863,-0.297018,1.105096,-0.229062,-0.529758,-0.158714,0.198267,0.765272,-0.98318,-0.695672,-0.603415,-0.425821,0.281059,-0.317744,-0.328147,-0.632418,1
0.231863,-0.167851,-1.192278,-0.103639,-0.465577,-0.858086,0.71243,0.178726,0.183677,-0.747153,-0.712452,-0.886091,0.458115,0.003012,2.689378,0.007776,1
0.32851,-0.297018,0.560795,-0.139993,0.58425,0.791247,-1.45097,-1.170884,1.46358,1.76437,0.105076,3.224227,-1.896543,-0.317744,-0.318558,0.248775,2
0.231863,-0.297018,-0.865933,-0.082156,0.929914,2.594807,-1.386922,-1.610334,1.653266,0.564784,1.139989,-0.559621,-0.235955,-0.317744,-0.213072,-0.389885,2
0.231863,0.552713,-0.838836,0.544135,0.97209,0.273894,-0.225162,-1.257303,1.344787,0.782361,-0.040044,-0.928907,0.908893,0.644523,2.88117,-0.269258,2
-0.251374,-0.218595,1.648219,0.104079,0.850145,2.692309,-1.148521,-0.964949,0.637774,-0.025458,0.001545,-0.500749,0.478071,0.003012,1.624933,1.081411,2
0.135216,-0.297018,-0.927197,-0.236498,-0.32071,-0.442108,0.07017,0.033468,0.367615,-0.746181,-0.571068,-0.447229,-0.256901,-0.317744,-1.050563,-0.869328,2
-7.789867,-0.297018,-1.648219,-0.148421,-0.002553,0.677343,-1.557716,-1.94314,1.812296,1.35091,3.937871,-0.950315,1.081561,-0.317744,-0.564691,0.240853,2
0.135216,-0.297018,-1.125124,-0.217825,-0.554514,-0.015423,1.057577,0.268822,-0.103726,-0.508207,-0.431749,-0.779052,0.422166,-0.317744,-0.0948,0.400326,2
0.231863,-0.297018,-0.228559,-0.084139,-0.327128,-0.730969,-0.10952,0.20079,0.227746,-0.712185,-0.330677,-0.516805,0.051779,-0.317744,-0.877951,-0.896929,2
0.135216,-0.201988,-1.145153,-0.162798,-0.356468,1.751232,0.794269,0.421435,-0.2321,-0.76496,-0.655623,-0.848628,0.398247,0.003012,1.292494,2.98896,2
0.231863,-0.297018,1.055614,-0.138176,-0.278533,-0.855125,-0.084612,0.336854,0.233494,-0.257929,-0.61718,0.157544,-0.249117,-0.317744,-0.810823,-0.785502,2
0.231863,-0.297018,1.136906,-0.125451,0.350446,3.207612,-1.956237,-0.893239,0.94817,2.5165,-0.37787,1.918345,-1.165533,-0.317744,0.838587,1.630368,2
0.231863,-0.297018,0.480681,-0.19783,0.146899,0.263643,-1.080915,-1.084465,1.13594,0.758401,0.514184,1.789897,-1.109204,-0.317744,-0.088407,0.205329,2
-0.734611,5.857762,-1.146331,-0.013248,2.174119,1.303816,-1.975808,-2.117817,1.992402,2.811135,1.148346,-0.928907,-1.724158,3.531321,-0.836396,0.339757,2
0.231863,-0.297018,0.292179,-0.148586,0.594336,0.297131,-1.819246,-1.148819,1.362031,2.202438,0.155711,1.68821,-1.212097,-0.317744,-0.206679,0.430228,2
0.231863,-0.21306,0.061263,-0.195517,-0.19418,1.257344,-0.476017,-0.034564,0.4615,-0.641602,-0.041224,1.281459,-0.939366,0.003012,-0.73091,-0.683276,2
0.135216,-0.184458,-0.911881,-0.026468,0.491645,1.675828,-1.849491,-1.910043,1.82954,2.256832,1.779165,1.939752,-1.297016,0.003012,0.269604,0.273565,2
-0.348021,5.410293,-1.083889,4.351621,-0.118079,1.602246,-0.988401,-1.205819,1.538305,1.27288,3.275786,-0.158223,-0.356257,0.644523,-1.191211,0.790577,2
0.231863,1.79271,-0.567864,0.487289,-0.0649,0.125135,-0.712638,-1.03482,0.946254,0.94781,0.930273,0.018393,-0.363616,0.965278,1.046361,0.495397,2
0.231863,-0.297018,-0.083648,-0.111075,-0.257445,0.216942,-0.493808,-0.065822,0.553469,-0.663943,-0.117323,-0.227798,-0.261289,-0.317744,-0.149141,-0.578749,2
0.231863,-0.297018,-0.349908,-0.079678,-0.313375,-0.039115,-0.121974,-0.474015,0.359951,-0.167595,-0.239436,0.045153,-0.255911,-0.317744,-0.539118,-0.460166,2
0.231863,-0.297018,0.064798,-0.255667,-0.441738,-0.288565,-0.17001,0.233887,-0.423702,-0.673656,-0.467538,-0.506101,0.206755,-0.317744,-0.663783,-0.171887,2
0.231863,1.530687,0.044769,0.03203,0.543907,2.475436,-0.806931,-1.146981,0.902185,1.437034,0.002529,-0.152871,-0.407632,0.323767,3.124107,3.363109,2
0.135216,1.121968,-0.857686,0.418381,3.468753,2.635357,-2.461505,-2.441429,2.057547,3.7653,3.952324,1.682858,-1.252292,1.606789,2.682985,1.232196,2
0.231863,-0.297018,-0.867112,-0.080834,0.365116,0.616746,-1.965133,-2.165623,1.950249,2.062891,0.765784,3.320563,-2.1421,-0.317744,1.110292,-0.326249,2
0.231863,-0.140173,0.071867,-0.076538,0.040541,-0.429123,0.301455,0.165855,0.21625,-0.648401,-0.641465,-0.602437,0.347862,0.003012,0.586061,1.11489,2
-0.637963,5.065234,-1.770745,1.418133,6.67508,-0.496098,-2.153719,-2.380751,1.869777,0.713073,0.555282,-0.950315,0.440848,0.965278,5.348892,-0.106462,2
0.231863,0.087714,0.288644,0.026908,1.148131,1.776519,-1.162754,-1.343722,1.312214,1.48819,0.845325,0.22712,-0.387252,0.644523,0.407055,0.993752,2
-0.444669,1.191164,-0.252122,-0.117189,0.413711,1.054822,-1.111159,-1.336367,1.289222,1.366451,1.138416,-0.950315,-0.179059,2.569055,-0.305771,2.258551,2
0.231863,-0.297018,-0.43709,-0.191055,-0.166674,0.641577,-0.851409,-1.0054,1.047803,0.885645,0.472005,0.360919,-0.637621,-0.317744,-0.756482,-0.491856,2
0.231863,-0.297018,-0.232094,-0.205927,-0.236357,-0.207465,-0.077496,-0.944723,0.181761,-0.151407,-0.55691,1.96116,-1.317396,-0.317744,-0.951471,-0.861406,2
0.135216,-0.297018,-1.162825,-0.017709,-0.100659,0.306699,-0.440434,-1.2334,1.417595,0.575792,1.397979,-0.045831,-0.783115,-0.317744,-0.449615,-0.744612,2
0.231863,0.032357,0.400568,0.055165,1.889886,2.588884,-2.169731,-1.632399,1.61303,1.463583,1.605139,1.318923,-0.895208,0.965278,0.755477,-0.171632,2
0.231863,-0.240738,0.307495,0.212647,3.133175,1.733919,-2.308501,-1.963365,1.971326,3.50628,2.104504,1.98792,-1.35745,0.003012,-0.120373,0.123803,2
0.231863,-0.297018,-0.490107,-0.269548,-0.553597,-0.993177,0.874329,0.945465,-0.845227,-0.740353,-0.660244,1.008508,-0.959463,-0.317744,-1.216783,-1.053336,1
0.231863,-0.297018,0.016494,-0.262773,-0.460075,-1.02188,1.530821,1.164271,-1.448773,-0.718661,-0.729658,-0.607789,0.190196,-0.317744,-0.66698,-0.747167,1
0.231863,-0.297018,0.036522,-0.281942,-0.465577,-1.116193,1.827932,0.779982,-1.241843,-0.729993,-0.707241,-0.843276,1.240218,-0.317744,-1.031384,-0.946765,1
0.135216,-0.297018,-0.755188,-0.21419,-0.60861,-1.042155,1.137637,1.145884,-0.542495,-0.75719,-0.586406,-0.85398,0.522937,-0.317744,-0.11398,-0.650308,1
0.231863,-0.297018,0.34873,-0.282272,-0.495834,-0.791338,1.144754,1.447432,-1.14221,-0.73323,-0.706159,-0.928907,2.240703,-0.317744,-1.194407,-1.031613,1
0.32851,-0.297018,1.410234,-0.277976,-0.538927,-0.970624,-0.205592,0.266983,-1.565651,-0.670418,-0.698785,-0.431173,0.291391,-0.317744,-0.564691,-0.469622,1
0.135216,-0.192762,-0.490107,-0.199483,-0.545345,-0.518424,1.31199,0.136435,-0.446694,0.332961,-0.586996,0.232472,-0.572658,0.003012,-0.376095,-0.513068,1
0.231863,-0.297018,-1.39374,-0.220469,-0.544428,-0.933263,0.901015,-0.814175,1.27581,-0.616671,-0.601842,-0.85398,0.195433,-0.317744,-1.216783,-1.015257,1
0.231863,-0.297018,0.530163,-0.286073,-0.615028,-1.325321,2.244245,1.815173,-2.036992,-0.721251,-0.63183,-0.886091,1.597302,-0.317744,-0.874754,-0.663342,1
0.231863,-0.297018,3.574479,-0.268722,-0.630615,-1.197749,1.308432,2.122236,-2.749752,-0.695349,-0.745586,-0.243854,0.049797,-0.317744,-0.433633,-0.485723,1
0.231863,-0.297018,-0.139021,-0.152883,-0.365637,-0.778581,0.83163,0.401209,-0.525251,-0.714451,-0.669191,-0.784404,0.575586,-0.317744,0.774656,-0.097262,1
0.231863,-0.297018,0.35462,-0.222948,-0.347299,-0.658526,0.456238,0.331338,-0.753257,-0.695672,-0.687872,-0.725532,0.74967,-0.317744,0.37509,-0.224023,1
0.231863,-0.297018,1.060327,-0.156022,0.16707,-0.445525,0.17158,0.061048,-0.318321,-0.504321,-0.59378,-0.69342,0.768494,-0.317744,-0.232251,-0.420298,1
0.231863,-0.297018,2.150107,-0.259633,-0.641618,-1.315753,2.324305,2.694074,-2.287991,-0.711861,-0.738408,-0.85398,1.220687,-0.317744,-0.695748,-0.594339,1
0.038568,-0.297018,-1.453826,-0.259137,-0.551763,-0.314991,0.548751,0.807563,0.20667,-0.751686,-0.574313,-0.896795,0.062676,-0.317744,-0.369702,-0.421831,1
0.231863,-0.297018,0.432378,-0.282603,-0.575602,-1.096374,1.918667,1.690141,-2.058068,-0.724165,-0.720416,-0.811164,1.12119,-0.317744,-0.737303,-0.795469,1
0.231863,-0.297018,0.286288,-0.263103,-0.605859,-1.028259,2.155289,1.390432,-2.263083,-0.731612,-0.729068,-0.479341,-0.077157,-0.317744,-0.695748,-0.471156,1
0.231863,-0.297018,0.186146,-0.286403,-0.526091,-0.686319,1.418737,0.592434,-1.425781,-0.725136,-0.712157,0.1736,-0.382723,-0.317744,-1.009008,-0.473711,1
0.231863,-0.297018,0.486572,-0.142802,-0.352801,-0.784504,0.954389,0.318467,-0.881631,-0.70571,-0.70085,-0.088647,-0.013609,-0.317744,1.257332,0.666116,1
0.231863,-0.297018,1.261789,-0.189733,-0.458242,-1.004567,-0.033018,1.028207,-1.943107,-0.697615,-0.748339,0.157544,-0.256477,-0.317744,-0.190696,-0.764546,1
0.231863,-0.297018,1.581065,-0.193203,-0.233606,-0.36283,-0.451109,0.244919,-0.069238,-0.617966,-0.49782,-0.045831,-0.087347,-0.317744,0.704332,0.99273,2
-6.146862,3.529076,-1.20406,1.460932,4.291193,4.4355,-2.363654,-2.288816,2.057547,2.944854,1.399651,2.44819,-1.546253,0.965278,3.929633,3.995637,2
0.231863,-0.297018,0.187324,-0.154535,-0.258362,-0.620482,0.580775,-0.093403,-1.285912,-0.699882,-0.700654,-0.110055,-0.328233,-0.317744,0.765067,-0.180065,2
-0.154727,-0.297018,-0.636196,0.092015,-0.52334,-0.608864,1.228372,0.890304,-0.962104,-0.727402,-0.696721,-0.859332,1.06387,-0.317744,-0.046852,-0.283059,2
0.231863,-0.297018,0.432378,-0.197665,-0.171258,-0.405886,-0.621904,-0.621111,-0.038581,-0.693082,-0.443351,0.269936,-0.318609,-0.317744,-0.33454,-0.155275,2
0.231863,-0.297018,0.45594,-0.031425,-0.507753,-0.8795,1.274629,0.956498,-1.163286,-0.689521,-0.719334,0.414439,-0.431834,-0.317744,-0.347326,-0.824604,2
0.231863,-0.297018,-0.141377,-0.179157,-0.324377,0.496008,0.329921,-0.685466,-0.055826,-0.672684,-0.278567,0.414439,-0.489155,-0.317744,-0.302575,0.085213,2
0.135216,-0.297018,-0.815273,-0.119172,0.048793,1.124759,-1.660905,-1.158013,1.653266,1.626766,0.92988,1.233291,-1.099296,-0.317744,0.343124,0.182328,2
0.231863,-0.297018,0.161405,-0.266408,-0.488499,0.457964,1.164324,1.410658,-1.287828,-0.734525,-0.719334,-0.093999,-0.132495,-0.317744,-0.871558,-0.499523,2
0.231863,-0.297018,0.672718,-0.216503,-0.643451,0.019888,1.030891,2.184752,-1.10389,-0.737116,-0.660441,-0.907499,1.85036,-0.317744,0.272801,1.606856,2
0.231863,-0.297018,0.534876,-0.234681,-0.127248,-0.155297,-0.417306,-0.045596,0.472997,-0.623147,-0.515321,2.913812,-1.685095,-0.317744,-0.676569,-0.411097,2
-2.377616,0.468755,0.276863,0.150679,1.957735,1.923456,-2.137707,-1.643431,1.758647,3.062384,1.461887,2.003976,-1.268002,1.286033,0.570078,1.961582,2
0.231863,-0.297018,-0.168474,-0.153378,-0.32346,-0.021801,0.025693,-0.104435,0.045724,-0.693406,-0.42349,0.275288,-0.38527,-0.317744,0.307963,0.099013,2
0.231863,-0.225976,-0.26626,-0.052907,-0.326211,-0.213616,-0.627241,-0.834401,0.679927,-0.653258,-0.32055,2.01468,-1.234884,0.003012,2.644627,0.288133,2
0.135216,-0.297018,-0.87418,-0.252362,-0.40598,-0.260544,-0.926132,-0.483208,1.260482,-0.145255,-0.365875,2.191295,-1.498981,-0.317744,-0.33454,-0.51588,2
0.231863,-0.297018,0.259191,-0.154205,-0.455491,-0.218172,0.488262,-0.117306,-0.460106,-0.694054,-0.695049,3.176059,-1.876021,-0.317744,-0.161928,0.817155,2
0.231863,-0.297018,-0.893031,-0.121485,-0.299622,0.576424,-0.653928,-1.060561,0.950086,0.224496,0.068403,-0.061887,-0.428721,-0.317744,0.400662,-0.15042,2
0.135216,-0.011929,-1.281817,0.029882,-0.180427,0.855945,-0.714418,-1.452206,1.490404,0.978568,0.994377,-0.784404,0.597241,0.323767,0.058633,-0.171887,2
0.231863,0.008369,-0.195571,0.019637,1.529553,1.678789,-2.036297,-1.810753,1.837204,3.006695,1.579379,2.250167,-1.359431,0.644523,0.320749,0.172872,2
0.231863,-0.171542,-0.06951,-0.050429,0.670437,1.343455,-1.153858,-1.124916,1.26623,1.858913,-0.074259,1.367091,-1.027823,0.323767,0.237639,1.257752,2
-1.991026,-0.029459,-0.543123,0.097964,1.278328,1.571491,-1.678696,-1.682044,1.712663,2.03537,1.568269,1.522298,-1.055846,0.323767,0.864159,4.227947,2
0.135216,-0.297018,-1.301845,-0.219478,-0.500418,-0.906154,-0.159335,0.226532,0.664599,-0.748772,-0.320845,-0.457933,-0.113106,-0.317744,-0.999419,-0.997878,2
-0.637963,0.184588,-1.075642,-0.056543,-0.124498,1.514767,-0.241174,-1.356593,1.486572,1.657201,3.58274,-0.918203,-0.437212,0.323767,0.59565,0.195618,2
0.231863,-0.297018,-0.446515,-0.136193,0.565913,1.396762,-1.527471,-1.172722,1.499984,1.229818,1.1569,1.741729,-1.207568,-0.317744,-0.008494,0.296055,2
0.231863,-0.022078,-0.275685,-0.153874,0.130395,-0.101762,-0.504482,-0.531014,0.655019,-0.651315,0.093474,0.617814,-0.595162,0.323767,-0.324951,-0.198466,2
0.135216,-0.137405,-0.331058,0.019141,-0.415148,0.270933,0.584334,0.246758,-0.402625,-0.649373,-0.315929,-0.645252,0.511897,0.323767,0.100188,2.812108,2
0.231863,-0.197375,-0.20264,0.042606,1.566228,1.034319,-1.468761,-1.694915,1.634106,2.858082,0.223158,2.951276,-1.721185,0.003012,1.068737,1.890535,2
0.231863,-0.297018,0.371114,-0.230219,-0.234523,0.544759,-0.399515,0.094145,0.158769,-0.632213,-0.416116,0.938933,-0.700602,-0.317744,-0.254627,-0.146075,2
0.231863,-0.297018,0.599674,-0.140158,0.355947,2.039638,-1.463423,-0.96311,1.074627,-0.341139,0.44949,0.018393,-0.059748,-0.317744,0.659581,0.255676,2
0.038568,-0.297018,-1.412591,-0.204605,-0.43532,-0.314763,0.507832,-0.086048,0.396356,-0.751686,-0.655426,-0.939611,1.337025,-0.317744,-0.497563,-0.363562,2
0.231863,0.271314,-0.525451,0.123908,-0.082321,1.843039,-1.317536,-1.154335,1.415679,1.014184,1.668063,0.034449,-0.312099,1.606789,1.023986,0.953117,2
0.231863,-0.297018,-0.572576,-0.233028,-0.56735,-0.724135,0.408202,0.932594,-0.243596,-0.742296,-0.643431,-0.880739,0.965788,-0.317744,-0.935488,-0.918141,2
0.038568,1.027861,-0.332236,0.109201,0.773127,2.033259,-2.022064,-1.731689,1.818044,2.146101,2.790972,0.157544,-0.177927,1.927544,-0.494367,0.992985,2
0.231863,-0.215827,-0.140199,-0.20444,-0.236357,-0.444614,0.354828,0.45637,-0.302992,-0.708947,-0.637336,-0.516805,-0.104614,0.003012,-0.58387,-0.31296,1
0.231863,-0.297018,0.147268,-0.228732,-0.227188,-1.18203,1.080706,0.91053,-0.446694,-0.73323,-0.6745,-0.82722,0.620593,-0.317744,0.260015,-0.563671,1
0.231863,-0.297018,2.778056,-0.272027,-0.662706,-1.308919,1.61266,2.732686,-3.37246,-0.710566,-0.765741,-0.939611,2.727147,-0.317744,-0.996222,-0.704488,1
0.231863,-0.297018,-0.029454,-0.269878,-0.598524,-1.060608,2.356329,0.862724,-1.18053,-0.649696,-0.749223,-0.816516,-1.748218,-0.317744,-0.200286,-0.420809,1
0.231863,-0.297018,-0.256835,-0.146603,-0.22077,-0.90342,1.029112,0.557499,-0.730265,-0.707005,-0.690822,-0.581029,0.196282,-0.317744,-0.142748,-0.64673,1
0.231863,-0.297018,-0.126061,-0.276323,-0.575602,-1.271103,2.427493,2.061559,-2.416365,-0.756218,-0.729068,-0.923555,1.492285,-0.317744,-0.567887,-0.715733,1
0.32851,-0.297018,0.513669,-0.268722,-0.401395,-1.066759,1.354689,1.495238,-1.253339,-0.723517,-0.685611,-0.923555,2.068318,-0.317744,-0.836396,-0.919675,1
0.231863,-0.245351,0.816452,-0.202127,-0.151087,0.311255,-0.981284,-1.121239,1.170429,-0.431148,1.272818,-0.634548,0.867424,0.003012,-0.129962,-0.190543,1
0.231863,-0.297018,0.366402,-0.261946,-0.511421,-1.10822,1.33334,1.22311,-1.780245,-0.734525,-0.717958,-0.891443,1.67571,-0.317744,-0.209876,-0.576193,1
0.231863,-0.297018,1.548077,-0.209563,-0.361052,-0.412493,0.144893,0.862724,-0.699609,-0.687578,-0.543834,-0.682716,0.736649,-0.317744,-0.535922,-0.758923,1
0.231863,-0.297018,-0.769326,-0.248396,-0.510504,-0.383789,0.475808,0.01692,-0.188031,-0.719308,-0.323893,-0.516805,-0.015449,-0.317744,-0.612638,0.35918,2
-0.831258,0.477981,-0.870646,0.005095,0.058878,0.325607,-0.778466,-1.112045,1.225993,0.495172,1.215695,0.419791,-0.928043,0.644523,0.28239,0.509709,2
0.231863,-0.297018,-0.717488,-0.234681,-0.472912,-1.104119,0.402864,0.757918,-0.067322,-0.757514,-0.692985,-0.907499,0.207039,-0.317744,-0.484777,-0.75739,2
0.135216,-0.163238,-1.226444,-0.191055,-0.265697,0.570273,-1.411829,-1.163529,1.542137,0.766172,2.857141,0.746262,-1.185064,0.003012,0.883338,1.780897,2
0.038568,-0.297018,-1.279461,-0.238977,-0.432569,-0.793389,1.098497,0.450854,-0.218687,-0.738087,-0.697016,-0.843276,0.339937,-0.317744,-0.523136,-0.658741,2
0.231863,-0.297018,-0.791711,-0.264921,-0.618696,-1.185219,1.223035,1.831721,-0.889295,-0.760104,-0.732017,-0.923555,0.965505,-0.317744,-0.954667,-0.929386,2
0.231863,-0.297018,0.979035,-0.134705,-0.126331,-0.066224,-1.125392,-0.185338,0.377195,-0.605339,-0.034931,2.09496,-1.331125,-0.317744,-0.216269,-0.591016,2
0.135216,-0.297018,-1.072108,-0.237655,-0.557265,-1.008212,1.021995,1.156916,-0.343229,-0.755571,-0.70557,-0.902147,0.540062,-0.317744,-0.25143,-0.174698,2
0.231863,-0.297018,-0.070688,-0.162963,0.373368,0.359095,-1.769431,-1.255464,1.668594,1.239207,0.492062,1.126252,-1.116563,-0.317744,-0.302575,-0.400619,2
0.038568,0.550868,-1.863819,-0.253354,-0.456408,-0.157803,-1.125392,-1.932107,1.720327,1.740087,2.006283,-0.950315,-0.594029,0.003012,-0.443222,0.578712,2
0.231863,-0.297018,0.612633,-0.249718,-0.635199,-0.767418,1.826153,1.910785,-1.653788,-0.748124,-0.730248,-0.623845,0.583512,-0.317744,0.023471,-0.439721,2
0.231863,-0.297018,0.128417,-0.210554,-0.541678,-0.757623,0.146672,0.051855,-0.849059,-0.265699,-0.53528,-0.495397,0.096927,-0.317744,-0.580673,-0.516391,2
0.231863,-0.297018,0.507779,-0.000193,0.018536,-0.611142,-0.047251,-0.429886,0.60137,0.093691,-0.614526,1.816657,-1.08387,-0.317744,1.372407,0.145271,2
-0.541316,4.233033,-1.167537,12.274451,-0.011721,1.211554,-1.064903,-1.950494,1.348619,0.969179,0.022291,-0.581029,-0.528783,1.286033,0.330338,0.361225,2
-0.251374,-0.297018,-1.065039,0.00212,0.328441,0.223776,-0.32835,-1.209496,1.210665,-0.125505,0.177931,-0.72018,0.434763,-0.317744,0.790639,0.087002,2
0.231863,-0.243506,1.471498,-0.087279,1.12796,4.072829,-1.902864,-1.569883,1.530641,0.109556,1.982391,-0.377654,0.223315,0.003012,-0.516743,1.172137,2
0.231863,-0.297018,1.175784,-0.266739,-0.493083,-0.764685,-0.566751,1.083368,-1.080897,-0.656819,-0.358698,0.104024,-0.24105,-0.317744,-1.015401,-0.926831,1
0.231863,-0.297018,0.613811,-0.247239,-0.63795,-0.769241,1.75321,1.817011,-1.513918,-0.748124,-0.730346,-0.623845,0.58238,-0.317744,0.010685,-0.481634,1
0.231863,-0.297018,-0.564329,-0.233193,-0.627864,-0.851708,1.868852,1.750818,-1.640376,-0.760104,-0.721694,-0.795108,0.664043,-0.317744,0.06183,-0.529425,1
0.231863,-0.297018,-0.996707,-0.186759,-0.242775,-1.04375,0.997087,0.506015,0.158769,-0.743591,-0.728675,-0.607789,-0.251948,-0.317744,-0.750089,-0.715988,1
0.231863,-0.297018,1.89445,-0.289212,-0.548096,-1.047851,1.794129,1.612915,-2.121297,-0.708947,-0.726807,-0.928907,2.330859,-0.317744,-0.973847,-0.793681,1
0.231863,-0.297018,0.078935,-0.2246,-0.571935,-0.719579,0.61102,0.757918,-1.090477,-0.729669,-0.591027,-0.85398,0.623141,-0.317744,-0.289789,-0.551915,1
0.231863,-0.131869,1.013201,0.04211,-0.594857,-0.894536,1.808362,2.4863,-1.663368,-0.723517,-0.741358,-0.939611,2.644634,0.644523,1.63772,1.813098,1
0.231863,-0.297018,0.894209,-0.23402,-0.133666,-0.627316,-0.828281,-0.212919,-0.885463,-0.376107,-0.604399,-0.655956,0.662345,-0.317744,-0.292985,-0.358706,1
0.135216,-0.297018,-1.221732,-0.235011,-0.653537,-1.204355,1.082485,1.077852,-0.266588,-0.77435,-0.636549,-0.650604,0.038616,-0.317744,-0.078818,-0.704999,1
0.231863,-0.297018,3.242243,-0.146603,-0.332629,-0.848746,-0.14866,0.752401,-1.324232,-0.566162,-0.652477,-0.463285,0.307667,-0.317744,-1.092118,-1.008868,1
0.231863,-0.297018,2.029936,-0.236994,-0.410564,-0.8369,-0.159335,0.824111,-2.071481,-0.69632,-0.749125,-0.415117,0.271577,-0.317744,-0.456008,-0.678931,1
0.32851,-0.297018,2.534181,-0.295161,-0.538927,-1.264497,2.676569,2.76946,-2.634791,-0.720927,-0.75119,-0.934259,2.39469,-0.317744,-0.97065,-0.872139,1
0.231863,-0.297018,0.88714,-0.290534,-0.514171,-1.214379,1.65358,2.041333,-2.071481,-0.733878,-0.726807,-0.543565,0.465192,-0.317744,-0.746893,-0.91763,1
0.135216,-0.297018,-0.882427,-0.232037,-0.446322,-0.495871,0.466912,0.432467,-0.027085,-0.758161,-0.710879,-0.928907,1.302633,-0.317744,0.250425,-0.077583,1
0.231863,-0.297018,-0.181434,-0.199978,-0.5646,-1.170639,1.760326,1.471335,-1.839642,-0.753628,-0.744111,-0.795108,0.489677,-0.317744,0.557292,-0.274369,1
0.231863,-0.297018,0.236806,0.736318,-0.676459,-1.266547,3.064415,2.68488,-3.027576,-0.753952,-0.745389,-0.7737,0.713013,-0.317744,1.810332,-0.281014,1
0.231863,-0.297018,0.702172,-0.218486,-0.476579,-0.820498,0.393969,1.1514,-0.262756,-0.706033,-0.552781,-0.158223,-0.052813,-0.317744,0.170512,-0.34465,1
0.135216,-0.297018,-1.047367,-0.253023,-0.376639,-0.621165,0.463354,-0.385757,0.133861,-0.738087,-0.647069,0.692742,-1.005603,-0.317744,-0.909916,-0.721866,1
0.135216,-0.297018,-0.816452,-0.176678,-0.603109,-1.204811,1.577078,1.653367,-1.28208,-0.755895,-0.744701,-0.907499,0.982489,-0.317744,-0.945078,-0.897441,1
