A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,Class
0.287742,-0.162443,1.023806,0.154295,0.420608,1.390955,-1.386299,-1.13195,1.11767,2.26425,2.345888,0.284788,0.175075,0.991786,1.187635,1.150311,2
0.287742,-0.306651,-0.678815,-0.299523,-0.213378,0.039945,0.827607,-0.141152,0.190055,-0.426916,-0.104153,-0.91893,0.554638,-0.377195,-0.465959,-0.236222,2
-0.007393,4.170795,-1.687433,-0.339809,-0.43079,0.408284,-0.101371,-0.621037,0.351046,-0.659812,-0.116791,-1.35074,0.293925,0.535459,-0.773328,0.479922,2
0.189364,-0.306651,-1.476456,-0.324869,-0.482927,-0.844617,0.741413,0.053284,-0.122344,-0.953909,-0.479739,-1.262849,0.751406,-0.377195,-0.470725,-0.497558,2
0.287742,-0.306651,-0.399363,-0.289919,-0.083557,-0.31411,0.071016,-0.434875,0.004149,-0.391672,-0.243312,-1.102354,0.725927,-0.377195,-0.611304,-0.32242,2
0.287742,-0.306651,-0.578879,-0.389433,-0.379695,-0.457666,0.58818,0.173255,-0.507573,-0.643619,-0.465823,-0.980071,0.685817,-0.377195,-0.642279,-0.458486,2
0.189364,-0.306651,-0.304979,-0.400639,-0.454773,-0.666723,0.985629,0.406993,-0.551654,-0.577893,-0.564512,-0.888359,0.852009,-0.377195,-0.306318,-0.163734,2
0.287742,-0.306651,0.43344,-0.314197,-0.124224,-0.010263,-0.675998,0.241515,0.446874,0.085075,-0.153711,-0.097344,0.103568,-0.377195,-0.182418,-0.107697,2
-0.007393,4.563517,-0.086599,1.268964,2.188574,2.624523,-1.355972,-1.729738,1.261412,1.627953,0.678826,1.396795,-1.763507,1.448114,2.917476,1.979215,2
0.189364,-0.210046,0.055903,6.13984,-0.235276,0.346967,-0.650459,-0.6169,0.918348,0.824485,-0.335185,0.384143,-1.960275,0.079132,2.581515,0.861385,2
0.189364,-0.306651,-0.475241,-0.277646,-0.227977,0.724395,-0.364742,-1.14436,0.579117,1.431254,-0.118637,-0.957143,0.396994,-0.377195,-0.344441,-0.157565,2
0.287742,-0.035736,0.95348,0.08893,0.203718,1.115386,-1.106967,-1.049211,0.964345,1.588185,1.137055,0.697492,-0.447283,0.991786,0.046321,0.214474,2
0.287742,-0.306651,-1.346909,-0.269642,-0.375003,-0.250196,-0.104564,-0.852706,1.175167,1.089291,-0.190914,-1.259028,-0.809586,-0.377195,0.063,-0.266212,2
0.189364,-0.306651,-0.913851,-0.17413,-0.432354,-0.716066,1.287308,1.184737,-0.992462,-0.943431,-0.559258,-0.743149,-0.376598,-0.377195,0.227407,-0.355151,2
0.287742,-0.306651,0.220613,-0.225621,-0.341114,0.116556,0.717471,0.535238,-0.233505,-0.674338,-0.397522,-0.957143,1.481108,-0.377195,-0.363503,-0.286947,2
-4.237655,0.307983,0.231717,0.475516,1.622888,3.814231,-1.956137,-1.419467,1.477983,1.256224,3.521209,0.273324,0.196774,0.991786,0.286974,6.044391,2
0.090986,0.000666,-0.950864,-0.274178,-0.426619,-0.28814,0.101344,-0.145289,0.002232,-0.511454,-0.168194,0.05933,-0.104871,0.535459,0.17737,0.159122,2
0.189364,-0.306651,-0.103255,-0.343544,-0.460508,-0.659221,1.185152,1.548788,-1.124705,-0.924856,-0.524611,-1.266671,1.183901,-0.377195,-0.318232,-0.475451,2
0.287742,-0.306651,-0.064391,-0.429186,-0.554354,-0.9736,2.380694,2.924321,-2.767197,-0.951051,-0.620318,-1.041212,1.050914,-0.377195,-0.399244,-0.652302,2
0.287742,-0.306651,0.879453,-0.409976,-0.468328,-0.697021,-0.101371,0.487663,-0.045682,0.033162,-0.424928,0.208362,0.141212,-0.377195,-0.137146,-0.220971,2
0.287742,-0.306651,-0.112509,-0.157855,-0.386995,-0.811722,0.252981,0.884809,0.255218,-0.415485,-0.58922,1.102552,-1.409753,-0.377195,1.166191,0.62387,2
0.189364,-0.168744,-0.912,-0.089556,-0.276985,0.043264,-0.454128,-1.043005,1.098505,0.715181,0.406615,-1.113818,0.632063,0.079132,-0.02516,0.319693,2
0.189364,0.209977,-0.347544,0.131351,0.045743,0.83621,-1.201142,-1.23951,1.196249,1.267416,2.259695,-0.322803,0.478035,2.360768,-0.747118,0.802606,2
-5.221437,0.564897,0.540779,0.423758,-0.367183,-0.57958,0.623296,0.733811,-0.520989,-0.570749,-0.40164,-1.220815,2.444399,0.535459,0.241703,0.467583,2
0.287742,-0.228247,-0.349395,0.137754,-0.344242,0.472343,-0.063063,-0.147358,0.320381,-0.383813,-0.243738,0.212183,-0.493311,0.079132,3.158129,1.26547,2
0.189364,-0.306651,-0.924955,-0.289118,-0.127874,-0.446701,0.375887,-0.527956,-0.168342,-0.5617,-0.471787,-0.701114,0.93864,-0.377195,0.284592,-0.280778,2
0.189364,-0.306651,-0.706575,-0.394502,-0.377089,-0.123376,0.130075,-0.63138,0.224553,-0.075428,-0.247856,0.196898,0.017924,-0.377195,-0.473107,-0.254045,2
0.189364,-0.306651,-0.593684,0.082527,-0.452687,-0.764543,1.162806,0.578676,-0.179841,-0.93081,-0.521629,-1.323991,1.619355,-0.377195,0.699182,-0.210517,2
-0.204149,-0.306651,-1.013787,-0.290986,-0.248831,-0.245002,0.468466,-0.654133,0.673028,0.808054,-0.483005,0.571388,-1.289588,-0.377195,-0.561267,-0.428497,2
0.090986,-0.306651,-1.554184,-0.297922,-0.455294,-0.903626,1.130882,-0.337657,0.924098,-0.665051,-0.567352,-1.262849,-0.545421,-0.377195,-0.160973,-0.451117,2
0.189364,-0.306651,-0.941611,-0.410243,-0.520465,-0.743479,1.327213,0.909631,-1.151537,-0.94605,-0.552158,0.189255,-0.343557,-0.377195,-0.551736,-0.432781,2
0.287742,-0.306651,0.226165,-0.03593,0.3643,-0.210664,-1.676804,-0.954061,1.382155,1.448399,0.007884,2.004386,-1.543726,-0.377195,-0.544588,-0.464655,2
0.189364,-0.306651,-0.160626,-0.416379,-0.333293,-0.630654,0.916994,1.143368,-0.864053,-0.92438,-0.509701,-0.762255,0.853324,-0.377195,-0.725674,-0.221999,2
0.287742,-0.190445,0.670327,0.9971,-0.052796,0.493841,-1.346395,-0.923034,1.11192,1.666293,0.615495,0.964985,-0.740873,0.535459,4.783131,0.480264,2
0.189364,-0.306651,-0.512254,-0.305126,-0.447995,-0.807393,1.379887,1.095793,-0.890885,-0.927476,-0.592628,-1.075604,0.960996,-0.377195,0.408492,-0.204862,2
0.090986,-0.306651,-1.585646,-0.293387,-0.161763,-0.62142,0.005573,-1.146429,0.657696,-0.00113,-0.396102,-1.316348,0.190363,-0.377195,-0.196714,-0.357208,2
0.287742,-0.306651,-0.645503,0.230598,-0.353627,0.010946,1.16919,-0.165974,0.665362,-0.704105,-0.54875,-0.540618,0.585707,-0.377195,1.72136,0.074124,2
0.287742,-0.306651,0.712892,-0.399838,-0.37761,-0.648689,0.128479,0.179461,-0.515239,-0.863894,-0.568914,1.969994,-1.50641,-0.377195,-0.222924,-0.29106,2
0.189364,-0.187645,-1.082262,-0.268308,-0.447995,-0.551734,0.827607,0.0719,-0.231588,-0.891041,-0.371394,-1.216993,1.036284,0.079132,-0.301553,-0.159793,2
0.287742,-0.306651,0.178047,-0.351815,-0.319216,-0.507874,0.265751,0.411129,-0.30825,-0.888422,-0.498483,0.219826,-0.170296,-0.377195,-0.575563,-0.527547,2
0.189364,-0.306651,-0.321635,-0.289652,-0.173233,0.215386,-0.771769,-0.581736,0.76119,0.386078,0.379919,0.514068,-0.41753,-0.377195,-0.456428,-0.342127,2
0.287742,-0.306651,-0.356798,-0.330471,-0.506388,-0.848368,1.847568,1.664623,-2.794029,-0.942478,-0.576582,-1.09089,1.167463,-0.377195,-0.156208,-0.457458,2
0.090986,0.162375,-0.408617,0.097201,-0.41202,0.005896,0.187538,1.033739,-0.44241,-0.917236,-0.145049,-0.651437,0.77031,1.904441,0.756366,0.480093,2
0.287742,-0.306651,0.370517,-0.416913,-0.50326,-0.913725,1.472465,1.523967,-1.99674,-0.929143,-0.577718,-0.418336,0.112445,-0.377195,-0.284874,-0.471681,2
0.287742,-0.306651,0.984941,-0.385698,-0.25978,-0.745354,-1.204334,-0.596216,0.860851,1.28361,-0.565932,2.141953,-2.002358,-0.377195,-0.530292,-0.589753,2
0.287742,-0.306651,-0.19764,-0.30646,-0.367704,1.544177,0.391849,0.568333,-0.534404,-0.901043,-0.426348,-0.68965,0.346199,-0.377195,-0.401626,0.329118,2
0.287742,-0.306651,0.729548,-0.138913,0.67243,2.264696,-1.035139,-1.175388,0.887683,-0.558604,-0.176004,-0.013275,-0.05572,-0.377195,-0.461194,-0.47151,2
0.287742,-0.306651,0.550033,-0.396103,-0.434961,-0.688653,0.937744,1.474323,-1.431354,-0.923189,-0.548466,-0.288411,0.372501,-0.377195,-0.268195,-0.291231,2
0.090986,-0.306651,-1.326551,-0.187736,-0.485534,-0.72227,0.8308,0.4918,-0.028433,-0.937954,-0.507003,-1.255207,0.848722,-0.377195,0.594343,-0.113695,2
0.189364,-0.306651,-1.448696,-0.367556,-0.361969,-0.718951,0.854742,0.22083,-0.315917,-0.936049,-0.574026,-1.216993,-0.020542,-0.377195,-0.508848,-0.377429,2
0.287742,-0.306651,-0.974923,-0.18827,0.41018,-0.148336,-1.312875,-1.291222,1.288244,1.505552,-0.326239,1.801855,-2.057262,-0.377195,-0.71376,-0.497558,2
-7.877649,-0.306651,-1.644868,0.161232,0.536352,0.89695,-2.359971,-2.029666,1.508648,1.645813,3.730373,-1.354561,-0.703887,-0.377195,-0.094258,-0.391824,2
0.287742,0.064369,-0.458585,1.103018,-0.325994,-0.281215,0.260962,0.251857,0.99501,-0.891279,-0.24885,-1.346918,2.221165,1.904441,2.10021,0.464841,2
0.189364,-0.306651,-0.854629,-0.048202,0.138547,0.045716,-1.386299,-1.376029,1.550813,1.945149,-0.152149,1.626074,-1.839617,-0.377195,-0.32538,-0.33373,2
0.287742,-0.306651,1.33657,-0.312063,-0.473021,-0.692837,1.662411,1.863196,-2.153898,-0.889374,-0.462557,-0.773719,1.053544,-0.377195,-0.077579,-0.145055,2
0.287742,-0.306651,1.349524,-0.478809,-0.514209,-0.829323,1.223461,1.284024,-2.575541,-0.885564,-0.593764,-1.025927,1.36571,-0.377195,-0.854339,-0.561478,2
0.189364,-0.306651,-1.444995,-0.181066,0.194855,-0.484501,-0.811673,-1.347071,1.345741,0.367504,-0.107277,0.00201,-0.563174,-0.377195,-0.160973,-0.200064,2
0.189364,-0.306651,-0.717679,-0.352882,-0.462072,-0.245146,0.154018,-0.612764,0.462207,-0.454063,-0.112531,-0.957143,0.944229,-0.377195,-0.046604,-0.38,2
0.189364,-0.306651,-0.862032,-0.361153,-0.379174,-0.827592,0.233827,-0.352136,0.237969,-0.045899,-0.576156,2.107561,-1.845535,-0.377195,-0.751883,-0.619743,2
0.287742,-0.220547,-0.110658,-0.435055,-0.422448,0.597576,0.423773,-0.06255,-0.421327,-0.281177,-0.367418,-0.51769,0.354418,0.079132,-0.573181,8.209617,2
0.189364,-0.306651,-0.647354,-0.42385,-0.425576,-0.589391,0.422177,0.417335,-0.214339,-0.915093,-0.54662,1.35476,-1.259505,-0.377195,-0.728056,-0.48402,2
0.287742,-0.306651,0.453798,-0.226421,0.030623,-0.307329,-0.256201,-0.066687,0.096144,0.228909,-0.482295,1.603146,-1.413533,-0.377195,-0.206245,-0.42764,2
0.090986,0.093771,-1.252524,-0.376894,-0.292105,-0.568471,0.270539,-0.759625,0.847435,-0.3369,-0.287047,-1.308705,-1.758905,0.535459,-0.454046,-0.098614,2
0.287742,-0.306651,0.370517,-0.330471,-0.425576,-0.827448,0.803664,1.133026,-0.944548,-0.729824,-0.56863,-0.475656,0.599844,-0.377195,-0.868636,-0.584955,2
0.287742,-0.306651,0.751756,-0.331272,-0.321302,-0.666435,0.12369,0.411129,-0.377247,-0.90652,-0.445091,-0.704935,0.941928,-0.377195,-0.070431,0.285591,2
-0.794418,3.102536,0.620359,0.578766,1.158868,0.470179,-1.946559,-1.566328,1.493316,1.867517,1.912367,0.483497,0.124281,0.991786,0.777811,0.137358,2
0.189364,-0.306651,-1.250674,-0.230423,0.014982,-0.546396,0.181153,-0.654133,0.707526,-0.937954,-0.526315,0.349751,-0.709969,-0.377195,-0.842426,-0.58804,2
0.189364,-0.306651,-0.391961,-0.198675,-0.378653,-0.303578,0.592968,0.39665,-0.001601,-0.916283,-0.448357,0.093722,-0.166515,-0.377195,1.263882,0.942614,2
0.090986,-0.306651,-1.002683,-0.240295,-0.382302,-0.662972,1.054265,0.984096,-0.522905,-0.945098,-0.589646,-0.261662,0.349816,-0.377195,-0.1848,-0.242906,2
0.287742,-0.255548,2.18788,-0.239761,0.069726,1.042237,-1.44855,-0.5776,0.659612,1.986347,0.024071,0.92295,-0.193638,0.079132,-0.027542,3.331132,2
0.287742,-0.306651,1.042312,-0.412911,-0.442781,-0.656191,0.81803,0.752427,-1.289529,-0.02542,-0.541508,-0.995356,1.005544,-0.377195,-0.451663,-0.497386,2
0.189364,-0.306651,0.672177,-0.198141,-0.014215,-0.538172,0.227442,-0.391437,0.178556,0.47395,-0.506293,0.017295,-1.814466,-0.377195,-0.515996,-0.348297,2
0.287742,-0.306651,0.612956,-0.344345,-0.395858,-0.608435,1.150036,1.031671,-1.348942,-0.916045,-0.546762,0.502604,-0.114241,-0.377195,-0.761414,-0.557536,2
-6.992245,0.646801,1.497578,1.081941,3.20681,2.170195,-1.727882,-1.653204,1.508648,2.419038,3.282794,0.857987,-0.136268,1.448114,5.36451,1.972189,2
0.287742,-0.306651,1.140398,-0.371024,-0.493354,-0.83293,0.704701,0.822755,-1.072958,-0.687674,-0.512115,0.101365,-0.033693,-0.377195,-0.342059,-0.104441,2
0.287742,-0.306651,0.274282,-0.381429,-0.252481,-0.661818,0.141248,0.835166,-0.243087,-0.916522,-0.493655,0.517889,-0.197255,-0.377195,-0.820982,-0.627625,2
0.287742,-0.306651,0.646268,-0.327537,-0.254567,-0.63253,0.902628,0.783454,-1.078707,-0.846986,-0.547188,1.136944,-0.563832,-0.377195,-0.392095,-0.580842,2
0.189364,-0.306651,-0.871285,-0.32647,-0.441217,-0.761657,-0.058275,-0.304561,0.092311,-0.18759,-0.5736,2.061705,-2.171016,-0.377195,-0.871018,-0.690517,2
0.287742,-0.306651,0.785069,-0.093291,-0.04289,0.143536,-1.038331,-0.908555,0.908765,1.700823,-0.412716,1.725429,-1.674904,-0.377195,0.30127,-0.115751,2
0.287742,-0.306651,1.63823,-0.41718,-0.396379,-0.58059,-0.948945,-0.182522,0.09806,-0.756018,-0.53952,2.000564,-1.356821,-0.377195,-0.849574,-0.482306,2
-0.400905,1.466546,-1.21181,1.089145,2.288156,1.694369,-2.205141,-1.963475,1.608309,2.123274,3.463984,0.323002,-0.530297,1.448114,2.028729,0.12125,2
0.287742,-0.306651,0.905362,-0.296055,-0.30149,-0.39505,0.299271,0.082243,-0.122344,-0.083286,-0.287757,-0.968607,0.583899,-0.377195,-0.680402,-0.390282,2
-0.204149,-0.196045,1.499429,-0.269375,0.013939,0.694674,-1.194757,-0.63138,0.674945,1.556751,0.609105,0.861809,-0.315776,0.535459,-0.732822,-0.433295,2
0.287742,-0.28075,2.495092,-0.376093,-0.314524,1.163719,-0.088602,-0.256987,0.186222,0.057213,-0.267735,1.396795,-0.59227,0.079132,-0.101406,7.991295,2
0.189364,-0.306651,-1.302493,-0.24483,-0.353627,-0.565585,-0.257797,-0.747214,0.774606,0.121748,-0.468237,1.186622,-1.620822,-0.377195,-0.68755,-0.640649,2
0.090986,-0.306651,-1.346909,-0.273111,-0.272293,-0.228987,-0.709517,-0.976814,1.037175,0.068882,-0.482863,2.031135,-2.199619,-0.377195,-0.654193,-0.45643,2
0.189364,-0.235247,0.191002,-0.083953,-0.073651,1.462949,-0.939368,-1.198141,0.671112,0.923311,0.367424,1.022304,-0.64175,0.079132,-0.244368,1.339158,2
0.287742,-0.306651,-0.201341,0.487522,3.173443,0.720355,-1.6369,-1.56426,1.447318,0.68851,0.488122,-0.682008,0.844448,-0.377195,-0.370651,-0.4177,2
0.287742,-0.306651,0.220613,-0.374493,-0.486055,-0.937675,0.584987,0.831029,-0.733727,-0.929857,-0.610804,1.694858,-1.43589,-0.377195,-0.80192,-0.624198,2
0.090986,-0.306651,-1.663374,-0.388099,-0.502217,-0.219609,-0.569053,-0.614832,0.952846,-0.026372,-0.333197,-0.594117,-1.30093,-0.377195,-0.327763,0.362364,2
0.189364,-0.09734,-1.259927,1.223343,0.427907,0.359375,-1.892289,-1.826956,1.598727,1.445542,-0.085409,2.096097,-2.154906,0.079132,0.194049,-0.333559,2
0.189364,-0.037136,-1.343208,-0.027659,0.568677,1.293568,-1.770979,-1.816613,1.493316,1.178592,2.565701,-0.001811,-0.36279,0.535459,-0.006098,1.008076,2
0.287742,-0.306651,1.127443,-0.383297,-0.448516,-0.755598,-0.75421,0.483526,-1.124705,0.346071,-0.479881,-0.651437,0.826859,-0.377195,-0.711377,-0.226455,2
0.287742,-0.306651,0.507467,-0.159989,-0.303575,0.439737,0.787703,0.731742,-0.338915,0.071263,-0.444665,-0.005633,0.121322,-0.377195,-0.620835,-0.011903,2
0.090986,-0.306651,-1.839188,-0.257903,-0.103891,-0.349025,0.080593,-0.863048,0.820603,-0.8196,-0.437566,-1.274313,-0.008049,-0.377195,0.065383,-0.370917,2
0.189364,-0.306651,-1.080412,-0.262706,-0.05801,0.967502,-0.629708,-1.140224,1.230747,1.445303,-0.273557,-0.284589,-1.168108,-0.377195,-0.56365,-0.489161,2
0.287742,-0.306651,0.233567,-0.097559,0.075982,-0.570346,0.149229,0.034668,0.188139,-0.557414,-0.515239,0.804489,-0.666572,-0.377195,0.61817,-0.157908,2
0.189364,-0.306651,-1.097068,-0.42385,-0.474063,-0.586361,0.727048,1.30264,-0.352331,-0.917236,-0.494223,-1.132924,0.519789,-0.377195,-0.749501,-0.517436,2
0.287742,-0.236647,0.716594,-0.230157,-0.226934,0.381737,0.179557,-0.542436,-0.317833,0.050546,0.067665,-0.563546,0.823571,0.079132,-0.594625,-0.351724,2
0.090986,-0.172944,-1.422787,-0.075149,0.082239,0.40511,-1.300105,-1.504274,1.401321,1.173353,0.031597,1.079624,-1.880549,0.079132,0.348924,0.296559,2
-0.105771,-0.306651,-1.271031,-0.413711,-0.414106,-0.797005,0.924974,0.020189,-0.072514,-0.930571,-0.501891,-1.12146,0.992065,-0.377195,-0.747118,-0.594552,2
-2.86036,2.389197,-1.043398,0.267416,0.704755,1.725966,-1.170814,-1.38844,1.477983,0.488714,0.499908,1.09491,-0.786901,0.079132,0.127333,-0.37126,2
0.189364,-0.306651,-0.871285,-0.395836,-0.310353,-0.626758,-0.182777,-0.660338,0.088477,-0.463588,-0.402066,1.587861,-1.273314,-0.377195,-0.530292,-0.510582,2
0.090986,-0.306651,-1.565288,0.214591,-0.155506,-0.092357,-0.795711,-1.156771,1.29591,-0.926047,-0.146185,-1.316348,1.559519,-0.377195,1.568867,0.054417,2
0.189364,-0.306651,-0.066242,-0.384631,-0.251438,-0.390289,0.066228,0.109133,-0.007351,-0.580989,-0.234792,-0.57501,0.551022,-0.377195,-0.692316,-0.374173,2
0.287742,-0.306651,0.616657,-0.410777,-0.428183,-0.387692,-0.080621,-0.182522,-0.206673,-0.329518,-0.413,-0.273126,0.169815,-0.377195,-0.26343,-0.126547,2
-0.204149,1.864868,1.234783,2.877205,0.153145,0.519955,0.288097,-0.172179,0.209221,-0.050424,-0.141925,-0.888359,1.669656,3.273423,-0.799537,3.752695,2
0.090986,0.233078,-1.491261,-0.190938,-0.169583,0.828275,-1.320856,-1.237442,1.249913,0.744948,1.226372,-0.510048,-0.531612,1.448114,0.132099,0.205048,2
0.090986,-0.306651,-1.417234,-0.231224,-0.13778,-0.404283,0.565833,-0.585873,0.788022,-0.668623,-0.419816,-1.209351,0.58094,-0.377195,-0.518379,-0.525491,2
0.090986,-0.306651,-1.300642,-0.346212,-0.439132,-0.122655,-0.102968,-0.964404,0.860851,0.70375,-0.127015,-1.297241,-0.969532,-0.377195,-0.103789,-0.119007,2
0.189364,-0.306651,-1.256226,0.21379,-0.219113,-0.535864,-0.267375,-0.900281,1.179,-0.918903,-0.363584,-0.739327,0.555789,-0.377195,3.55604,-0.069996,2
0.189364,-0.306651,-0.510404,-0.387032,-0.196173,-0.889487,0.704701,0.785523,-0.528655,-0.95248,-0.57005,-1.323991,2.034754,-0.377195,-0.280109,-0.61186,2
