A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,Class
-1.034766,0.829652,1.883443,0.708004,1.260248,1.150459,2.374163,1.945034,1.790561,-0.006707,-0.920451,-1.303649,-1.837199,-0.583122,-1.337661,-1.870075,-0.444045,-0.222122,0.486952,-1.38371,-1.0115,1
-0.123901,-0.17421,0.088874,1.808668,1.828745,1.576887,0.67932,1.131885,-0.124855,-0.424527,-0.748752,-1.146924,-2.41296,-2.098931,-1.232268,-0.484587,-0.891678,-1.264517,-0.751864,-2.114828,-1.693441,1
-1.311986,-0.417866,-0.412148,2.036954,0.699041,0.242579,1.03845,1.195522,-0.364282,-2.707062,-0.970529,-1.844351,0.244397,-0.979458,0.026244,-0.450959,-0.17691,0.951598,-0.07368,-0.158852,-1.292299,1
-1.559503,-0.456851,0.580786,0.553096,1.034308,0.380136,0.187878,0.60864,-0.625475,-0.556063,-1.521397,-1.648444,-0.205877,-0.158974,0.751593,0.524263,1.844655,0.951598,0.532165,1.711669,0.49278,1
-0.510029,-0.573805,0.252845,-0.938915,-1.87377,-1.669472,-1.576271,-1.767171,-1.779077,-1.120894,-0.498357,-1.107743,0.192726,0.765809,1.098769,0.974883,1.620839,1.870875,-0.07368,0.031049,0.332324,1
-0.460525,-0.008524,0.088874,0.773229,0.910405,1.611276,2.802599,-0.37421,-0.63273,0.681923,-0.262271,-1.264468,-2.494157,-0.006002,-1.294264,-1.042818,-0.444045,-1.650285,0.297061,0.382365,-0.149046,1
-0.272412,-1.070863,0.316611,1.507005,1.682976,1.116069,0.767527,-0.975234,0.470085,-1.028045,-1.728866,-0.614059,-1.807673,0.355567,0.670999,-0.800694,-0.429606,1.206041,-1.267284,-0.965929,-1.49287,1
1.044382,-0.310657,-0.038659,1.44178,0.312755,-0.665301,0.490304,-1.10958,-0.9302,-1.229217,0.524682,0.318454,-0.88498,-1.215868,0.100639,-0.598924,0.631716,-0.008718,0.260891,-1.32674,-1.0115,1
-0.688241,0.26437,2.584874,-0.637252,-0.510836,-0.163216,-0.404372,-0.925738,-0.959221,-1.213742,-0.655748,-1.436866,-0.176351,1.25949,1.352951,1.775238,1.721917,1.468692,0.089084,1.816114,-0.409788,1
-0.262511,-0.261926,0.854071,2.566904,2.419106,1.693811,1.794514,1.393507,-0.052301,-0.470951,0.503219,-2.275344,-2.339145,-2.133698,-1.213669,-1.715385,0.068566,-1.166023,0.713014,-1.592601,-0.560216,1
-1.618907,0.49828,1.427969,0.145443,1.274825,0.249457,1.353476,-0.409564,-1.532395,-0.238829,-0.448279,1.07857,-2.442486,1.530667,-0.289934,-0.76034,1.043249,1.657472,-0.489633,0.268424,-1.412642,1
-1.104071,1.034323,0.462363,0.398188,0.633445,-0.300774,0.042966,0.742987,-1.111584,-0.850084,-0.999146,-1.993239,-2.088172,1.203864,-0.289934,-0.195383,0.804993,0.45092,1.345986,0.61974,1.876718,1
-0.95556,1.443664,-0.794746,-0.881844,0.524119,-0.981684,-0.870611,-1.816667,-0.828625,-0.084081,-0.054802,-1.366339,0.665145,1.843563,1.718726,0.773113,0.140764,2.166357,1.409283,1.170452,-0.560216,1
0.59885,-0.369135,-0.065987,0.373728,2.295203,1.604399,2.500173,0.27631,0.695001,0.039718,-2.437124,-0.183066,-2.324381,-1.007271,-1.250867,0.255236,-0.588443,-0.870541,0.622589,0.667216,-0.901186,1
-2.163446,0.040207,1.801458,1.857587,1.245672,1.796979,0.887237,-0.664116,0.593426,0.627761,-0.977684,0.247928,-1.128571,-1.827755,-0.407726,-1.136977,-0.234669,-0.386279,-0.028467,-1.478661,-1.723526,1
-1.717915,0.430056,1.327764,1.482546,1.165499,2.931829,1.863819,0.60157,0.890896,-0.788185,-1.364006,-1.068562,-2.021738,-0.930785,-2.2118,-2.361049,-1.512587,-0.936203,-0.146019,-1.06088,0.191924,1
-2.450567,0.508026,-0.19352,1.857587,1.150922,1.521864,2.059136,1.725837,1.101301,-0.710811,-0.140651,-1.593591,-1.305728,-1.452279,-0.085348,-0.719986,-0.16969,-0.361655,-0.715694,0.515295,-0.951329,1
-1.470397,-0.427612,0.708319,1.237954,0.247159,0.318235,0.654117,0.078325,-0.545666,0.983681,-0.426816,-0.943182,-0.12468,0.911827,-0.041951,0.504086,0.4079,1.148586,0.532165,-1.2128,0.843779,1
0.687956,-0.671268,0.644553,0.104677,0.254447,0.414526,-0.423273,-0.098446,-0.63273,-0.59475,0.217055,-0.018505,1.255669,1.356836,2.053502,2.50161,1.895194,1.009053,0.866736,-1.374215,-0.530131,1
-2.628779,-0.417866,-0.958717,0.096524,-0.867968,-0.610278,-0.687896,-0.04895,-2.860126,-3.055246,0.131205,0.216583,0.746342,2.302478,0.887984,2.898424,1.425902,0.746402,0.40557,2.518746,1.946918,1
0.31173,1.92123,-0.20263,-0.938915,-1.021025,-1.174264,-1.897598,-1.661108,-2.091057,0.349214,-0.097727,0.38898,-0.64877,2.163413,2.543268,1.169927,2.11901,0.623285,1.110882,0.591255,1.846633,1
1.331502,0.605488,-1.386863,0.120983,-0.488971,-0.823493,-1.002922,-0.140871,-2.555401,-1.60835,-0.577053,-1.029381,0.458462,0.091344,0.584205,0.645325,1.086568,2.149942,-0.290699,1.303383,0.322295,1
-0.38132,0.147416,0.899618,0.61832,0.997865,0.105021,1.265269,0.806625,-0.320749,0.310527,-0.569899,-0.324118,-2.154606,-0.089441,-0.413925,-0.074321,0.191304,1.444068,-0.616227,-0.244307,0.111696,1
-0.38132,0.215639,-0.585228,-1.534089,0.385639,-1.875808,-2.023608,-2.064147,-0.422324,-3.674238,-1.778945,-1.609263,1.617365,-0.026862,2.847047,1.681078,1.714697,1.493315,0.206636,2.461776,0.362409,1
0.450339,-0.067001,0.790305,1.433627,2.302492,2.044583,1.258968,2.036955,-0.763326,-0.269779,-1.442701,-1.068562,-1.933159,-0.638748,-1.523648,-1.843172,-1.028855,-0.509396,0.731099,0.591255,-0.349617,1
-0.688241,-1.158579,-0.257287,-0.963375,0.881251,0.242579,-0.908414,-0.303501,-0.560176,-0.277516,-2.222501,-2.588794,0.49537,-0.325852,0.571806,1.116122,0.617276,1.033676,-0.191232,-0.548148,-0.620387,1
-0.460525,0.634727,-0.694542,0.504178,1.733995,0.957878,1.945726,-0.034808,0.593426,0.68966,-0.634286,-2.761192,-2.922287,0.258222,-2.094008,-2.179456,-0.610102,0.94339,-1.421006,-0.776029,-0.349617,1
-0.411022,-0.710253,-0.257287,0.667239,-0.058955,-0.465843,0.061867,-0.657045,-1.800843,-0.331678,-0.584207,-0.073358,-0.383034,0.432053,0.869385,1.876123,2.617181,2.494671,1.255561,-0.310772,-1.212071,1
-1.381291,-0.183956,-0.676323,0.577555,1.282114,1.776346,1.51099,1.881396,0.883641,0.387901,-1.406931,-2.486923,-0.88498,-1.438372,-0.804498,-0.370251,0.155204,-1.001866,-0.146019,-0.291782,-0.098903,1
1.034481,0.079192,0.025108,0.096524,-0.948141,-0.562133,-0.637492,-1.59747,-2.098313,-1.569663,-0.670056,-0.574878,1.846193,1.322069,1.898513,2.198955,0.97105,1.821628,-0.07368,0.572265,0.091639,1
-0.25261,1.716559,1.801458,2.289699,1.901629,2.649836,2.046535,2.404641,1.159344,-0.238829,-0.197884,-0.872656,-1.099045,-2.627379,-0.792099,-0.955384,-0.992756,0.434505,0.025787,-0.158852,-1.141871,1
1.113686,-0.564059,0.353049,1.270566,-0.765931,0.944122,-0.152351,0.149034,-0.698028,1.161642,-0.956221,-0.927509,0.805395,0.369474,-0.717704,1.136299,-1.498147,0.524791,0.749184,0.5058,-3.869633,1
-1.242681,0.34234,1.100027,-0.245905,2.295203,1.714445,1.674804,0.311664,1.210132,-0.679861,-0.877526,-1.507392,-1.327873,-1.939007,-1.405856,-0.585472,-0.256329,-0.238538,0.423655,0.733681,-0.249332,1
-0.935759,-1.889546,0.753867,-0.441578,0.269024,1.164214,1.120357,0.205601,-0.647241,0.016505,-2.229655,0.161729,-1.527174,-1.939007,0.156435,-0.007065,0.025246,0.574038,-0.878458,0.56277,-1.262214,1
-0.866454,1.92123,-0.694542,-1.631926,-1.115775,-0.163216,-1.727484,-0.21158,-0.502133,-0.625699,-1.24954,-0.762948,0.547041,0.807529,1.762123,1.169927,1.512541,0.951598,1.092797,-0.510168,-0.409788,1
1.173091,0.527519,-1.523505,-0.254058,0.83752,-0.390186,-0.725699,-1.908588,-1.387287,-1.322066,-1.406931,-0.911837,0.192726,-0.49273,0.590405,1.472583,0.848312,0.721779,0.821523,0.088019,-1.232128,1
-0.193206,-0.008524,-0.822075,0.349269,-1.59681,-0.011903,-1.677079,-0.550982,-1.568671,-0.873296,-2.422816,0.130384,1.122801,1.183004,3.150826,2.938778,1.180426,1.156794,-0.381123,1.417323,-0.881129,1
1.499814,-1.148833,2.129399,0.683545,2.018243,2.601691,0.792729,1.50664,0.484596,-0.076343,-0.51982,-0.433826,-2.885379,-1.285401,-1.300463,-0.175206,-1.469268,1.017261,-1.203987,-1.649571,0.332324,1
-0.648639,-1.538682,2.138509,1.930964,2.696066,1.425574,1.485788,1.131885,1.18111,0.209941,0.073972,-1.139088,-0.966177,-1.876427,-2.162203,-0.323171,1.115447,-1.412258,-0.00134,-1.526136,0.883893,1
-0.609036,0.615235,1.163794,0.00684,-0.058955,1.549376,1.177062,0.474294,1.435048,-0.648912,-1.550013,-0.935346,-0.914506,-1.354933,-1.63524,-2.280341,-0.039732,0.803857,-0.905586,-0.576633,-0.229274,1
0.113716,-1.236549,-0.038659,0.047606,0.429369,-1.813907,-0.807606,-0.204509,-2.410293,-1.631562,-1.299619,-1.624936,0.9235,1.30121,1.594734,1.190104,1.230965,0.319595,0.306103,1.236917,-0.750758,1
-0.262511,-1.304773,-0.5579,0.039453,-0.066243,-1.016073,-1.695981,-0.45906,-1.372777,-0.927458,-0.119189,-1.961894,0.49537,2.99085,1.526539,0.84037,-0.119151,0.853104,0.080042,-0.946939,-0.851044,1
0.123616,-0.057255,0.298392,0.406341,1.041596,1.645666,0.33279,-1.943942,-2.765806,-1.337541,0.267133,-0.590551,-0.242785,0.633697,0.51601,0.927803,0.530638,1.017261,0.966203,1.047017,-0.459931,1
0.975077,1.784782,0.936056,1.670066,1.741284,2.140873,2.506474,1.039963,0.644214,0.534912,-0.319504,-1.726807,-1.423833,-1.375793,-1.412055,-1.042818,-1.223792,-1.149607,0.812481,1.426818,0.793636,1
1.242396,1.277978,2.174947,0.862912,2.025532,1.171092,1.98353,1.068247,1.311707,-1.724411,-0.913296,-1.476047,-2.870616,-1.083756,-1.021483,-0.155029,-1.584786,-0.542227,1.237476,-0.082892,-1.0817,1
0.282027,-0.525074,1.418859,-0.645405,2.178589,1.322406,0.717123,0.84905,-0.596453,-1.523239,-2.315504,-1.742479,-0.095154,-0.993364,-0.048151,-1.002464,-0.227449,-0.616098,0.215679,-0.016426,1.646062,1
1.58892,0.34234,-1.45063,-0.360048,0.407504,0.311357,-1.242343,-2.021722,-1.191393,-2.227343,-0.705827,-0.026341,1.373774,0.877061,2.146496,2.286388,1.844655,1.567186,3.163519,2.585211,0.843779,1
-0.856553,0.176654,2.284261,0.21882,1.107192,0.462671,0.509205,1.252089,0.528128,-0.161455,-1.156537,0.130384,-0.530665,0.021811,1.328153,-0.390428,-0.927777,0.139023,-0.07368,0.306405,-1.171957,1
-0.480327,-1.480205,1.956319,1.645607,1.967225,1.514986,1.819716,2.171302,0.520873,0.016505,-2.000723,-1.860023,-1.837199,-2.098931,-0.897491,-1.701933,-1.288771,-0.878749,-0.733779,-0.377237,0.242067,1
0.390935,0.274117,1.546392,0.014993,-0.386933,0.414526,0.055567,0.028829,-0.915689,-0.942933,-0.326659,-1.860023,-0.419942,-0.15202,0.385819,1.438954,1.52698,1.829836,0.99333,-0.177842,1.164692,1
-0.193206,2.379302,1.746801,-0.767701,-1.589521,0.30448,-0.183853,-2.000509,-1.126094,-0.703074,-1.650171,0.130384,1.425445,0.786669,1.266157,0.369573,1.5703,-0.140044,2.557675,-0.567138,1.094492,1
-2.173347,0.800413,-0.120644,0.308504,-0.53999,-1.765762,-1.903898,-1.689391,-0.647241,-1.306591,-0.748752,-0.081195,1.285195,2.47631,3.144626,1.734884,1.56308,2.051448,2.512462,1.312878,0.42258,1
0.242425,-0.866192,-0.211739,2.297852,1.187364,0.276968,0.345391,0.926829,0.66598,-1.507764,-0.412508,-0.809966,-1.254057,-0.51359,-0.668107,-0.155029,0.234623,-1.034697,-0.688567,1.825609,-1.001472,1
0.113716,1.297471,0.635443,0.365575,1.354998,1.597521,2.405665,0.877333,1.086791,-0.896509,-0.820293,-1.382012,-2.250566,-1.994633,-0.804498,-1.358924,0.277942,-0.698176,0.179509,0.382365,-2.756466,1
-0.519929,-0.369135,0.835852,3.064241,1.836033,0.916611,1.403881,1.450074,-0.814114,0.565861,-0.484049,-1.272304,-1.970067,-0.972504,-1.20747,-0.255914,-0.898897,0.516583,-1.574727,0.39186,0.502809,1
-0.331816,-0.53482,0.034217,0.756923,0.37835,0.572717,0.502905,0.453081,-0.349771,-1.554188,-2.544436,-0.747276,-0.619244,-0.019909,0.311424,-1.123526,-1.101054,-1.880104,0.188551,-1.23179,-0.700616,1
0.153318,1.443664,1.455297,0.854759,-0.2193,-0.417698,-0.530383,-1.243927,-0.63273,-1.383965,-0.612823,0.373308,0.111529,0.571118,0.292825,0.604971,2.025152,2.010408,0.713014,0.610245,0.573009,1
-0.39122,-1.109848,0.735648,-0.18068,-1.64054,-0.967928,-0.479978,-0.635832,-1.409054,-2.722537,0.2099,-0.143885,1.277814,1.078706,0.534608,1.526388,1.086568,1.197833,-0.797076,0.088019,-0.088875,1
-0.549632,-0.281418,-1.09536,0.854759,-0.131839,-0.101315,-0.101946,-1.392415,-2.323229,0.155779,-0.841755,0.38898,0.798013,0.689323,1.489342,0.968157,0.263502,0.442712,2.512462,1.284392,-0.780844,1
-0.95556,-0.203449,-0.494133,-1.379181,1.150922,-0.50711,0.515506,1.202593,-1.510629,-0.478689,-0.941913,-0.308446,0.052477,-0.033815,0.627602,0.712582,0.054126,0.07336,0.532165,-0.614613,-0.389731,1
1.004779,1.862752,1.364202,1.564076,1.274825,0.352625,0.395796,1.245018,1.021492,-1.353016,-0.534128,-0.919673,-0.803783,0.049624,-0.49452,-0.504764,-0.862798,0.672532,0.206636,-0.927949,-0.459931,1
0.945375,-0.300911,-0.065987,-0.139915,1.406017,-0.706569,0.024064,-0.734824,-0.705283,-0.927458,-0.441125,0.240092,0.414173,0.765809,0.770192,0.921078,1.202086,1.0583,-0.254529,-0.889969,-0.74073,1
0.014708,-0.875939,-0.220849,-0.017619,-2.09971,-1.593815,-1.733784,-2.156068,-2.330484,-0.942933,-0.112035,-0.17523,1.609983,2.170366,1.954309,2.313291,1.887974,1.911915,-0.236444,-0.006931,-0.490016,1
-0.351618,-1.012386,1.610159,1.914658,-0.292184,0.166922,0.465101,1.237948,-0.22643,-1.267904,-0.891834,-2.510432,-0.087773,-0.207646,0.646201,-1.298393,0.075786,0.836688,1.237476,-0.814009,0.111696,1
-0.856553,0.244878,-0.348381,-0.425272,1.901629,1.30865,-0.958819,-1.102509,0.187126,-0.873296,0.145513,-1.280141,0.082003,-0.256319,0.199832,0.712582,-0.833919,2.076071,0.351316,-0.386733,-0.730701,1
0.024609,-1.256042,-0.503243,0.53679,-0.503548,-0.775347,-1.166736,0.120751,-1.068052,0.318264,-2.680364,-0.715931,-0.589718,0.160876,-0.568914,1.438954,0.234623,1.452276,0.622589,1.274897,1.014264,1
-1.51,1.131785,0.462363,0.805841,1.362286,2.189018,1.195963,1.245018,1.456814,1.28544,-2.165268,-1.491719,-1.202386,-1.765175,-1.195071,-0.343348,-0.220229,-0.222122,-0.724737,0.277919,-0.098903,1
-0.708043,0.235132,-0.37571,0.691698,1.57365,0.75842,0.294987,-0.416635,0.303212,-1.043519,-1.342544,-0.606223,-0.870217,0.432053,0.249428,-1.049543,0.046906,0.836688,-2.162487,0.107009,0.121724,1
1.014679,0.508026,0.772086,-0.302976,-0.102685,-0.823493,0.906139,0.997538,-0.233685,-0.455476,-2.129497,-0.951018,-0.250167,-0.367571,0.850786,0.174528,-0.126371,2.141734,-0.372081,-0.025921,-0.179132,1
-1.104071,-0.183956,-0.794746,-1.167201,-0.430664,-2.164679,-0.97142,-2.651029,0.020253,-1.058994,-1.914873,-0.645404,1.83143,1.711452,1.123567,1.297715,2.10457,2.125318,0.58642,0.107009,0.70338,1
-1.024865,1.355948,-2.388907,-0.262211,-0.015224,-0.823493,-0.965119,-1.943942,-0.436835,-1.144106,-1.406931,0.490852,0.141055,1.329023,1.557537,1.553291,1.620839,-0.016926,2.168849,0.37287,3.019972,1
0.806765,-0.310657,0.653662,1.988036,2.054686,0.600228,1.649601,1.188451,1.674475,1.324127,-1.342544,-0.676749,-1.541937,-2.52308,-0.265136,-1.311844,-0.17691,-4.17009,-0.290699,-1.108355,-0.841015,1
1.410708,1.151277,0.826743,0.928137,1.11448,1.08168,2.096939,2.07231,0.629703,-0.292991,-0.791676,-0.543533,-1.564082,-1.674783,-0.661908,-0.565295,-0.653422,0.360634,-0.308784,0.363375,1.064407,1
0.420637,-0.067001,0.243735,1.54777,0.79379,1.63191,1.794514,0.778341,-0.219174,0.039718,-1.149382,-0.676749,-0.16897,0.376427,-1.226068,-1.062995,-0.003633,0.245724,2.223104,-0.776029,0.101667,1
-0.401121,0.810159,1.892553,0.544943,1.121769,0.36638,1.599197,1.732908,0.999726,-1.546451,-1.24954,-0.081195,-1.615753,-0.47187,-1.951418,0.409927,-0.610102,0.048736,-0.363038,0.686206,-2.475667,1
0.18302,-1.967516,0.097983,0.096524,0.531407,-0.527744,-0.391771,0.085396,-2.156356,-1.051257,-0.820293,0.561378,-0.109917,1.162145,0.999576,0.652051,0.480099,-0.952619,0.767269,-0.462693,0.954093,1
-0.183306,0.547011,-0.038659,0.267739,-0.729489,-1.009195,-2.300832,-0.579265,-1.191393,-1.554188,-0.619978,0.710267,0.340357,2.747486,1.923311,0.275413,2.12623,0.26214,1.599174,2.100965,-1.934126,1
0.242425,0.946607,1.418859,-0.033925,1.843322,1.267383,0.836833,0.290451,0.426553,-0.091818,-1.120766,-0.998036,-1.69695,-1.528765,0.007645,0.013112,-0.812259,-1.486128,-0.127934,1.569243,-0.048761,1
0.32163,0.585996,-0.102425,2.444608,2.317068,2.347209,1.6307,0.813696,-0.516644,-0.060869,-0.247963,-1.436866,-1.977449,-1.334074,-1.027682,-2.092022,-1.548686,-1.264517,1.038542,0.39186,-0.500045,1
-0.500128,0.85889,0.353049,2.151097,1.537208,2.388477,1.920524,2.602625,0.636958,0.712872,-0.698673,-1.491719,-2.021738,-2.356202,-1.257066,-2.246712,-1.093834,-1.363011,-0.824204,0.135494,0.362409,1
-0.648639,-1.295026,0.189078,1.678219,1.799591,0.338869,1.252668,0.488436,0.513617,0.078405,-1.807562,-1.366339,-0.93665,-1.556578,0.069641,-0.06087,0.610056,0.344218,-0.797076,-1.32674,0.773579,1
-1.203078,1.775036,0.717429,1.645607,1.11448,0.951,1.006947,0.410656,-0.806859,-0.416789,-0.970529,-2.502596,-1.874107,-1.493998,-0.810697,-0.975561,-1.144373,-0.082589,0.125254,-1.13684,1.064407,1
2.222565,0.810159,-0.530571,0.72431,1.354998,0.902855,1.662202,0.884404,1.036003,-0.509638,-0.856063,-0.277101,-2.169369,-1.563531,-2.05681,-1.937332,-1.389849,-1.527167,-1.565685,-0.206327,1.154664,1
1.569119,-0.515328,0.15264,0.93629,1.478901,2.780516,1.718907,1.754121,1.289941,-0.246566,-1.027762,-0.778621,-2.627025,-1.66783,-0.971886,-1.809544,-0.76894,-0.394486,-0.652397,0.002564,-0.269389,1
-2.440666,2.944584,1.509954,2.66474,1.333133,1.776346,1.945726,1.683412,-0.161131,0.503962,-1.099304,-1.954058,-1.615753,-1.285401,-1.157873,-2.435031,-1.129933,-0.394486,0.830566,1.028027,0.522866,1
-1.272383,0.020715,0.425925,1.531464,0.910405,0.882221,1.857519,1.209664,0.107317,1.053318,-1.020608,-0.551369,-1.224531,-0.576169,0.454014,0.537715,-0.256329,-0.23033,-0.317826,-1.279265,1.04435,1
