,A1,A2,A3,A4,A5,A6,A7,Class
136,0.34,0.45,0.48,0.5,0.38,0.24,0.35,1
137,0.74,0.7,0.48,0.5,0.66,0.65,0.69,2
138,0.21,0.51,0.48,0.5,0.5,0.32,0.41,1
139,0.5,0.49,0.48,0.5,0.49,0.46,0.53,1
140,0.37,0.44,0.48,0.5,0.42,0.39,0.47,1
141,0.22,0.43,0.48,0.5,0.48,0.16,0.28,1
142,0.23,0.33,0.48,0.5,0.43,0.33,0.43,1
143,0.35,0.51,0.48,0.5,0.61,0.71,0.74,2
144,0.51,0.4,0.48,0.5,0.57,0.62,0.67,2
145,0.78,0.33,0.48,0.5,0.57,0.77,0.79,5
146,0.36,0.41,0.48,0.5,0.48,0.47,0.54,1
147,0.47,0.46,0.48,0.5,0.62,0.74,0.77,5
148,0.29,0.28,0.48,0.5,0.5,0.42,0.5,1
149,0.59,0.49,0.48,0.5,0.52,0.45,0.36,1
150,0.3,0.51,0.48,0.5,0.42,0.61,0.34,2
151,0.42,0.3,0.48,0.5,0.48,0.26,0.36,1
152,0.44,0.52,0.48,0.5,0.43,0.47,0.54,2
153,0.41,0.57,0.48,0.5,0.39,0.21,0.32,1
154,0.84,0.54,0.48,0.5,0.75,0.92,0.7,5
155,0.84,0.44,0.48,0.5,0.48,0.71,0.74,2
156,0.25,0.51,0.48,0.5,0.37,0.42,0.5,1
157,0.42,0.38,0.48,0.5,0.54,0.34,0.43,1
158,0.63,0.54,0.48,0.5,0.65,0.79,0.81,2
159,0.74,0.78,0.48,0.5,0.75,0.54,0.15,6
160,0.38,0.26,0.48,0.5,0.54,0.16,0.28,1
161,0.64,0.84,0.48,0.5,0.37,0.45,0.4,8
162,0.68,0.76,0.48,0.5,0.84,0.45,0.27,6
163,0.71,0.46,1.0,0.5,0.52,0.59,0.3,7
164,0.22,0.36,0.48,0.5,0.35,0.39,0.47,1
165,0.73,0.84,0.48,0.5,0.86,0.58,0.29,6
166,0.35,0.37,0.48,0.5,0.3,0.34,0.43,1
