,A1,A2,A3,A4,Class
124,4,3,750,28,0
125,11,3,750,28,0
126,3,5,1250,26,0
127,23,1,250,23,0
128,23,3,750,35,0
129,14,4,1000,28,1
130,4,3,750,34,0
131,23,1,250,23,0
132,14,5,1250,14,0
133,14,6,1500,51,0
134,2,15,3750,64,0
135,2,12,3000,82,0
136,11,1,250,11,0
137,23,8,2000,69,0
138,21,3,750,38,0
139,2,10,2500,52,0
140,14,2,500,29,0
141,21,2,500,21,0
142,14,5,1250,28,1
143,4,10,2500,28,1
144,1,14,3500,58,0
145,4,1,250,4,0
146,2,1,250,2,1
147,2,1,250,2,1
148,2,14,3500,57,1
149,14,4,1000,30,0
150,7,10,2500,47,0
151,1,10,2500,43,1
152,6,2,500,11,1
153,2,1,250,2,0
154,7,12,3000,86,0
155,4,6,1500,52,0
156,21,1,250,21,0
157,23,7,1750,88,0
158,21,1,250,21,0
159,2,3,750,11,0
160,2,11,2750,46,1
161,16,3,750,86,0
162,1,7,1750,57,0
163,14,2,500,14,0
164,14,1,250,14,0
165,4,6,1500,35,1
166,14,4,1000,23,1
167,2,3,750,19,0
168,21,1,250,21,1
169,4,3,750,24,0
170,4,7,1750,62,0
171,2,6,1500,15,1
172,16,14,3500,83,0
173,4,13,3250,39,1
174,74,1,250,74,0
175,14,1,250,14,0
176,2,11,2750,79,1
177,8,10,2500,63,0
178,2,9,2250,22,1
179,14,8,2000,26,0
180,4,5,1250,16,1
181,9,3,750,34,0
182,2,4,1000,26,0
183,21,6,1500,48,0
184,16,4,1000,28,0
185,2,15,3750,49,1
186,2,2,500,2,0
187,14,2,500,14,0
188,4,5,1250,58,0
189,4,9,2250,28,1
190,4,1,250,4,1
191,11,11,2750,42,0
192,4,2,500,4,1
193,2,4,1000,16,1
194,23,2,500,87,0
195,16,7,1750,93,0
196,12,11,2750,39,0
197,4,4,1000,16,0
198,4,6,1500,35,0
199,9,1,250,9,0
200,2,1,250,2,1
201,23,1,250,23,0
202,4,2,500,9,0
203,23,4,1000,53,0
204,23,1,250,23,0
205,4,6,1500,38,1
206,12,12,3000,58,0
207,4,2,500,9,1
208,11,3,750,76,0
209,12,13,3250,59,0
210,21,1,250,21,0
211,2,1,250,2,0
212,4,11,2750,61,0
213,21,1,250,21,0
214,23,8,2000,64,0
215,2,3,750,77,0
216,4,1,250,4,1
217,4,16,4000,70,1
218,16,4,1000,33,0
219,2,7,1750,46,1
220,16,2,500,16,0
221,2,2,500,11,0
222,4,1,250,4,0
223,13,3,750,14,1
224,3,8,2000,50,0
225,21,3,750,35,0
226,2,1,250,2,1
227,14,2,500,35,0
228,2,3,750,22,0
229,16,2,500,16,0
230,4,5,1250,34,0
231,2,4,1000,16,0
232,4,3,750,16,0
233,4,2,500,23,0
234,2,6,1500,47,0
235,16,1,250,16,0
236,4,8,2000,26,1
237,5,46,11500,98,1
238,11,2,500,70,0
239,4,4,1000,43,1
240,4,8,2000,46,1
241,4,5,1250,14,1
242,2,6,1500,35,1
243,2,11,2750,46,0
244,2,1,250,2,0
245,23,1,250,23,0
246,4,20,5000,69,1
247,9,8,2000,38,1
248,2,2,500,33,0
249,16,7,1750,87,1
250,14,4,1000,64,0
251,2,2,500,41,0
252,2,50,12500,98,1
253,4,6,1500,16,1
254,11,5,1250,50,0
255,9,5,1250,51,1
256,16,3,750,21,0
257,4,1,250,4,0
258,3,21,5250,42,1
259,4,9,2250,55,0
260,4,2,500,4,0
261,21,1,250,21,0
262,4,2,500,4,0
263,14,7,1750,26,0
264,0,2,500,4,0
265,23,3,750,62,0
266,2,2,500,11,0
267,9,9,2250,45,0
268,21,13,3250,57,0
269,4,1,250,4,0
270,15,16,4000,82,0
271,2,5,1250,33,1
272,8,8,2000,52,1
273,11,9,2250,72,1
274,2,5,1250,16,1
275,1,24,6000,77,0
276,4,1,250,4,1
277,21,2,500,41,0
278,14,1,250,14,0
279,4,7,1750,28,0
280,4,1,250,4,0
281,4,7,1750,32,1
282,11,1,250,11,0
283,2,7,1750,77,0
284,2,1,250,2,0
285,14,3,750,19,1
286,16,5,1250,40,1
287,21,5,1250,60,0
288,9,9,2250,38,0
289,16,6,1500,40,0
290,9,2,500,16,1
291,4,11,2750,95,0
292,4,4,1000,26,1
293,11,7,1750,75,0
294,4,3,750,16,0
295,4,14,3500,40,0
296,14,1,250,14,0
297,2,13,3250,32,1
298,16,1,250,16,0
299,11,1,250,11,1
300,4,1,250,4,1
301,4,5,1250,23,0
302,4,2,500,29,0
303,16,6,1500,35,1
304,4,1,250,4,0
305,11,4,1000,28,0
306,11,4,1000,16,1
307,11,14,3500,73,1
308,23,2,500,38,0
309,21,3,750,38,0
310,16,1,250,16,0
311,16,5,1250,27,0
312,4,11,2750,78,0
313,4,9,2250,46,0
314,16,4,1000,58,0
315,2,20,5000,45,1
316,1,16,4000,35,1
317,2,10,2500,49,0
318,14,5,1250,50,0
319,2,3,750,38,1
320,4,6,1500,47,0
321,14,1,250,14,0
322,23,2,500,28,0
323,2,5,1250,26,0
324,16,1,250,16,0
325,11,6,1500,26,0
326,21,3,750,26,0
327,11,9,2250,33,0
328,2,16,4000,81,0
329,2,2,500,4,0
330,4,1,250,4,0
331,4,4,1000,46,0
332,16,12,3000,50,0
333,4,8,2000,48,1
334,4,4,1000,34,1
335,2,3,750,24,0
336,11,12,3000,58,0
337,3,14,3500,35,0
338,2,2,500,4,1
339,4,7,1750,22,1
340,23,4,1000,45,0
341,21,3,750,26,1
342,4,2,500,52,0
343,2,1,250,2,0
344,16,6,1500,35,0
345,2,3,750,4,1
346,14,1,250,14,0
347,23,19,4750,62,0
348,4,14,3500,86,0
349,4,1,250,4,1
350,11,5,1250,35,0
351,8,2,500,16,0
352,21,2,500,26,0
353,4,17,4250,71,1
354,23,14,3500,93,0
355,8,9,2250,64,0
356,4,5,1250,23,1
357,2,2,500,2,0
358,16,10,2500,62,0
359,23,3,750,28,0
360,2,5,1250,47,1
361,21,1,250,21,0
362,4,33,8250,98,1
363,11,5,1250,35,0
364,23,1,250,23,1
365,14,2,500,14,0
366,16,1,250,16,0
367,11,8,2000,48,0
368,14,3,750,33,0
369,2,41,10250,98,1
370,4,4,1000,4,1
371,2,3,750,75,1
372,2,7,1750,58,1
