,A1,A2,A3,A4,A5,A6,A7,Class
115,0.42,0.24,0.48,0.5,0.57,0.27,0.37,1
116,0.5,0.51,0.48,0.5,0.27,0.23,0.34,1
117,0.6,0.61,0.48,0.5,0.54,0.67,0.71,2
118,0.74,0.49,0.48,0.5,0.42,0.54,0.36,8
119,0.67,0.7,0.48,0.5,0.46,0.45,0.33,8
120,0.68,0.49,1.0,0.5,0.62,0.55,0.28,7
121,0.32,0.33,0.48,0.5,0.6,0.06,0.2,1
122,0.25,0.4,0.48,0.5,0.46,0.44,0.52,1
123,0.57,0.38,0.48,0.5,0.06,0.49,0.33,5
124,0.87,0.49,0.48,0.5,0.61,0.76,0.79,5
125,0.39,0.32,0.48,0.5,0.46,0.24,0.35,1
126,0.34,0.35,0.48,0.5,0.51,0.49,0.56,1
127,0.64,0.81,0.48,0.5,0.37,0.39,0.44,8
128,0.36,0.56,0.48,0.5,0.43,0.45,0.53,1
129,0.69,0.67,0.48,0.5,0.3,0.39,0.24,8
130,0.29,0.47,0.48,0.5,0.71,0.65,0.69,2
131,0.49,0.42,0.48,0.5,0.53,0.79,0.81,2
132,0.47,0.29,0.48,0.5,0.51,0.33,0.43,1
133,0.33,0.45,0.48,0.5,0.52,0.32,0.41,1
134,0.61,0.66,0.48,0.5,0.46,0.87,0.88,2
135,0.31,0.23,0.48,0.5,0.73,0.05,0.14,1
136,0.24,0.43,0.48,0.5,0.54,0.52,0.59,1
137,0.65,0.51,0.48,0.5,0.66,0.54,0.33,6
138,0.35,0.34,0.48,0.5,0.46,0.3,0.27,1
139,0.46,0.59,0.48,0.5,0.36,0.76,0.23,2
140,0.64,0.58,0.48,0.5,0.48,0.78,0.73,2
141,0.51,0.54,0.48,0.5,0.41,0.34,0.43,1
142,0.44,0.52,0.48,0.5,0.43,0.47,0.54,2
143,0.64,0.45,0.48,0.5,0.67,0.61,0.66,5
144,0.21,0.34,0.48,0.5,0.51,0.28,0.39,1
145,0.64,0.78,0.48,0.5,0.5,0.36,0.38,8
146,0.61,0.52,0.48,0.5,0.54,0.67,0.52,2
147,0.62,0.83,0.48,0.5,0.46,0.36,0.4,8
148,0.26,0.5,0.48,0.5,0.44,0.32,0.41,1
149,0.71,0.52,0.48,0.5,0.64,1.0,0.99,2
150,0.35,0.37,0.48,0.5,0.3,0.34,0.43,1
151,0.25,0.4,0.48,0.5,0.47,0.33,0.42,1
152,0.42,0.35,0.48,0.5,0.58,0.15,0.27,1
153,0.29,0.41,0.48,0.5,0.48,0.38,0.46,1
154,0.28,0.33,0.48,0.5,0.45,0.22,0.33,1
155,0.43,0.37,0.48,0.5,0.53,0.35,0.44,1
156,0.44,0.27,0.48,0.5,0.55,0.52,0.58,1
157,0.74,0.78,0.48,0.5,0.75,0.54,0.15,6
158,0.38,0.26,0.48,0.5,0.54,0.16,0.28,1
159,0.11,0.5,0.48,0.5,0.58,0.72,0.68,2
160,0.73,0.26,0.48,0.5,0.57,0.75,0.78,5
161,0.68,0.67,0.48,0.5,0.49,0.4,0.34,8
162,0.27,0.35,0.48,0.5,0.51,0.77,0.79,2
163,0.22,0.34,0.48,0.5,0.42,0.29,0.39,1
164,0.83,0.37,0.48,0.5,0.61,0.71,0.74,2
165,0.23,0.4,0.48,0.5,0.39,0.28,0.38,1
166,0.44,0.56,0.48,0.5,0.5,0.46,0.54,1
