,A1,A2,A3,A4,Class
224,11,8,2000,46,0
225,21,1,250,21,0
226,4,9,2250,55,0
227,14,16,4000,70,0
228,2,1,250,2,0
229,2,1,250,2,0
230,4,1,250,4,0
231,2,4,1000,16,0
232,7,11,2750,89,0
233,11,1,250,11,1
234,2,4,1000,14,0
235,11,4,1000,61,0
236,21,2,500,25,0
237,23,4,1000,45,0
238,2,5,1250,16,0
239,10,4,1000,16,0
240,14,18,4500,78,0
241,23,3,750,35,0
242,2,3,750,38,1
243,21,1,250,21,0
244,2,1,250,2,0
245,23,1,250,23,0
246,2,7,1750,58,1
247,21,1,250,21,0
248,2,6,1500,26,0
249,11,1,250,11,0
250,6,3,750,26,0
251,2,1,250,2,0
252,4,6,1500,41,1
253,4,2,500,30,0
254,4,2,500,4,1
255,21,1,250,21,0
256,4,9,2250,46,0
257,2,1,250,2,0
258,4,2,500,4,1
259,11,2,500,21,0
260,23,14,3500,93,0
261,14,3,750,26,0
262,21,2,500,41,0
263,8,10,2500,63,0
264,4,13,3250,39,1
265,21,3,750,40,0
266,14,2,500,14,0
267,74,1,250,74,0
268,21,1,250,21,0
269,4,12,3000,88,0
270,14,8,2000,50,0
271,11,8,2000,41,1
272,2,1,250,2,0
273,21,4,1000,52,0
274,20,14,3500,69,1
275,4,3,750,24,0
276,2,2,500,2,0
277,4,1,250,4,1
278,4,16,4000,70,1
279,21,1,250,21,0
280,12,11,2750,23,0
281,4,1,250,4,0
282,2,6,1500,28,1
283,23,2,500,26,0
284,2,15,3750,49,1
285,4,1,250,4,0
286,14,1,250,14,0
287,16,1,250,16,0
288,11,1,250,11,0
289,18,8,2000,95,0
290,11,4,1000,74,0
291,2,2,500,11,1
292,16,4,1000,28,0
293,23,1,250,23,0
294,2,1,250,2,0
295,16,1,250,16,0
296,2,6,1500,15,1
297,11,1,250,11,0
298,16,7,1750,39,0
299,23,2,500,23,0
300,2,2,500,4,1
301,16,7,1750,87,1
302,2,2,500,16,0
303,23,1,250,23,0
304,4,8,2000,48,1
305,11,2,500,16,0
306,2,5,1250,37,0
307,2,7,1750,35,1
308,11,5,1250,33,0
309,4,4,1000,26,1
310,11,2,500,11,0
311,4,5,1250,58,0
312,11,14,3500,73,1
313,4,1,250,4,0
314,11,6,1500,28,0
315,2,2,500,14,0
316,11,4,1000,28,0
317,4,1,250,4,0
318,4,11,2750,64,1
319,11,5,1250,35,0
320,23,1,250,23,0
321,4,3,750,16,0
322,1,9,2250,51,0
323,2,6,1500,22,0
324,2,2,500,11,0
325,2,5,1250,47,1
326,2,2,500,10,0
327,4,14,3500,40,0
328,14,1,250,14,0
329,14,2,500,14,0
330,2,1,250,2,0
331,23,1,250,23,0
332,9,5,1250,19,0
333,2,3,750,22,0
334,2,1,250,2,0
335,2,2,500,22,0
336,16,1,250,16,0
337,14,1,250,14,0
338,2,2,500,11,1
339,21,1,250,21,0
340,23,2,500,26,0
341,14,1,250,14,0
342,9,9,2250,38,0
343,2,4,1000,43,0
344,16,2,500,70,0
345,11,3,750,37,0
346,9,3,750,14,0
347,1,7,1750,57,0
348,4,7,1750,58,0
349,16,3,750,86,0
350,7,2,500,16,0
351,2,21,5250,52,1
352,2,2,500,4,0
353,4,1,250,4,0
354,16,7,1750,38,0
355,4,9,2250,38,1
356,16,4,1000,45,0
357,4,5,1250,16,1
358,11,6,1500,27,0
359,16,10,2500,62,0
360,11,2,500,52,0
361,4,3,750,16,0
362,4,11,2750,61,0
363,4,1,250,4,0
364,21,1,250,21,0
365,17,7,1750,58,1
366,2,11,2750,26,0
367,9,5,1250,51,1
368,14,1,250,14,0
369,4,7,1750,82,0
370,16,4,1000,58,0
371,4,1,250,4,0
372,2,8,2000,38,1
