,A1,A2,A3,A4,Class
232,4,8,2000,48,1
233,4,9,2250,38,1
234,14,4,1000,64,0
235,4,1,250,4,0
236,14,4,1000,23,1
237,2,10,2500,64,0
238,2,11,2750,46,1
239,4,2,500,9,0
240,3,8,2000,50,0
241,2,2,500,11,0
242,4,5,1250,16,1
243,16,14,3500,83,0
244,23,2,500,38,0
245,4,1,250,4,0
246,4,1,250,4,0
247,2,12,3000,70,1
248,21,2,500,23,0
249,4,3,750,34,0
250,11,1,250,11,0
251,4,1,250,4,0
252,7,11,2750,89,0
253,4,1,250,4,0
254,2,8,2000,28,1
255,14,5,1250,50,0
256,16,2,500,16,0
257,14,7,1750,72,0
258,4,6,1500,30,0
259,4,2,500,23,0
260,2,1,250,2,0
261,14,8,2000,46,0
262,4,3,750,16,0
263,8,10,2500,63,0
264,2,6,1500,26,1
265,14,1,250,14,0
266,2,9,2250,22,1
267,2,1,250,2,0
268,4,1,250,4,0
269,2,2,500,11,1
270,11,11,2750,42,0
271,38,1,250,38,0
272,4,3,750,25,1
273,23,1,250,23,0
274,25,6,1500,50,0
275,14,6,1500,51,0
276,2,2,500,23,0
277,14,7,1750,73,0
278,11,3,750,28,0
279,2,1,250,2,0
280,11,3,750,26,0
281,21,1,250,21,0
282,4,1,250,4,0
283,16,1,250,16,0
284,11,2,500,11,0
285,4,3,750,28,0
286,9,1,250,9,0
287,16,5,1250,71,0
288,9,2,500,52,0
289,9,3,750,14,0
290,11,4,1000,34,0
291,14,2,500,21,1
292,2,13,3250,53,1
293,4,2,500,4,1
294,3,5,1250,26,0
295,4,2,500,52,0
296,2,11,2750,46,0
297,9,5,1250,51,1
298,4,5,1250,14,1
299,4,1,250,4,0
300,4,3,750,71,0
301,11,12,3000,58,0
302,4,6,1500,52,0
303,2,1,250,2,0
304,23,3,750,41,0
305,4,5,1250,16,1
306,2,7,1750,77,0
307,74,1,250,74,0
308,2,3,750,9,1
309,11,4,1000,58,0
310,2,2,500,33,0
311,2,12,3000,98,0
312,4,7,1750,25,0
313,5,11,2750,75,0
314,2,1,250,2,0
315,2,3,750,21,0
316,11,5,1250,18,0
317,7,12,3000,86,0
318,2,16,4000,81,0
319,4,2,500,30,0
320,2,4,1000,16,0
321,2,2,500,2,0
322,20,14,3500,69,1
323,2,6,1500,75,0
324,14,4,1000,26,0
325,4,5,1250,34,0
326,4,4,1000,4,1
327,14,2,500,14,0
328,4,1,250,4,0
329,4,6,1500,39,0
330,4,10,2500,28,1
331,11,1,250,11,0
332,13,4,1000,21,0
333,23,2,500,87,0
334,21,1,250,21,0
335,14,2,500,14,0
336,2,6,1500,16,1
337,11,1,250,11,0
338,14,2,500,29,0
339,11,16,4000,89,0
340,9,3,750,52,0
341,2,6,1500,45,0
342,2,1,250,2,1
343,21,3,750,35,0
344,23,5,1250,58,0
345,11,24,6000,64,0
346,16,3,750,50,0
347,11,6,1500,27,0
348,16,1,250,16,0
349,2,4,1000,70,0
350,16,4,1000,40,0
351,21,1,250,21,0
352,4,1,250,4,0
353,4,1,250,4,0
354,16,3,750,40,0
355,16,6,1500,50,0
356,14,1,250,14,0
357,2,11,2750,88,0
358,16,3,750,19,0
359,21,2,500,35,0
360,2,7,1750,76,0
361,16,10,2500,89,0
362,14,7,1750,45,0
363,14,8,2000,50,0
364,4,2,500,4,0
365,11,2,500,11,0
366,14,4,1000,30,0
367,4,6,1500,28,1
368,7,14,3500,48,0
369,4,1,250,4,0
370,9,2,500,52,0
371,2,50,12500,98,1
372,16,4,1000,45,0
