,A1,A2,A3,A4,A5,A6,A7,Class
96,0.85,0.53,0.48,0.5,0.53,0.52,0.35,3
97,0.83,0.48,0.48,0.5,0.65,0.76,0.79,5
98,0.64,0.58,0.48,0.5,0.48,0.78,0.73,2
99,0.36,0.54,0.48,0.5,0.41,0.38,0.46,1
100,0.64,0.66,0.48,0.5,0.41,0.39,0.2,8
101,0.17,0.38,0.48,0.5,0.45,0.42,0.5,1
102,0.28,0.33,0.48,0.5,0.45,0.22,0.33,1
103,0.6,0.5,1.0,0.5,0.54,0.77,0.8,2
104,0.5,0.49,0.48,0.5,0.49,0.46,0.53,1
105,0.61,0.6,0.48,0.5,0.44,0.39,0.38,8
106,0.51,0.49,0.48,0.5,0.53,0.14,0.26,1
107,0.73,0.36,0.48,0.5,0.53,0.91,0.92,2
108,0.34,0.45,0.48,0.5,0.38,0.24,0.35,1
109,0.2,0.46,0.48,0.5,0.57,0.78,0.81,2
110,0.41,0.48,0.48,0.5,0.51,0.44,0.51,1
111,0.25,0.37,0.48,0.5,0.43,0.26,0.36,1
112,0.71,0.52,0.48,0.5,0.64,1.0,0.99,2
113,0.65,0.47,0.48,0.5,0.59,0.3,0.4,1
114,0.35,0.34,0.48,0.5,0.46,0.3,0.27,1
115,0.7,0.71,0.48,0.5,0.42,0.84,0.85,8
116,0.3,0.44,0.48,0.5,0.49,0.22,0.33,1
117,0.58,0.34,0.48,0.5,0.56,0.87,0.81,2
118,0.52,0.57,0.48,0.5,0.42,0.47,0.54,1
119,0.48,0.41,0.48,0.5,0.51,0.9,0.88,2
120,0.49,0.43,0.48,0.5,0.49,0.3,0.4,1
121,0.3,0.37,0.48,0.5,0.59,0.41,0.49,1
122,0.42,0.24,0.48,0.5,0.57,0.27,0.37,1
123,0.78,0.68,0.48,0.5,0.83,0.4,0.29,6
124,0.25,0.4,0.48,0.5,0.47,0.33,0.42,1
125,0.7,0.39,1.0,0.5,0.51,0.82,0.84,4
126,0.2,0.44,0.48,0.5,0.46,0.51,0.57,1
127,0.68,0.63,0.48,0.5,0.73,0.4,0.3,6
128,0.73,0.78,0.48,0.5,0.58,0.51,0.31,8
129,0.33,0.56,0.48,0.5,0.33,0.78,0.8,2
130,0.33,0.45,0.48,0.5,0.52,0.32,0.41,1
131,0.76,0.73,0.48,0.5,0.44,0.39,0.39,8
132,0.7,0.61,0.48,0.5,0.56,0.52,0.43,8
133,0.7,0.46,0.48,0.5,0.56,0.78,0.73,2
134,0.04,0.31,0.48,0.5,0.41,0.29,0.39,1
135,0.27,0.42,0.48,0.5,0.37,0.38,0.43,1
136,0.25,0.37,0.48,0.5,0.41,0.33,0.42,1
137,0.68,0.82,0.48,0.5,0.38,0.65,0.56,8
138,0.64,0.76,0.48,0.5,0.45,0.35,0.38,1
139,0.71,0.71,0.48,0.5,0.68,0.43,0.36,6
140,0.36,0.39,0.48,0.5,0.48,0.22,0.23,1
141,0.4,0.41,0.48,0.5,0.55,0.22,0.33,1
142,0.4,0.42,0.48,0.5,0.37,0.27,0.27,1
143,0.63,1.0,0.48,0.5,0.35,0.51,0.49,8
144,0.24,0.34,0.48,0.5,0.38,0.3,0.4,1
145,0.31,0.44,0.48,0.5,0.5,0.79,0.82,2
146,0.17,0.52,0.48,0.5,0.49,0.37,0.46,1
147,0.7,0.53,0.48,0.5,0.7,0.86,0.87,5
148,0.51,0.54,0.48,0.5,0.41,0.34,0.43,1
149,0.0,0.38,0.48,0.5,0.42,0.48,0.55,1
150,0.61,0.75,0.48,0.5,0.51,0.33,0.33,6
151,0.78,0.44,0.48,0.5,0.45,0.73,0.68,5
152,0.86,0.39,0.48,0.5,0.59,0.89,0.9,5
153,0.74,0.47,0.48,0.5,0.5,0.57,0.42,8
154,0.42,0.3,0.48,0.5,0.48,0.26,0.36,1
155,0.23,0.48,0.48,0.5,0.59,0.88,0.89,2
156,0.44,0.56,0.48,0.5,0.5,0.46,0.54,1
157,0.49,0.29,0.48,0.5,0.56,0.24,0.35,1
158,0.65,0.55,0.48,0.5,0.34,0.37,0.28,1
159,0.53,0.42,0.48,0.5,0.16,0.29,0.39,1
160,0.23,0.58,0.48,0.5,0.37,0.53,0.59,1
161,0.63,0.8,0.48,0.5,0.46,0.31,0.29,8
162,0.29,0.3,0.48,0.5,0.45,0.03,0.17,1
163,0.43,0.32,0.48,0.5,0.33,0.45,0.52,1
164,0.37,0.44,0.48,0.5,0.42,0.39,0.47,1
165,0.1,0.49,0.48,0.5,0.41,0.67,0.21,2
166,0.64,0.57,0.48,0.5,0.7,0.33,0.26,6
