,A1,A2,A3,A4,A5,A6,A7,Class
33,0.44,0.28,0.48,0.5,0.43,0.27,0.37,1
34,0.72,0.46,0.48,0.5,0.51,0.66,0.7,2
35,0.63,0.69,0.48,0.5,0.65,0.41,0.28,6
36,0.42,0.38,0.48,0.5,0.54,0.34,0.43,1
37,0.34,0.35,0.48,0.5,0.51,0.49,0.56,1
38,0.23,0.34,0.48,0.5,0.43,0.26,0.37,1
39,0.24,0.43,0.48,0.5,0.54,0.52,0.59,1
40,0.56,0.51,0.48,0.5,0.34,0.37,0.46,1
41,0.64,0.45,0.48,0.5,0.67,0.61,0.66,5
42,0.29,0.37,0.48,0.5,0.48,0.44,0.52,1
43,0.58,0.34,0.48,0.5,0.56,0.87,0.81,2
44,0.41,0.51,0.48,0.5,0.53,0.75,0.78,2
45,0.2,0.46,0.48,0.5,0.57,0.78,0.81,2
46,0.77,0.55,0.48,0.5,0.51,0.78,0.74,5
47,0.43,0.32,0.48,0.5,0.33,0.45,0.52,1
48,0.65,0.55,0.48,0.5,0.34,0.37,0.28,1
49,0.49,0.43,0.48,0.5,0.49,0.3,0.4,1
50,0.61,0.52,0.48,0.5,0.54,0.67,0.52,2
51,0.59,0.61,0.48,0.5,0.42,0.42,0.37,8
52,0.69,0.65,0.48,0.5,0.63,0.48,0.41,8
53,0.33,0.47,0.48,0.5,0.53,0.18,0.29,1
54,0.3,0.37,0.48,0.5,0.43,0.18,0.3,1
55,0.7,0.61,0.48,0.5,0.56,0.52,0.43,8
56,0.22,0.43,0.48,0.5,0.48,0.16,0.28,1
57,0.5,0.66,0.48,0.5,0.31,0.92,0.92,2
58,0.53,0.42,0.48,0.5,0.16,0.29,0.39,1
59,0.67,0.81,0.48,0.5,0.25,0.42,0.25,8
60,0.64,0.78,0.48,0.5,0.5,0.36,0.38,8
61,0.4,0.42,0.48,0.5,0.37,0.27,0.27,1
62,0.61,0.6,0.48,0.5,0.44,0.39,0.38,8
63,0.63,0.65,0.48,0.5,0.39,0.44,0.35,8
64,0.37,0.44,0.48,0.5,0.42,0.39,0.47,1
65,0.35,0.34,0.48,0.5,0.46,0.3,0.27,1
66,0.54,0.49,0.48,0.5,0.4,0.87,0.88,2
67,0.38,0.26,0.48,0.5,0.54,0.16,0.28,1
68,0.36,0.56,0.48,0.5,0.43,0.45,0.53,1
69,0.68,0.49,1.0,0.5,0.62,0.55,0.28,7
70,0.66,0.71,0.48,0.5,0.41,0.5,0.35,8
71,0.84,0.49,0.48,0.5,0.55,0.78,0.74,5
72,0.31,0.5,0.48,0.5,0.57,0.84,0.85,2
73,0.35,0.51,0.48,0.5,0.61,0.71,0.74,2
74,0.36,0.42,0.48,0.5,0.53,0.32,0.41,1
75,0.1,0.49,0.48,0.5,0.41,0.67,0.21,2
76,0.64,0.72,0.48,0.5,0.49,0.42,0.19,8
77,0.74,0.82,0.48,0.5,0.49,0.49,0.41,8
78,0.42,0.35,0.48,0.5,0.58,0.15,0.27,1
79,0.64,0.66,0.48,0.5,0.41,0.39,0.2,8
80,0.73,0.26,0.48,0.5,0.57,0.75,0.78,5
81,0.36,0.41,0.48,0.5,0.48,0.47,0.54,1
82,0.36,0.39,0.48,0.5,0.48,0.22,0.23,1
83,0.77,0.57,1.0,0.5,0.37,0.54,0.01,7
84,0.62,0.42,0.48,0.5,0.58,0.79,0.81,5
85,0.46,0.61,0.48,0.5,0.48,0.86,0.87,2
86,0.07,0.4,0.48,0.5,0.54,0.35,0.44,1
87,0.51,0.46,0.48,0.5,0.58,0.31,0.41,1
88,0.24,0.57,0.48,0.5,0.63,0.34,0.43,1
89,0.41,0.51,0.48,0.5,0.58,0.2,0.31,1
90,0.42,0.4,0.48,0.5,0.56,0.18,0.3,1
91,0.63,0.83,0.48,0.5,0.4,0.39,0.19,8
92,0.57,0.59,0.48,0.5,0.39,0.47,0.33,8
93,0.69,0.67,0.48,0.5,0.3,0.39,0.24,8
94,0.77,0.57,0.48,0.5,0.88,0.53,0.2,6
95,0.34,0.42,0.48,0.5,0.41,0.34,0.43,1
96,0.42,0.3,0.48,0.5,0.48,0.26,0.36,1
97,0.55,0.47,0.48,0.5,0.57,0.78,0.8,2
98,0.68,0.78,0.48,0.5,0.43,0.44,0.42,8
99,0.47,0.55,0.48,0.5,0.58,0.71,0.75,2
100,0.62,0.78,0.48,0.5,0.47,0.49,0.54,8
101,0.63,0.71,0.48,0.5,0.6,0.4,0.39,8
102,0.39,0.31,0.48,0.5,0.38,0.34,0.43,1
103,0.76,0.73,0.48,0.5,0.44,0.39,0.39,8
104,0.7,0.64,0.48,0.5,0.47,0.51,0.47,8
105,0.63,1.0,0.48,0.5,0.35,0.51,0.49,8
106,0.51,0.4,0.48,0.5,0.57,0.62,0.67,2
107,0.62,0.83,0.48,0.5,0.46,0.36,0.4,8
108,0.63,0.86,0.48,0.5,0.39,0.47,0.34,8
109,0.43,0.39,0.48,0.5,0.47,0.31,0.41,1
110,0.69,0.59,0.48,0.5,0.77,0.39,0.21,6
111,0.49,0.42,0.48,0.5,0.53,0.79,0.81,2
112,0.38,0.44,0.48,0.5,0.43,0.2,0.31,1
113,0.57,0.54,0.48,0.5,0.37,0.28,0.33,1
114,0.74,0.56,0.48,0.5,0.47,0.68,0.3,8
115,0.74,0.49,0.48,0.5,0.42,0.54,0.36,8
116,0.74,0.7,0.48,0.5,0.66,0.65,0.69,2
117,0.53,0.38,0.48,0.5,0.44,0.26,0.36,1
118,0.25,0.51,0.48,0.5,0.37,0.42,0.5,1
119,0.5,0.49,0.48,0.5,0.49,0.46,0.53,1
120,0.04,0.31,0.48,0.5,0.41,0.29,0.39,1
121,0.63,0.54,0.48,0.5,0.65,0.79,0.81,2
122,0.34,0.51,0.48,0.5,0.67,0.9,0.9,2
123,0.74,0.78,0.48,0.5,0.75,0.54,0.15,6
124,0.66,0.48,0.48,0.5,0.54,0.7,0.74,5
125,0.65,0.57,0.48,0.5,0.47,0.47,0.51,8
126,0.86,0.39,0.48,0.5,0.59,0.89,0.9,5
127,0.76,0.71,0.48,0.5,0.5,0.71,0.75,5
128,0.31,0.23,0.48,0.5,0.73,0.05,0.14,1
129,0.29,0.3,0.48,0.5,0.45,0.03,0.17,1
130,0.66,0.49,1.0,0.5,0.54,0.56,0.36,7
131,0.68,0.82,0.48,0.5,0.38,0.65,0.56,8
132,0.34,0.46,0.48,0.5,0.52,0.35,0.44,1
133,0.25,0.26,0.48,0.5,0.39,0.32,0.42,1
134,0.56,0.54,0.48,0.5,0.43,0.37,0.3,8
135,0.69,0.8,0.48,0.5,0.46,0.57,0.26,8
136,0.64,0.57,0.48,0.5,0.7,0.33,0.26,6
137,0.38,0.3,0.48,0.5,0.43,0.29,0.39,1
138,0.71,0.4,0.48,0.5,0.71,0.7,0.74,2
139,0.12,0.67,0.48,0.5,0.74,0.58,0.63,2
140,0.34,0.49,0.48,0.5,0.58,0.85,0.8,2
141,0.74,0.47,0.48,0.5,0.5,0.57,0.42,8
142,0.63,0.47,0.48,0.5,0.51,0.82,0.84,2
143,0.24,0.35,0.48,0.5,0.31,0.19,0.31,1
144,0.31,0.36,0.48,0.5,0.58,0.94,0.94,2
145,0.27,0.35,0.48,0.5,0.51,0.77,0.79,2
146,0.4,0.46,0.48,0.5,0.52,0.49,0.56,1
147,0.25,0.48,0.48,0.5,0.44,0.17,0.29,1
148,0.33,0.45,0.48,0.5,0.52,0.32,0.41,1
149,0.37,0.47,0.48,0.5,0.39,0.76,0.79,2
150,0.45,0.4,0.48,0.5,0.61,0.74,0.77,2
151,0.6,0.46,0.48,0.5,0.45,0.81,0.83,2
152,0.52,0.57,0.48,0.5,0.42,0.47,0.54,1
153,0.3,0.16,0.48,0.5,0.56,0.11,0.23,1
154,0.27,0.3,0.48,0.5,0.71,0.28,0.39,1
155,0.7,0.39,1.0,0.5,0.51,0.82,0.84,4
156,0.48,0.42,0.48,0.5,0.45,0.25,0.35,1
157,0.75,0.84,0.48,0.5,0.35,0.52,0.33,8
158,0.81,0.53,0.48,0.5,0.57,0.87,0.88,5
159,0.4,0.5,0.48,0.5,0.65,0.82,0.84,2
160,0.69,0.43,0.48,0.5,0.59,0.74,0.77,5
161,0.43,0.59,0.48,0.5,0.52,0.49,0.56,8
162,0.37,0.5,0.48,0.5,0.42,0.36,0.45,1
163,0.64,0.58,0.48,0.5,0.48,0.78,0.73,2
164,0.61,0.47,0.48,0.5,0.0,0.8,0.32,2
165,0.42,0.24,0.48,0.5,0.57,0.27,0.37,1
166,0.5,0.57,0.48,0.5,0.71,0.61,0.66,2
