,A1,A2,A3,A4,Class
226,2,15,3750,49,1
227,9,2,500,52,0
228,2,5,1250,26,0
229,6,22,5500,28,1
230,10,8,2000,39,0
231,21,2,500,25,0
232,16,4,1000,28,0
233,11,1,250,11,0
234,4,1,250,4,0
235,11,4,1000,58,0
236,2,4,1000,16,1
237,4,17,4250,71,1
238,21,1,250,21,1
239,11,2,500,17,0
240,4,2,500,30,0
241,2,8,2000,38,1
242,9,3,750,34,0
243,2,41,10250,98,1
244,2,1,250,2,0
245,14,6,1500,34,0
246,4,5,1250,11,1
247,35,3,750,64,0
248,6,2,500,11,1
249,4,11,2750,95,0
250,2,2,500,4,0
251,2,2,500,11,0
252,11,1,250,11,0
253,14,3,750,21,0
254,11,1,250,11,0
255,3,2,500,23,0
256,16,4,1000,45,0
257,2,3,750,9,1
258,2,6,1500,28,1
259,4,1,250,4,0
260,4,1,250,4,0
261,2,6,1500,26,0
262,15,16,4000,82,0
263,4,2,500,29,0
264,4,3,750,24,0
265,21,6,1500,48,0
266,2,2,500,4,1
267,4,9,2250,55,0
268,20,14,3500,69,1
269,4,5,1250,26,1
270,2,4,1000,16,0
271,11,2,500,21,0
272,5,7,1750,26,1
273,4,16,4000,38,1
274,2,3,750,24,0
275,9,1,250,9,0
276,11,1,250,11,0
277,4,1,250,4,1
278,2,15,3750,64,0
279,2,50,12500,98,1
280,9,4,1000,65,0
281,23,1,250,23,0
282,4,1,250,4,1
283,22,1,250,22,1
284,16,8,2000,76,0
285,11,3,750,15,0
286,21,7,1750,38,0
287,3,14,3500,35,0
288,2,12,3000,98,0
289,11,9,2250,38,0
290,2,8,2000,28,1
291,2,1,250,2,0
292,2,1,250,2,0
293,4,2,500,41,0
294,16,1,250,16,0
295,14,16,4000,98,0
296,14,3,750,83,0
297,4,8,2000,40,1
298,2,6,1500,47,0
299,2,1,250,2,0
300,16,4,1000,33,0
301,14,4,1000,26,0
302,14,2,500,14,0
303,2,6,1500,16,1
304,14,1,250,14,0
305,23,2,500,38,0
306,2,1,250,2,0
307,23,1,250,23,0
308,18,8,2000,95,0
309,4,2,500,4,1
310,23,38,9500,98,0
311,14,4,1000,40,0
312,4,5,1250,58,0
313,4,2,500,9,1
314,11,3,750,37,0
315,11,8,2000,72,0
316,23,3,750,35,0
317,2,4,1000,70,0
318,11,8,2000,41,1
319,14,1,250,14,0
320,2,4,1000,14,1
321,23,4,1000,87,0
322,4,9,2250,28,0
323,4,2,500,14,0
324,25,6,1500,50,0
325,21,3,750,35,0
326,2,7,1750,32,1
327,16,7,1750,39,0
328,14,5,1250,28,1
329,4,8,2000,28,0
330,14,4,1000,28,1
331,2,2,500,2,0
332,11,2,500,24,0
333,23,2,500,23,0
334,4,3,750,71,0
335,4,6,1500,14,0
336,21,2,500,26,0
337,4,3,750,25,1
338,9,9,2250,16,0
339,14,5,1250,74,0
340,16,1,250,16,0
341,1,14,3500,58,0
342,4,10,2500,28,1
343,4,5,1250,33,1
344,2,1,250,2,1
345,2,13,3250,32,1
346,2,1,250,2,0
347,21,1,250,21,0
348,11,5,1250,41,0
349,2,10,2500,64,0
350,16,7,1750,93,0
351,4,3,750,16,0
352,11,6,1500,71,0
353,2,14,3500,57,1
354,23,1,250,23,0
355,2,44,11000,98,0
356,2,5,1250,16,0
357,23,5,1250,33,0
358,23,1,250,23,0
359,2,7,1750,28,1
360,11,1,250,11,0
361,4,6,1500,52,0
362,2,3,750,4,1
363,16,1,250,16,0
364,1,16,4000,35,1
365,16,6,1500,40,0
366,4,12,3000,88,0
367,11,6,1500,58,0
368,4,9,2250,46,0
369,2,1,250,2,0
370,4,2,500,13,0
371,11,2,500,38,1
372,4,7,1750,52,0
