,A1,A2,A3,A4,Class
108,2,1,250,2,0
109,2,1,250,2,1
110,10,5,1250,38,0
111,23,2,500,23,0
112,0,26,6500,76,1
113,4,3,750,25,1
114,16,1,250,16,0
115,3,2,500,23,0
116,2,1,250,2,0
117,38,1,250,38,0
118,3,21,5250,42,1
119,2,13,3250,53,1
120,4,5,1250,34,0
121,4,8,2000,34,1
122,4,3,750,16,0
123,11,7,1750,29,0
124,5,7,1750,26,1
125,21,2,500,21,1
126,2,13,3250,32,1
127,2,12,3000,82,0
128,1,14,3500,95,0
129,4,9,2250,46,0
130,2,21,5250,52,1
131,2,6,1500,47,0
132,2,4,1000,16,1
133,4,1,250,4,0
134,2,1,250,2,0
135,4,5,1250,23,0
136,4,1,250,4,1
137,4,33,8250,98,1
138,16,3,750,46,0
139,4,7,1750,52,0
140,23,1,250,23,0
141,21,4,1000,52,0
142,4,14,3500,40,0
143,4,6,1500,43,0
144,2,9,2250,22,1
145,5,11,2750,75,0
146,2,4,1000,11,0
147,16,1,250,16,0
148,2,8,2000,38,1
149,23,4,1000,53,0
150,16,4,1000,33,0
151,2,11,2750,88,0
152,21,1,250,21,0
153,16,6,1500,35,0
154,2,7,1750,28,1
155,23,3,750,48,0
156,9,1,250,9,0
157,21,1,250,21,0
158,16,12,3000,50,0
159,2,1,250,2,1
160,4,23,5750,58,0
161,4,7,1750,58,0
162,2,6,1500,28,1
163,8,10,2500,63,0
164,14,1,250,14,0
165,0,3,750,4,0
166,2,4,1000,14,0
167,21,6,1500,86,0
168,17,7,1750,58,1
169,11,2,500,24,0
170,14,16,4000,98,0
171,11,3,750,28,0
172,21,2,500,23,0
173,2,7,1750,77,0
174,11,1,250,11,0
175,4,5,1250,16,1
176,11,11,2750,38,0
177,9,8,2000,38,1
178,21,1,250,21,1
179,2,1,250,2,0
180,14,2,500,14,0
181,2,1,250,2,0
182,11,6,1500,58,0
183,16,6,1500,50,0
184,5,24,6000,79,0
185,2,4,1000,23,0
186,2,1,250,2,1
187,16,4,1000,28,0
188,12,15,3750,71,0
189,39,1,250,39,0
190,7,9,2250,89,1
191,2,2,500,23,0
192,4,8,2000,40,1
193,11,2,500,11,0
194,2,44,11000,98,0
195,4,3,750,24,0
196,3,6,1500,21,0
197,23,2,500,87,0
198,21,1,250,21,0
199,2,7,1750,29,0
200,2,5,1250,26,0
201,4,11,2750,64,1
202,16,10,2500,89,0
203,2,2,500,11,0
204,7,10,2500,47,0
205,2,3,750,38,1
206,16,1,250,16,0
207,4,1,250,4,0
208,4,2,500,4,0
209,21,2,500,26,0
210,11,1,250,11,0
211,14,4,1000,64,0
212,11,4,1000,74,0
213,11,3,750,76,0
214,14,3,750,52,0
215,16,7,1750,93,0
216,21,1,250,21,0
217,4,14,3500,86,0
218,2,34,8500,77,1
219,9,3,750,34,0
220,4,6,1500,14,0
221,3,10,2500,33,1
222,11,8,2000,72,0
223,11,9,2250,33,0
224,16,3,750,34,0
225,11,14,3500,73,1
226,2,5,1250,63,0
227,7,5,1250,35,0
228,2,7,1750,46,1
229,4,2,500,41,0
230,3,14,3500,35,0
231,4,16,4000,98,1
232,14,1,250,14,0
233,16,3,750,86,0
234,16,8,2000,28,0
235,16,1,250,16,0
236,4,3,750,16,0
237,14,3,750,83,0
238,4,16,4000,38,1
239,4,5,1250,11,1
240,2,2,500,11,0
241,16,4,1000,40,0
242,21,1,250,21,0
243,11,2,500,70,0
244,2,6,1500,28,1
245,4,3,750,16,1
246,2,50,12500,98,1
247,2,1,250,2,0
248,4,1,250,4,0
249,4,6,1500,35,0
250,4,1,250,4,0
251,2,1,250,2,0
252,16,5,1250,27,0
253,23,2,500,26,0
254,1,13,3250,47,0
255,23,3,750,89,0
256,4,7,1750,82,0
257,14,7,1750,26,0
258,4,7,1750,28,0
259,14,3,750,35,0
260,9,3,750,52,0
261,11,4,1000,27,0
262,3,5,1250,26,0
263,16,15,3750,87,0
264,2,41,10250,98,1
265,16,4,1000,23,0
266,11,24,6000,64,0
267,23,8,2000,46,0
268,11,17,4250,79,1
269,2,14,3500,57,1
270,2,1,250,2,0
271,11,7,1750,37,0
272,2,6,1500,22,0
273,14,3,750,79,0
274,0,8,2000,59,0
275,2,6,1500,15,1
276,2,4,1000,70,0
277,2,15,3750,49,1
278,4,20,5000,69,1
279,21,3,750,70,0
280,2,1,250,2,0
281,16,1,250,16,0
282,11,5,1250,50,0
283,9,9,2250,45,0
284,4,6,1500,46,0
285,2,2,500,2,0
286,23,3,750,39,0
287,2,12,3000,70,1
288,9,9,2250,16,0
289,2,4,1000,16,0
290,2,1,250,2,0
291,14,5,1250,74,0
292,21,6,1500,48,0
293,16,1,250,16,0
294,4,16,4000,70,1
295,11,2,500,11,0
296,10,8,2000,39,0
297,2,16,4000,81,0
298,23,6,1500,45,0
299,14,3,750,26,0
300,11,1,250,11,0
301,14,5,1250,28,1
302,11,4,1000,16,1
303,4,6,1500,30,0
304,2,3,750,21,0
305,12,11,2750,39,0
306,11,6,1500,28,0
307,23,5,1250,33,0
308,23,8,2000,69,0
309,8,15,3750,77,0
310,4,2,500,59,0
311,11,6,1500,26,0
312,2,2,500,4,0
313,23,1,250,23,0
314,4,19,4750,69,1
315,20,14,3500,69,1
316,2,3,750,19,0
317,4,1,250,4,0
318,4,4,1000,43,1
319,2,1,250,2,0
320,23,1,250,23,0
321,16,2,500,27,0
322,14,3,750,33,0
323,4,12,3000,88,0
324,16,3,750,35,0
325,2,1,250,2,1
326,14,2,500,35,1
327,7,11,2750,89,0
328,4,1,250,4,0
329,2,11,2750,46,0
330,2,16,4000,64,0
331,2,4,1000,26,0
332,11,3,750,26,0
333,4,1,250,4,0
334,21,3,750,40,0
335,14,2,500,14,0
336,23,4,1000,87,0
337,4,5,1250,16,1
338,4,4,1000,14,1
339,4,9,2250,26,1
340,2,2,500,16,0
341,40,1,250,40,0
342,14,7,1750,73,0
343,4,1,250,4,1
344,2,6,1500,75,0
345,35,3,750,64,0
346,14,2,500,29,0
347,16,1,250,16,0
348,2,5,1250,34,0
349,7,2,500,16,0
350,23,6,1500,70,0
351,13,4,1000,21,0
352,26,5,1250,49,1
353,4,1,250,4,0
354,4,2,500,51,1
355,4,4,1000,4,1
356,14,5,1250,14,0
357,21,1,250,21,0
358,2,3,750,9,1
359,2,6,1500,45,0
360,2,11,2750,41,1
361,14,5,1250,26,0
362,2,12,3000,52,0
363,14,4,1000,22,1
364,1,14,3500,58,0
365,9,11,2750,49,1
366,4,8,2000,28,0
367,11,2,500,11,0
368,15,5,1250,33,0
369,23,1,250,23,0
370,23,2,500,26,0
371,4,5,1250,28,0
372,23,3,750,33,0
