,A1,A2,A3,A4,A5,A6,A7,Class
96,0.04,0.31,0.48,0.5,0.41,0.29,0.39,1
97,0.26,0.5,0.48,0.5,0.44,0.32,0.41,1
98,0.22,0.34,0.48,0.5,0.42,0.29,0.39,1
99,0.3,0.37,0.48,0.5,0.43,0.18,0.3,1
100,0.67,0.84,0.48,0.5,0.74,0.54,0.37,6
101,0.61,0.52,0.48,0.5,0.54,0.67,0.52,2
102,0.85,0.53,0.48,0.5,0.53,0.52,0.35,3
103,0.1,0.49,0.48,0.5,0.41,0.67,0.21,2
104,0.28,0.38,0.48,0.5,0.5,0.33,0.42,1
105,0.7,0.61,0.48,0.5,0.56,0.52,0.43,8
106,0.43,0.4,0.48,0.5,0.58,0.75,0.78,2
107,0.67,0.88,0.48,0.5,0.73,0.5,0.25,6
108,0.31,0.23,0.48,0.5,0.73,0.05,0.14,1
109,0.24,0.34,0.48,0.5,0.38,0.3,0.4,1
110,0.67,0.61,0.48,0.5,0.51,0.37,0.38,8
111,0.32,0.39,0.48,0.5,0.53,0.28,0.38,8
112,0.63,0.86,0.48,0.5,0.39,0.47,0.34,8
113,0.37,0.47,0.48,0.5,0.39,0.76,0.79,2
114,0.74,0.7,0.48,0.5,0.66,0.65,0.69,2
115,0.24,0.43,0.48,0.5,0.54,0.52,0.59,1
116,0.64,0.78,0.48,0.5,0.5,0.36,0.38,8
117,0.53,0.42,0.48,0.5,0.16,0.29,0.39,1
118,0.42,0.38,0.48,0.5,0.54,0.34,0.43,1
119,0.67,0.7,0.48,0.5,0.46,0.45,0.33,8
120,0.39,0.32,0.48,0.5,0.46,0.24,0.35,1
121,0.34,0.42,0.48,0.5,0.41,0.34,0.43,1
122,0.51,0.49,0.48,0.5,0.53,0.14,0.26,1
123,0.63,0.83,0.48,0.5,0.4,0.39,0.19,8
124,0.2,0.44,0.48,0.5,0.46,0.51,0.57,1
125,0.78,0.44,0.48,0.5,0.45,0.73,0.68,5
126,0.59,0.56,0.48,0.5,0.55,0.8,0.82,2
127,0.7,0.53,0.48,0.5,0.7,0.86,0.87,5
128,0.2,0.46,0.48,0.5,0.57,0.78,0.81,2
129,0.75,0.55,1.0,1.0,0.4,0.47,0.3,4
130,0.17,0.39,0.48,0.5,0.53,0.3,0.39,1
131,0.63,0.42,0.48,0.5,0.48,0.77,0.8,5
132,0.75,0.76,0.48,0.5,0.83,0.57,0.3,6
133,0.43,0.59,0.48,0.5,0.52,0.49,0.56,8
134,0.36,0.47,0.48,0.5,0.51,0.69,0.72,2
135,0.43,0.39,0.48,0.5,0.47,0.31,0.41,1
136,0.23,0.4,0.48,0.5,0.39,0.28,0.38,1
137,0.47,0.47,0.48,0.5,0.22,0.16,0.26,1
138,0.31,0.44,0.48,0.5,0.5,0.79,0.82,2
139,0.81,0.44,0.48,0.5,0.42,0.67,0.68,5
140,0.66,0.49,1.0,0.5,0.54,0.56,0.36,7
141,0.74,0.56,0.48,0.5,0.47,0.68,0.3,8
142,0.48,0.42,0.48,0.5,0.45,0.25,0.35,1
143,0.21,0.51,0.48,0.5,0.5,0.32,0.41,1
144,0.4,0.5,0.48,0.5,0.65,0.82,0.84,2
145,0.6,0.5,1.0,0.5,0.54,0.77,0.8,2
146,0.4,0.45,0.48,0.5,0.38,0.22,0.0,1
147,0.39,0.41,0.48,0.5,0.52,0.72,0.75,2
148,0.24,0.35,0.48,0.5,0.31,0.19,0.31,1
149,0.41,0.43,0.48,0.5,0.5,0.24,0.25,1
150,0.36,0.39,0.48,0.5,0.48,0.22,0.23,1
151,0.79,0.36,0.48,0.5,0.46,0.82,0.7,5
152,0.61,0.66,0.48,0.5,0.46,0.87,0.88,2
153,0.0,0.38,0.48,0.5,0.42,0.48,0.55,1
154,0.32,0.42,0.48,0.5,0.35,0.28,0.38,1
155,0.45,0.4,0.48,0.5,0.61,0.74,0.77,2
156,0.4,0.29,0.48,0.5,0.42,0.35,0.44,1
157,0.76,0.73,0.48,0.5,0.44,0.39,0.39,8
158,0.65,0.57,0.48,0.5,0.47,0.47,0.51,8
159,0.5,0.37,0.48,0.5,0.66,0.64,0.69,2
160,0.25,0.37,0.48,0.5,0.41,0.33,0.42,1
161,0.22,0.36,0.48,0.5,0.35,0.39,0.47,1
162,0.63,0.57,0.48,0.5,0.49,0.7,0.2,8
163,0.67,0.55,1.0,0.5,0.66,0.58,0.16,7
164,0.35,0.37,0.48,0.5,0.3,0.34,0.43,1
165,0.33,0.37,0.48,0.5,0.46,0.65,0.69,2
166,0.22,0.43,0.48,0.5,0.48,0.16,0.28,1
