,A1,A2,A3,A4,Class
289,14,1,250,14,0
290,2,1,250,2,1
291,16,7,1750,64,0
292,1,13,3250,47,0
293,11,1,250,11,0
294,21,1,250,21,0
295,38,1,250,38,0
296,14,2,500,14,0
297,3,8,2000,50,0
298,2,3,750,11,0
299,4,1,250,4,0
300,4,9,2250,28,1
301,11,4,1000,27,0
302,4,2,500,4,1
303,16,4,1000,23,0
304,8,2,500,16,0
305,2,7,1750,29,0
306,21,1,250,21,0
307,14,1,250,14,0
308,16,1,250,16,0
309,14,7,1750,47,0
310,2,13,3250,53,1
311,23,5,1250,33,0
312,16,8,2000,28,0
313,23,2,500,28,0
314,14,1,250,14,0
315,1,12,3000,35,0
316,4,3,750,16,0
317,11,2,500,25,0
318,2,3,750,38,1
319,16,6,1500,81,0
320,2,15,3750,49,1
321,23,1,250,23,0
322,11,1,250,11,0
323,11,3,750,15,0
324,4,6,1500,43,0
325,2,6,1500,22,0
326,23,14,3500,93,0
327,13,4,1000,21,0
328,11,11,2750,42,0
329,16,11,2750,40,0
330,2,10,2500,28,1
331,21,1,250,21,0
332,16,1,250,16,0
333,14,4,1000,40,0
334,11,2,500,11,0
335,1,14,3500,58,0
336,2,12,3000,70,1
337,2,1,250,2,0
338,2,9,2250,36,0
339,16,8,2000,76,0
340,23,1,250,23,0
341,2,1,250,2,0
342,23,5,1250,58,0
343,2,5,1250,37,0
344,1,9,2250,51,0
345,2,1,250,2,0
346,9,2,500,16,1
347,11,3,750,14,0
348,11,2,500,38,1
349,14,1,250,14,0
350,2,1,250,2,0
351,2,10,2500,49,0
352,14,3,750,33,0
353,11,5,1250,18,0
354,4,1,250,4,0
355,2,1,250,2,1
356,11,5,1250,38,0
357,2,4,1000,16,0
358,4,5,1250,58,0
359,4,3,750,16,1
360,4,3,750,25,1
361,14,13,3250,57,0
362,11,3,750,40,1
363,20,14,3500,69,1
364,2,6,1500,75,0
365,16,3,750,46,0
366,14,2,500,14,0
367,2,3,750,75,1
368,21,1,250,21,0
369,21,7,1750,38,0
370,4,5,1250,58,0
371,2,12,3000,82,0
372,9,1,250,9,0
