,A1,A2,A3,A4,A5,A6,A7,Class
31,0.44,0.34,0.48,0.5,0.3,0.33,0.43,1
32,0.57,0.59,0.48,0.5,0.39,0.47,0.33,8
33,0.37,0.5,0.48,0.5,0.42,0.36,0.45,1
34,0.4,0.35,0.48,0.5,0.45,0.33,0.42,1
35,0.06,0.61,0.48,0.5,0.49,0.92,0.37,2
36,0.25,0.37,0.48,0.5,0.43,0.26,0.36,1
37,0.41,0.43,0.48,0.5,0.5,0.24,0.25,1
38,0.72,0.42,0.48,0.5,0.65,0.77,0.79,5
39,0.78,0.68,0.48,0.5,0.83,0.4,0.29,6
40,0.49,0.29,0.48,0.5,0.56,0.24,0.35,1
41,0.73,0.36,0.48,0.5,0.53,0.91,0.92,2
42,0.59,0.29,0.48,0.5,0.64,0.75,0.77,5
43,0.88,0.42,0.48,0.5,0.52,0.73,0.75,5
44,0.71,0.86,0.48,0.5,0.4,0.54,0.32,8
45,0.65,0.47,0.48,0.5,0.59,0.3,0.4,1
46,0.53,0.42,0.48,0.5,0.16,0.29,0.39,1
47,0.27,0.42,0.48,0.5,0.37,0.38,0.43,1
48,0.61,0.45,0.48,0.5,0.48,0.35,0.41,1
49,0.76,0.73,0.48,0.5,0.44,0.39,0.39,8
50,0.52,0.36,0.48,0.5,0.41,0.28,0.38,1
51,0.63,0.54,0.48,0.5,0.65,0.79,0.81,2
52,0.1,0.49,0.48,0.5,0.41,0.67,0.21,2
53,0.67,0.81,0.48,0.5,0.25,0.42,0.25,8
54,0.6,0.46,0.48,0.5,0.45,0.81,0.83,2
55,0.81,0.44,0.48,0.5,0.42,0.67,0.68,5
56,0.69,0.43,0.48,0.5,0.59,0.74,0.77,5
57,0.86,0.55,0.48,0.5,0.63,0.81,0.83,5
58,0.39,0.41,0.48,0.5,0.52,0.72,0.75,2
59,0.3,0.37,0.48,0.5,0.43,0.18,0.3,1
60,0.34,0.55,0.48,0.5,0.58,0.31,0.41,1
61,0.44,0.35,0.48,0.5,0.55,0.55,0.61,1
62,0.4,0.45,0.48,0.5,0.38,0.22,0.0,1
63,0.67,0.55,1.0,0.5,0.66,0.58,0.16,7
64,0.37,0.52,0.48,0.5,0.42,0.42,0.36,1
65,0.41,0.51,0.48,0.5,0.58,0.2,0.31,1
66,0.26,0.26,0.48,0.5,0.34,0.25,0.35,1
67,0.29,0.3,0.48,0.5,0.45,0.03,0.17,1
68,0.67,0.84,0.48,0.5,0.74,0.54,0.37,6
69,0.89,0.55,0.48,0.5,0.51,0.72,0.76,2
70,0.76,0.71,0.48,0.5,0.5,0.71,0.75,5
71,0.53,0.38,0.48,0.5,0.44,0.26,0.36,1
72,0.07,0.4,0.48,0.5,0.54,0.35,0.44,1
73,0.43,0.37,0.48,0.5,0.53,0.35,0.44,1
74,0.24,0.43,0.48,0.5,0.54,0.52,0.59,1
75,0.34,0.42,0.48,0.5,0.41,0.34,0.43,1
76,0.51,0.54,0.48,0.5,0.41,0.34,0.43,1
77,0.29,0.41,0.48,0.5,0.48,0.38,0.46,1
78,0.63,1.0,0.48,0.5,0.35,0.51,0.49,8
79,0.64,0.66,0.48,0.5,0.41,0.39,0.2,8
80,0.68,0.76,0.48,0.5,0.84,0.45,0.27,6
81,0.7,0.71,0.48,0.5,0.42,0.84,0.85,8
82,0.67,0.88,0.48,0.5,0.73,0.5,0.25,6
83,0.57,0.38,0.48,0.5,0.06,0.49,0.33,5
84,0.27,0.3,0.48,0.5,0.71,0.28,0.39,1
85,0.18,0.3,0.48,0.5,0.46,0.24,0.35,1
86,0.63,0.71,0.48,0.5,0.6,0.4,0.39,8
87,0.71,0.4,0.48,0.5,0.71,0.7,0.74,2
88,0.84,0.54,0.48,0.5,0.75,0.92,0.7,5
89,0.3,0.45,0.48,0.5,0.36,0.21,0.32,1
90,0.44,0.49,0.48,0.5,0.39,0.38,0.4,1
91,0.3,0.44,0.48,0.5,0.49,0.22,0.33,1
92,0.66,0.74,0.48,0.5,0.31,0.38,0.43,8
93,0.62,0.78,0.48,0.5,0.47,0.49,0.54,8
94,0.83,0.48,0.48,0.5,0.65,0.76,0.79,5
95,0.35,0.37,0.48,0.5,0.3,0.34,0.43,1
96,0.68,0.82,0.48,0.5,0.38,0.65,0.56,8
97,0.51,0.46,0.48,0.5,0.58,0.31,0.41,1
98,0.48,0.45,0.48,0.5,0.6,0.78,0.8,2
99,0.62,0.42,0.48,0.5,0.58,0.79,0.81,5
100,0.36,0.39,0.48,0.5,0.48,0.22,0.23,1
101,0.61,0.52,0.48,0.5,0.54,0.67,0.52,2
102,0.27,0.35,0.48,0.5,0.51,0.77,0.79,2
103,0.36,0.41,0.48,0.5,0.48,0.47,0.54,1
104,0.44,0.51,0.48,0.5,0.47,0.26,0.36,1
105,0.78,0.44,0.48,0.5,0.45,0.73,0.68,5
106,0.76,0.41,0.48,0.5,0.5,0.59,0.62,5
107,0.64,0.72,0.48,0.5,0.49,0.42,0.19,8
108,0.71,0.57,0.48,0.5,0.48,0.35,0.32,8
109,0.59,0.49,0.48,0.5,0.52,0.45,0.36,1
110,0.69,0.66,0.48,0.5,0.41,0.5,0.25,8
111,0.64,0.76,0.48,0.5,0.45,0.35,0.38,1
112,0.31,0.44,0.48,0.5,0.5,0.79,0.82,2
113,0.38,0.46,0.48,0.5,0.48,0.22,0.29,1
114,0.74,0.78,0.48,0.5,0.75,0.54,0.15,6
115,0.59,0.56,0.48,0.5,0.55,0.8,0.82,2
116,0.75,0.37,0.48,0.5,0.64,0.7,0.74,5
117,0.34,0.51,0.48,0.5,0.44,0.37,0.46,1
118,0.25,0.26,0.48,0.5,0.39,0.32,0.42,1
119,0.44,0.35,0.48,0.5,0.44,0.52,0.59,1
120,0.54,0.47,0.48,0.5,0.28,0.33,0.42,1
121,0.4,0.5,0.48,0.5,0.45,0.39,0.47,1
122,0.46,0.59,0.48,0.5,0.36,0.76,0.23,2
123,0.58,0.6,0.48,0.5,0.59,0.73,0.76,5
124,0.23,0.32,0.48,0.5,0.55,0.25,0.35,1
125,0.61,0.75,0.48,0.5,0.51,0.33,0.33,6
126,0.34,0.49,0.48,0.5,0.58,0.85,0.8,2
127,0.68,0.63,0.48,0.5,0.73,0.4,0.3,6
128,0.49,0.42,0.48,0.5,0.53,0.79,0.81,2
129,0.5,0.66,0.48,0.5,0.31,0.92,0.92,2
130,0.74,0.7,0.48,0.5,0.66,0.65,0.69,2
131,0.51,0.49,0.48,0.5,0.53,0.14,0.26,1
132,0.5,0.57,0.48,0.5,0.71,0.61,0.66,2
133,0.33,0.37,0.48,0.5,0.46,0.65,0.69,2
134,0.4,0.46,0.48,0.5,0.52,0.49,0.56,1
135,0.34,0.46,0.48,0.5,0.52,0.35,0.44,1
136,0.61,0.66,0.48,0.5,0.46,0.87,0.88,2
137,0.63,0.5,0.48,0.5,0.59,0.85,0.86,2
138,0.63,0.65,0.48,0.5,0.39,0.44,0.35,8
139,0.52,0.57,0.48,0.5,0.42,0.47,0.54,1
140,0.4,0.5,0.48,0.5,0.65,0.82,0.84,2
141,0.34,0.33,0.48,0.5,0.38,0.35,0.44,1
142,0.33,0.45,0.48,0.5,0.45,0.88,0.89,2
143,0.31,0.47,0.48,0.5,0.29,0.28,0.39,1
144,0.71,0.71,0.48,0.5,0.68,0.43,0.36,6
145,0.77,0.57,0.48,0.5,0.88,0.53,0.2,6
146,0.32,0.39,0.48,0.5,0.53,0.28,0.38,8
147,0.84,0.49,0.48,0.5,0.55,0.78,0.74,5
148,0.38,0.4,0.48,0.5,0.63,0.25,0.35,1
149,0.66,0.49,1.0,0.5,0.54,0.56,0.36,7
150,0.17,0.39,0.48,0.5,0.53,0.3,0.39,1
151,0.74,0.56,0.48,0.5,0.47,0.68,0.3,8
152,0.59,0.61,0.48,0.5,0.42,0.42,0.37,8
153,0.4,0.46,0.48,0.5,0.42,0.35,0.44,1
154,0.52,0.39,0.48,0.5,0.65,0.71,0.73,2
155,0.69,0.8,0.48,0.5,0.46,0.57,0.26,8
156,0.35,0.48,0.48,0.5,0.56,0.4,0.48,1
157,0.52,0.54,0.48,0.5,0.62,0.76,0.79,2
158,0.2,0.46,0.48,0.5,0.57,0.78,0.81,2
159,0.67,0.81,0.48,0.5,0.54,0.49,0.23,8
160,0.25,0.4,0.48,0.5,0.46,0.44,0.52,1
161,0.3,0.16,0.48,0.5,0.56,0.11,0.23,1
162,0.57,0.54,0.48,0.5,0.37,0.28,0.33,1
163,0.69,0.59,0.48,0.5,0.46,0.44,0.52,8
164,0.31,0.5,0.48,0.5,0.57,0.84,0.85,2
165,0.44,0.42,0.48,0.5,0.42,0.25,0.2,1
166,0.74,0.82,0.48,0.5,0.49,0.49,0.41,8
