A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,Class
0.294978,-0.031322,-0.072716,-0.014395,0.270846,0.184112,-0.385849,-0.878593,0.455225,0.693144,-0.316944,1.159783,-1.138599,0.125754,0.260418,0.42371,2
0.294978,-0.296603,0.02983,-0.451677,-0.420355,-0.588052,0.857176,0.731808,-0.53781,-0.74518,-0.571866,-0.459258,0.228845,-0.362062,-0.791317,-0.417883,2
0.294978,-0.205248,0.4685,-0.330066,-0.365199,0.782561,-0.051518,0.925832,-0.32752,-0.950091,-0.442332,0.138609,-0.161502,0.125754,-0.518755,0.157969,2
0.21331,-0.296603,0.160861,-0.308719,-0.397471,-0.629944,0.269097,0.1368,-0.160067,-0.922699,-0.46439,0.225889,-0.095157,-0.362062,-0.655036,-0.417724,2
0.21331,1.059668,2.251667,0.590425,1.009574,2.210858,-2.189521,-1.590015,1.506674,2.008206,2.863945,0.042601,0.522132,5.979545,0.038221,0.898054,2
0.294978,-0.296603,0.233024,-0.424185,-0.525971,-0.903734,0.972049,1.326815,-1.246564,-0.98354,-0.596292,0.832484,-0.820389,-0.362062,-0.56912,-0.312704,2
0.21331,-0.296603,-1.105775,-0.240798,-0.197973,0.59405,-1.340835,-1.609418,1.533934,1.844382,1.252849,0.086241,-0.43829,-0.362062,-0.326184,0.087903,2
-4.605128,-0.091054,-0.858905,-0.1373,0.078976,-0.2225,0.390827,-1.020878,1.074412,0.041802,-0.019684,-1.026577,0.282027,0.125754,-0.07436,0.286291,2
0.294978,-0.296603,-0.606337,-0.374376,-0.352291,-0.469526,-0.378991,-0.641452,0.908906,0.290171,-0.33767,-0.642545,0.774349,-0.362062,-0.936487,-0.465286,2
0.294978,-0.296603,1.467377,-0.340092,-0.39043,-0.43096,-0.876201,0.453706,-1.049905,0.76689,-0.568905,0.060057,-0.185723,-0.362062,-1.108319,-0.569827,3
0.294978,-0.296603,0.588138,-0.068408,-0.354638,-0.672833,-0.59502,-0.175794,0.328662,-0.188129,-0.527454,1.177239,-1.588621,-0.362062,0.491504,-0.164113,3
-3.135096,-0.296603,0.339368,0.156054,0.114768,0.638767,-0.48872,-0.031354,0.461067,0.464792,0.175281,0.068785,0.426652,-0.362062,2.328338,0.533996,3
0.294978,-0.296603,0.760947,-0.32392,-0.464361,-0.848544,2.146493,2.508207,-2.366163,-0.990652,-0.62812,-1.070217,1.607874,-0.362062,0.272269,-0.228752,3
0.294978,-0.19822,-0.349971,0.259229,-0.319432,0.63112,-0.253831,-0.324546,0.503903,-0.373813,-0.257137,0.561917,-0.807751,0.125754,4.040741,1.23434,3
0.21331,-0.296603,-0.915875,-0.326508,-0.332341,-0.220339,-0.102954,-0.805295,0.591524,0.559346,-0.240261,-0.467986,-0.505864,-0.362062,-0.418025,-0.307437,3
-0.358369,1.53489,-1.134261,0.992775,0.432204,2.024175,-2.052359,-1.777572,1.734488,1.028955,2.497551,-0.747281,0.120201,2.077018,-0.364698,1.54078,3
0.294978,-0.296603,0.844503,-0.328772,-0.288334,0.068412,-0.312125,-0.009796,0.106689,-0.008504,-0.44707,0.465909,-0.681029,-0.362062,-0.338034,-0.117987,3
-0.358369,0.214634,-0.2949,-0.168349,0.024995,1.183521,-1.135093,-1.197655,1.035469,0.731334,1.126277,0.570645,-0.167645,0.125754,0.168576,0.888158,3
-1.256722,5.482481,0.954646,2.263867,6.680001,3.25299,-2.180948,-2.144062,1.637132,2.47676,4.240697,0.95904,-0.190462,7.442992,-0.281744,1.05702,3
0.294978,-0.296603,1.042,-0.308396,-0.330581,-0.347177,0.985765,0.593835,-1.053799,-0.931128,-0.532488,1.11178,-0.429866,-0.362062,-0.183977,-0.079841,3
0.294978,-0.296603,1.839582,-0.308396,-0.266624,-0.180443,1.124641,0.796482,-1.164785,-0.678808,-0.505101,0.212797,0.355568,-0.362062,-0.189902,-0.148152,3
-4.686796,6.749154,0.138073,5.371089,7.352426,4.190227,-2.414123,-2.402761,1.711123,3.182358,4.431518,-0.712369,1.671586,1.589202,2.248347,2.891192,3
0.294978,-0.296603,0.814119,-0.020864,0.019714,0.252269,-1.301401,-1.11789,1.101672,1.931825,-0.433302,2.290057,-2.069359,-0.362062,0.488541,-0.05207,3
0.294978,-0.296603,0.667896,1.451727,6.378995,1.543422,-2.441555,-2.109569,1.755907,2.082742,0.930571,1.356163,-1.197397,-0.362062,-0.29952,-0.451241,3
0.294978,-0.184166,0.189346,4.030782,-0.0683,0.380935,-0.850483,-0.604803,0.727823,-0.336413,-0.376012,1.268883,-0.807751,0.125754,1.11662,0.409186,3
0.294978,-0.296603,0.569148,0.548702,1.693147,0.9089,-2.052359,-1.740923,1.584559,2.355078,0.851814,2.228962,-1.586866,-0.362062,1.069218,-0.203694,3
0.294978,-0.296603,1.875664,0.025064,0.577134,0.751974,-2.072934,-1.074773,0.805708,-0.022726,0.101707,2.202778,-1.18669,-0.362062,0.610009,0.005547,3
0.294978,-0.058553,1.195819,0.183869,0.452154,0.669022,-0.545299,-1.033812,0.686933,1.22175,0.027392,-0.546537,0.542492,1.101386,1.303266,1.494016,3
0.21331,-0.296603,-0.425931,-0.05353,-0.121695,0.081545,-1.153953,-1.208434,1.27886,0.873823,-0.189336,1.919118,-1.317976,-0.362062,0.695926,0.260914,3
0.294978,-0.296603,0.4685,-0.47464,-0.465535,-0.967236,1.995615,2.805711,-2.494673,-0.980116,-0.631821,-1.009121,1.20524,-0.362062,-0.933524,-0.549238,1
0.294978,-0.296603,1.406609,-0.402191,-0.507782,-1.020432,1.650997,2.467246,-2.525827,-0.991705,-0.623383,-0.930569,1.381985,-0.362062,-0.462465,-0.542375,1
0.21331,-0.296603,-0.473407,-0.378257,-0.476097,-0.879131,1.541268,1.872239,-1.32445,-0.980907,-0.608727,-1.192408,2.62411,-0.362062,-0.483203,-0.529127,1
0.21331,-0.296603,-0.84941,-0.414158,-0.568218,-1.089087,2.54769,2.866074,-1.797602,-1.007245,-0.646033,-1.201136,1.847102,-0.362062,-1.040179,-0.583074,1
0.294978,-0.296603,1.600308,-0.467201,-0.476683,-0.933989,1.609849,2.480181,-2.077988,-0.971425,-0.617313,-1.18368,2.844909,-0.362062,-0.729102,-0.458902,1
0.21331,-0.296603,0.138073,-0.482403,-0.579366,-0.988514,2.612841,2.952307,-2.222075,-1.002504,-0.63715,-1.166224,2.164259,-0.362062,-0.687625,-0.417085,1
0.21331,-0.149029,0.198841,4.586764,1.427346,2.468025,-0.607022,-1.227837,1.263283,1.445623,1.696074,-0.328338,0.30853,0.125754,-0.065472,0.228833,2
0.21331,-0.296603,0.466601,-0.324567,-0.30711,-0.741654,-0.744183,-0.022731,0.4046,-0.28084,-0.598808,1.849294,-0.922188,-0.362062,-0.663924,-0.490822,2
0.294978,-0.296603,-0.765853,-0.379228,-0.454387,-0.764429,1.165789,0.182073,-0.65269,-0.946667,-0.611984,0.767024,-0.721047,-0.362062,-0.166201,-0.074734,2
0.21331,-0.296603,-0.917774,0.145381,-0.506608,-0.380424,1.0372,0.498979,-0.689686,-0.347475,-0.182526,-1.153132,1.278255,-0.362062,-0.231379,-0.226199,2
0.294978,-0.296603,1.237598,-0.332006,-0.24198,-0.36779,-0.528154,0.393343,-0.150332,-0.456778,-0.374679,-0.507262,0.131259,-0.362062,-0.732065,-0.333612,2
0.294978,-0.296603,0.305186,-0.325538,-0.421528,-0.954935,0.822886,1.846369,-1.10053,-0.982487,-0.613908,-0.40689,-0.144301,-0.362062,-0.195828,-0.389474,2
0.294978,-0.296603,-0.243627,-0.013101,-0.194453,0.152195,-1.188243,-1.135136,0.945901,1.0761,0.736049,0.745204,-0.517273,-0.362062,0.002669,-0.198108,2
0.294978,-0.296603,0.662199,-0.369201,-0.416247,-0.288828,0.644576,0.583056,-1.014856,-0.949564,-0.524493,-0.293426,0.253944,-0.362062,-0.983889,-0.396656,2
-7.381854,-0.296603,-0.1031,-0.330713,-0.060672,0.631785,-1.738603,-1.613729,1.609872,1.179872,2.439076,-0.982937,0.728715,-0.362062,-1.209049,-0.635903,2
0.294978,-0.229843,1.455983,-0.254382,-0.507195,-0.865666,0.152509,0.539939,-0.837668,-0.018249,-0.61228,-0.546537,1.05886,0.125754,0.63371,0.362103,2
0.294978,-0.296603,1.021111,-0.455881,-0.451453,-0.842227,1.064633,1.49497,-1.340027,-0.976956,-0.615093,0.518277,-0.27664,-0.362062,-0.877234,-0.468637,2
0.131641,0.278758,-1.489375,0.163493,-0.24198,0.632949,-0.732181,-1.697806,1.384005,1.799608,-0.024126,-1.16186,-0.669796,1.101386,-0.062509,0.00826,2
0.131641,-0.296603,-1.02032,-0.199075,-0.362266,-0.676989,0.946331,0.85469,-0.352833,-0.994602,-0.617757,0.020782,0.09247,-0.362062,-0.115837,-0.170497,2
0.21331,-0.296603,-0.551266,0.003717,0.382917,-0.078872,-1.140236,-1.204123,1.074412,0.594376,-0.356915,1.77947,-2.502533,-0.362062,-0.530605,-0.425065,2
0.294978,-0.296603,-1.373535,-0.234653,-0.354051,-0.201388,-0.298409,-1.059682,1.372322,1.255462,-0.202067,-1.11822,-1.145444,-0.362062,0.192278,-0.192203,2
0.294978,-0.296603,1.949725,-0.270554,-0.040136,0.314607,-1.205388,-0.331014,0.618784,-0.488911,0.022358,0.557553,0.094927,-0.362062,-0.01807,-0.286529,2
0.294978,-0.296603,0.369752,-0.392488,-0.382215,-0.741654,0.478268,0.490355,-0.954495,-0.96484,-0.57986,-0.437438,0.260965,-0.362062,-1.031291,-0.567113,2
0.131641,-0.296603,-1.079189,-0.178376,-0.28364,-0.664022,-0.056662,-0.542285,0.95369,0.212473,-0.617609,2.010762,-2.943429,-0.362062,-0.275819,-0.339358,2
0.21331,-0.296603,-1.132362,-0.336211,-0.49546,-0.458887,0.661721,0.037632,-0.473555,-0.793116,-0.480526,-0.664365,-0.407049,-0.362062,-0.607634,-0.390112,2
0.21331,-0.296603,-0.004352,-0.455558,-0.39219,-0.121096,-0.34813,-0.223222,0.058011,-0.228427,-0.231082,0.321897,-0.074973,-0.362062,-1.037216,-0.411818,2
0.294978,-0.296603,0.483692,-0.200693,0.096579,-0.315758,-0.535012,-0.581089,0.278037,0.253824,-0.336189,1.212151,-0.620651,-0.362062,0.313746,-0.238169,2
0.131641,-0.296603,-1.643194,-0.264409,-0.237286,-0.0039,-0.29498,-1.281732,1.380111,0.626245,-0.041446,-0.961117,-0.122537,-0.362062,-0.106949,0.070506,2
0.294978,-0.296603,0.41153,-0.307102,-0.291855,0.081877,-0.354988,0.089372,0.151473,-0.317713,-0.327455,0.094969,-0.14711,-0.362062,-0.498016,-0.158686,2
0.21331,-0.296603,-0.112595,0.517976,-0.142231,0.057773,-0.751041,-0.923865,1.033522,0.56356,-0.216575,1.299431,-1.357292,-0.362062,2.805322,0.01624,2
0.21331,-0.296603,-0.729772,0.122094,-0.239633,-0.093169,-0.50758,-0.731997,0.817391,-0.415427,-0.046627,-0.27597,-0.228198,-0.362062,1.078106,0.289323,2
0.294978,-0.296603,0.992626,-0.338475,-0.339969,-0.185596,0.551992,0.968948,-0.781201,-0.973269,-0.430193,-0.668729,0.634638,-0.362062,-1.060917,-0.515721,2
-2.073406,-0.296603,0.299489,-0.25794,-0.10996,-0.471854,-0.072092,0.317889,0.252724,-0.234485,-0.496958,0.561917,-0.338597,-0.362062,-0.015107,1.676763,2
0.21331,-0.296603,-0.114494,-0.191636,0.153495,-0.150188,-1.169383,-1.480068,1.555352,2.03033,-0.294739,2.473345,-1.902619,-0.362062,0.141913,-0.273761,3
-0.766712,4.566296,0.876787,1.079132,1.619802,2.655372,-2.110653,-1.837935,1.623502,2.191255,5.148909,0.679744,-0.202924,3.052649,2.651265,0.23809,3
0.294978,-0.101595,0.835008,-0.025068,0.514351,1.947042,-1.819185,-1.359342,1.362587,2.82574,1.066617,1.517631,-0.652595,1.101386,-0.266931,0.520271,3
0.294978,-0.296603,0.620421,-0.429683,-0.462014,-0.969065,1.066347,0.986195,-1.462696,-0.955885,-0.625603,0.422269,-0.114288,-0.362062,-0.729102,-0.385643,3
0.21331,-0.296603,-1.088684,-0.27767,-0.084142,0.079384,-1.39227,-1.109266,1.37427,1.164332,0.370839,0.579373,-1.198801,-0.362062,-0.127687,-0.124371,3
0.21331,-0.147272,-1.101977,-0.233036,-0.436197,-0.548821,0.702869,-0.096029,-0.056869,-0.934815,-0.390223,-1.070217,0.825424,0.125754,-0.261006,-0.093089,3
0.294978,0.453563,-1.527355,1.340466,0.077803,0.414016,-0.956783,-1.572769,1.417106,0.56198,0.92983,-1.078945,-0.160449,0.125754,3.412662,0.636303,3
-0.031696,-0.296603,-1.092482,-0.301927,-0.107613,0.054947,-0.07895,-1.025189,0.698616,0.41317,-0.122867,-0.36325,0.341878,-0.362062,-0.628372,-0.334251,3
-0.521706,1.187038,0.193144,8.36058,0.418709,1.389155,-2.023213,-1.268797,1.48915,1.864663,1.990818,-0.315246,-0.317185,2.077018,-0.631335,0.153819,3
0.21331,-0.033957,-1.284282,1.575278,0.549556,0.500958,-2.218668,-2.075076,1.802638,1.64948,-0.092075,2.713365,-2.581866,0.125754,0.355223,-0.254927,3
0.294978,-0.296603,1.402811,-0.351412,-0.533599,-0.873812,1.867027,2.156808,-2.508303,-0.97959,-0.639815,-0.939297,0.894051,-0.362062,-0.115837,-0.291796,1
0.294978,-0.296603,1.178728,-0.433564,-0.406272,-0.808315,0.603427,1.660968,-1.758659,-0.967738,-0.629156,1.059412,-0.389848,-0.362062,-0.663924,-0.455869,1
0.294978,-0.296603,0.04882,-0.381168,-0.476097,-0.743982,1.345813,2.421974,-1.552264,-0.990915,-0.602509,-0.965481,0.869127,-0.362062,-0.749841,-0.177679,1
0.294978,-0.296603,1.144546,-0.397016,-0.449106,-0.556966,1.078349,1.104765,-2.124719,-0.965894,-0.608727,-0.913113,0.890365,-0.362062,-0.740953,-0.293232,1
0.21331,-0.296603,-0.365163,-0.497281,-0.536533,-0.926176,1.899602,2.805711,-1.813179,-1.00224,-0.609467,-1.087673,1.5998,-0.362062,-0.969076,-0.565038,1
0.294978,-0.296603,0.548259,-0.320686,-0.34525,-0.803161,0.157653,0.770613,-0.360621,-0.956939,-0.597476,-0.376342,0.183913,-0.362062,-0.035845,-0.372715,1
0.294978,-0.296603,1.000222,-0.445855,-0.528318,-0.908887,2.415672,2.887632,-2.94446,-0.989071,-0.619978,-1.096401,1.893964,-0.362062,-0.832794,-0.485236,1
0.294978,-0.296603,1.345841,-0.27864,-0.463188,-0.917365,1.020055,1.413048,-2.525827,-0.973795,-0.635966,-0.690549,0.87685,-0.362062,-0.080285,-0.454752,1
0.294978,-0.296603,-0.648115,-0.072936,-0.408619,-0.58373,1.038915,0.990507,-0.00235,-0.976956,-0.578231,-1.013485,1.277553,-0.362062,-0.432839,-0.367927,1
0.294978,-0.296603,1.399013,-0.460409,-0.406272,-0.936649,1.748725,1.738578,-2.482991,-0.89083,-0.615093,-1.157496,2.08633,-0.362062,-0.690588,-0.456348,1
0.21331,-0.296603,-0.689893,-0.410601,-0.577606,-1.068307,2.599125,3.135552,-3.008715,-1.007245,-0.631673,-1.188044,2.277642,-0.362062,-0.376548,-0.449006,1
0.21331,-0.296603,-0.777247,-0.338475,-0.548855,-0.930997,2.240791,1.742889,-2.543352,-1.000133,-0.632265,-1.131312,1.566276,-0.362062,0.017482,-0.264504,1
0.294978,-0.296603,0.853998,-0.350119,-0.515409,-1.002977,2.033335,2.891944,-2.387581,-0.995129,-0.640555,-0.913113,0.676586,-0.362062,-0.575045,-0.519711,1
0.294978,-0.296603,1.725642,-0.379874,-0.465535,-1.010457,2.628272,2.702231,-2.835421,-0.960099,-0.640999,-1.174952,3.166454,-0.362062,-0.96315,-0.569667,1
0.294978,-0.296603,0.998323,-0.282198,-0.518343,-1.074126,1.227512,2.324962,-1.67688,-0.987228,-0.643812,-0.51599,0.696595,-0.362062,-0.409137,-0.436717,1
0.294978,-0.296603,1.380023,-0.414158,-0.523037,-1.020432,2.158494,3.198071,-2.782848,-0.953778,-0.626936,-1.126948,2.228498,-0.362062,-0.160276,-0.176881,1
0.294978,-0.296603,1.448387,-0.382462,-0.329994,-1.103217,1.83788,1.816187,-1.532792,-0.973795,-0.638187,-1.174952,1.915553,-0.362062,-0.740953,-0.469755,1
0.294978,-0.296603,-0.834218,-0.387313,-0.521277,-0.7626,1.803589,1.68037,-1.797602,-0.97959,-0.576603,-1.144404,1.435692,-0.362062,-0.545419,-0.480767,1
0.294978,-0.296603,1.820592,-0.426449,-0.365199,-0.677654,1.614993,0.835287,-1.926112,-0.923489,-0.611096,-0.974209,1.93486,-0.362062,-0.776504,-0.316375,1
0.294978,-0.296603,-0.04613,-0.30225,-0.442651,-0.686298,-0.051518,1.065961,0.503903,-0.962733,-0.37616,-0.969845,0.836306,-0.362062,-0.261006,-0.372396,1
0.294978,-0.296603,-0.2949,-0.338475,-0.533012,-0.930498,1.618422,2.402572,-1.427647,-1.00224,-0.607987,-1.148768,1.661055,-0.362062,-0.258043,-0.448368,1
