A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,Class
-1.978514,0.231352,-0.204084,0.932013,-0.309619,-0.058097,-0.325875,-1.80559,0.438337,-0.615322,0.314054,0.198758,-0.512795,-0.391759,-0.023243,2.375533,-1.194461,-0.986896,-1.158158,-0.434949,-0.535004,1
-0.465216,3.328312,-0.204084,0.578117,-0.657716,-0.058097,-0.325875,-1.671793,0.318969,-0.615322,-1.409937,-0.327469,0.507203,0.11011,-0.023243,-0.458577,0.242833,0.608317,0.45356,-0.36128,-0.535004,1
-0.357123,1.639061,-0.139506,1.285908,-0.657716,-0.058097,-0.325875,1.204828,0.438337,-0.615322,-1.263214,-0.669517,0.647892,-0.391759,-0.023243,-0.458577,-0.09938,0.02824,-0.006931,-0.582289,-0.535004,1
0.183341,2.202144,-0.204084,0.224222,0.038477,-0.058097,-0.325875,-1.471099,1.393279,-0.615322,-0.657983,0.488183,-0.161071,0.779268,0.31755,2.375533,0.379718,0.753337,0.683805,-0.324445,-0.535004,1
1.696639,1.920603,-0.204084,1.285908,-0.657716,-0.058097,-0.325875,-0.802117,-0.397238,-0.615322,-1.409937,-0.958942,1.808579,0.835032,-0.364037,-0.458577,2.159224,2.276041,2.372272,-0.508619,1.135214,1
1.588547,-0.894816,-0.204084,0.224222,-0.657716,-0.058097,-0.325875,0.201355,-0.994076,3.134101,-0.602962,-1.537791,2.019613,-0.05718,-1.045623,-0.458577,1.543241,1.768473,1.681535,-0.692794,1.135214,1
2.020918,-0.894816,-0.204084,-0.837463,-0.657716,-0.058097,-0.325875,0.803439,-0.994076,2.509198,0.167332,-0.906319,1.21065,-0.001416,-0.70483,-0.458577,1.543241,1.623453,1.681535,-0.619124,1.135214,1
0.93999,0.231352,-0.204084,0.578117,3.171346,-0.058097,-0.325875,-1.002812,0.557705,-0.615322,-1.501638,1.172279,-0.934863,1.002321,-0.70483,-0.458577,1.337914,-0.116779,0.300063,3.543216,1.135214,1
-0.24903,2.202144,-0.204084,-0.129673,-0.657716,-0.058097,-0.325875,-1.337303,0.080234,-0.615322,0.09397,-0.485337,0.858926,0.333163,0.999137,-0.458577,0.721931,0.825847,0.683805,-0.434949,-0.535004,1
0.831897,-0.894816,-0.161032,-0.483568,-0.657716,-0.058097,-0.325875,0.736541,-0.994076,0.322034,-0.016072,-1.248366,1.280994,-0.614812,-1.045623,-0.458577,0.44816,0.608317,0.530308,-0.655959,-0.535004,1
-1.221865,-0.894816,-0.204084,-1.545253,-0.657716,-0.058097,-0.325875,-1.872488,0.677072,-0.615322,1.267752,-0.827385,0.331341,-1.228207,-1.045623,-0.458577,-1.194461,-1.059406,-1.234907,-0.582289,-0.535004,1
-0.573309,0.231352,0.011178,0.224222,1.082767,-0.058097,1.729943,-1.471099,0.79644,-0.615322,-0.162794,0.540806,-1.005208,-0.447522,1.33993,-0.458577,-0.304708,-0.696857,-0.544171,0.817436,1.135214,1
-0.897587,0.794435,-0.161032,1.639803,0.73467,-0.058097,-0.325875,0.803439,0.915808,-0.615322,-0.071093,0.514495,-0.688656,-0.001416,1.33993,0.958478,-0.441593,-0.914386,-0.927913,0.301748,-0.535004,1
0.93999,-0.331732,-0.204084,-0.483568,-0.657716,-0.058097,-0.325875,-0.601423,-0.516605,-0.615322,0.589159,-1.011564,1.175477,-0.280232,-1.045623,-0.458577,0.927258,0.825847,0.837302,-0.508619,-0.535004,1
-1.113772,-0.894816,-0.204084,-1.545253,-0.657716,-0.058097,-0.325875,-0.200034,-0.635973,1.509351,-0.346198,0.304004,-1.216242,-1.28397,-0.023243,-0.458577,-0.715363,-0.624347,-0.774416,-0.692794,1.135214,1
-0.032845,0.512893,-0.204084,-0.129673,-0.309619,-0.058097,-0.325875,-1.203506,0.438337,-0.615322,2.789999,0.488183,-1.04038,-0.614812,1.680724,2.375533,0.311275,0.02824,0.223314,0.117574,1.135214,1
-1.221865,-0.331732,-0.204084,-1.545253,1.77896,-0.058097,-0.325875,-2.273877,2.228853,-0.615322,2.313151,1.540638,-1.49762,0.890795,0.31755,0.958478,-1.262904,-1.131915,-1.311655,1.590968,-0.535004,1
0.723805,-0.894816,-0.161032,-0.483568,2.127056,-0.058097,-0.325875,0.870337,0.199601,-0.615322,-0.364538,0.909165,-1.075552,0.221636,1.33993,0.958478,0.311275,-0.696857,0.376811,0.264913,1.135214,1
-1.113772,-0.894816,-0.204084,0.224222,0.73467,-0.058097,-0.325875,0.000661,-0.27787,1.32188,-0.144454,1.566949,-1.216242,1.392664,3.384691,2.375533,-0.578478,-0.914386,-0.851164,-0.140271,-0.535004,1
2.669474,1.920603,0.46323,-0.483568,-0.657716,-0.058097,-0.325875,-0.467626,-0.516605,-0.615322,-1.501638,-0.801073,2.26582,1.894532,-1.045623,-0.458577,3.322748,3.436196,3.676996,-0.36128,1.135214,1
0.93999,-0.894816,-0.096453,-1.545253,-0.657716,-0.058097,-0.325875,0.669642,-0.635973,1.384371,1.15771,0.777608,-1.321759,-0.447522,2.021517,-0.458577,0.44816,0.535808,0.45356,-0.582289,1.135214,1
-1.438051,2.202144,0.915282,-1.545253,-0.657716,-0.058097,-0.325875,-0.935914,1.632015,-0.615322,0.405756,1.882686,-1.49762,1.615716,1.680724,-0.458577,2.022339,0.970866,1.374541,2.106657,1.135214,1
0.93999,0.794435,-0.204084,0.578117,-0.657716,-0.058097,-0.325875,-0.400728,-0.397238,-0.615322,0.369075,-0.35378,0.61272,0.221636,0.31755,-0.458577,0.653488,0.898356,0.837302,-0.545454,-0.535004,1
1.264268,2.765228,0.398651,-1.191358,-0.657716,-0.058097,-0.325875,-0.400728,-0.27787,-0.615322,0.589159,1.435393,-1.110725,1.281137,-0.023243,-0.458577,2.022339,2.131021,2.142026,-0.28761,1.135214,1
-1.978514,0.512893,-0.204084,0.224222,0.038477,-0.058097,-0.325875,-1.80559,0.438337,-0.615322,0.442437,0.356627,-0.864518,-0.614812,0.31755,-0.458577,-1.605116,-1.276935,-1.695398,-0.21394,-0.535004,1
-0.140937,-0.894816,-0.204084,0.932013,-0.309619,-0.058097,-0.325875,0.000661,-0.755341,-0.552831,0.552479,-1.037876,0.718237,-1.060917,-1.045623,-0.458577,-0.09938,-0.04427,-0.160428,-0.619124,1.135214,1
-0.897587,1.920603,0.011178,-0.837463,-0.657716,-0.058097,-0.325875,0.201355,-0.516605,-0.615322,-1.04313,1.251213,-1.286586,0.611979,1.33993,-0.458577,-0.304708,-0.189289,-0.390674,-0.545454,-0.535004,1
-0.573309,1.075977,-0.139506,-0.483568,-0.657716,-0.058097,-0.325875,-0.200034,-0.27787,-0.615322,-0.107773,-0.327469,0.647892,0.333163,0.658344,-0.458577,-0.030938,0.10075,-0.08368,-0.508619,-0.535004,1
-0.032845,-0.894816,-0.204084,0.578117,2.475153,-0.058097,-0.325875,-1.80559,1.632015,-0.615322,1.891323,0.724986,-1.075552,-0.168706,0.999137,-0.458577,-0.09938,-0.769367,-0.313925,1.554133,1.135214,1
1.372361,-0.05019,-0.204084,-0.483568,0.386574,-0.058097,-0.325875,-0.668321,-0.039134,1.32188,-0.181135,0.22507,-0.020382,0.444689,-0.70483,2.375533,1.680126,1.260905,1.374541,0.154408,1.135214,1
-0.681401,1.920603,-0.204084,1.639803,-0.309619,-0.058097,-0.325875,-1.537997,0.199601,-0.615322,-1.501638,0.04089,0.542375,0.946558,-0.023243,-0.458577,1.064143,1.115885,1.221044,-0.103436,-0.535004,1
2.020918,-0.894816,-0.204084,0.224222,-0.657716,-0.058097,-0.325875,0.669642,-0.994076,2.071765,0.09397,-0.774762,1.034788,-0.001416,-0.023243,-0.458577,1.543241,1.695963,1.758284,-0.655959,1.135214,1
-0.465216,-0.05019,-0.182558,-1.545253,-0.657716,-0.058097,-0.325875,0.803439,-0.516605,0.696976,2.056386,1.251213,-0.970035,1.113848,4.747864,-0.458577,-0.304708,0.02824,-0.08368,-0.434949,-0.535004,1
-1.00568,2.765228,-0.204084,0.578117,-0.657716,-0.058097,-0.325875,-0.869015,-0.397238,-0.615322,-1.336575,-0.827385,0.577548,-0.837864,-0.364037,-0.458577,-0.578478,-0.334309,-0.544171,-0.508619,-0.535004,1
-0.140937,1.357519,-0.204084,-0.837463,1.082767,-0.058097,-0.325875,-1.80559,0.915808,-0.615322,-0.034412,0.830231,-0.688656,0.667742,1.680724,2.375533,0.242833,0.10075,0.146566,0.191243,-0.535004,1
0.831897,-0.613274,-0.204084,-1.191358,0.386574,-0.058097,-0.325875,0.468948,-0.516605,-0.177889,0.240693,1.409081,-1.181069,1.113848,2.703104,2.375533,0.858816,0.318279,0.683805,1.112115,1.135214,1
-1.113772,2.483686,-0.139506,0.578117,-0.657716,-0.058097,-0.325875,0.535846,1.035176,-0.615322,-1.061471,0.119824,-0.301761,-0.224469,1.33993,-0.458577,-0.167823,-0.189289,-0.160428,-0.398115,1.135214,1
2.669474,-0.894816,-0.204084,-1.545253,-0.657716,-0.058097,-0.325875,0.669642,-0.994076,3.009121,-0.713004,-1.564103,2.300992,0.333163,-1.386417,-0.458577,1.885454,2.203531,2.142026,-0.692794,-0.535004,1
-1.329958,2.202144,-0.053401,-1.191358,-0.657716,-0.058097,-0.325875,-0.534525,-0.039134,-0.615322,-0.236156,1.619572,-0.899691,2.006059,1.33993,0.958478,-0.304708,-0.189289,-0.313925,-0.398115,-0.535004,1
-0.357123,1.639061,0.334072,-0.129673,-0.657716,-0.058097,-0.325875,-0.066237,1.393279,-0.615322,3.633655,1.145968,-1.462448,0.11011,-0.70483,-0.458577,-0.236265,0.245769,0.069817,0.154408,1.135214,1
-0.465216,1.639061,0.829176,-0.483568,-0.309619,-0.058097,-0.325875,-0.735219,0.199601,-0.615322,1.781281,1.672195,-1.145897,1.727243,2.362311,2.375533,3.322748,1.405924,0.683805,5.090281,-0.535004,1
-1.113772,-0.331732,-0.204084,-1.191358,-0.657716,-0.058097,-0.325875,-0.400728,-0.27787,0.259544,0.955966,0.435561,-1.251414,-1.060917,2.362311,0.958478,-0.715363,-0.624347,-0.851164,-0.545454,1.135214,1
-0.465216,-0.894816,-0.161032,0.224222,3.867539,-0.058097,-0.325875,0.736541,3.064428,-0.615322,-1.501638,2.303667,-0.759001,3.678955,2.021517,0.958478,-1.673559,-3.234697,-1.08141,0.338583,-2.205223,1
1.696639,-0.613274,-0.204084,1.285908,-0.657716,-0.058097,-0.325875,0.535846,-0.994076,0.571996,-0.327857,-1.248366,1.878924,0.333163,-0.70483,-0.458577,1.201028,1.478434,1.374541,-0.692794,-0.535004,1
-0.465216,-0.331732,0.140336,-1.545253,-0.657716,-0.058097,-0.325875,0.40205,-0.874709,-0.552831,-0.529601,-0.958942,0.999616,-0.447522,-0.364037,-0.458577,-0.304708,-0.04427,-0.237177,-0.655959,-0.535004,1
-0.573309,-0.894816,-0.031874,0.932013,2.823249,-0.058097,-0.325875,1.071032,1.751382,-0.615322,-1.244874,0.672363,-1.04038,-0.224469,-0.364037,-0.458577,-0.715363,-1.494464,-0.697667,-0.103436,-0.535004,1
1.048083,-0.894816,-0.204084,-0.483568,-0.657716,-0.058097,-0.325875,1.271726,-1.113444,-0.36536,0.772563,-0.380092,0.436858,-0.112943,-0.023243,0.958478,0.516603,0.680827,0.607057,-0.655959,1.135214,1
-1.221865,0.512893,-0.204084,-1.545253,-0.657716,-0.058097,-0.325875,-1.80559,0.915808,-0.615322,0.295714,-0.406403,0.260997,-0.447522,-0.023243,0.958478,-0.715363,-0.624347,-0.851164,-0.434949,-0.535004,1
0.183341,2.483686,-0.161032,-0.129673,-0.657716,-0.058097,-0.325875,0.870337,-0.516605,-0.615322,-1.409937,-0.695828,1.06996,0.221636,-0.364037,-0.458577,0.721931,0.680827,0.683805,-0.471784,-0.535004,1
-1.221865,1.357519,-0.204084,-1.545253,0.038477,-0.058097,-0.325875,-1.537997,0.318969,-0.615322,0.038949,0.198758,-0.512795,-0.391759,-0.364037,-0.458577,-0.09938,-0.551838,-0.544171,0.080739,1.135214,1
1.696639,-0.05019,-0.204084,-1.545253,-0.657716,-0.058097,-0.325875,0.268253,-0.516605,-0.052908,0.442437,0.61974,-0.583139,0.388926,-0.023243,0.958478,1.064143,1.405924,1.221044,-0.508619,1.135214,1
-0.032845,-0.05019,-0.204084,0.578117,-0.657716,-0.058097,-0.325875,-0.869015,-0.27787,-0.240379,1.15771,-0.327469,0.260997,-0.280232,-0.023243,-0.458577,0.311275,0.318279,0.300063,-0.545454,1.135214,1
0.615712,2.202144,-0.182558,0.932013,-0.657716,-0.058097,-0.325875,0.40205,0.199601,-0.615322,2.349831,0.961788,0.120307,2.229112,0.999137,-0.458577,0.995701,1.478434,1.144296,0.743766,-0.535004,1
-0.897587,-0.894816,-0.204084,-0.129673,-0.657716,-0.058097,-0.325875,-0.601423,-0.635973,0.072073,0.240693,-0.93263,0.331341,-1.45126,-0.70483,-0.458577,-0.441593,-0.406818,-0.544171,-0.655959,1.135214,1
-0.032845,-0.894816,-0.204084,0.932013,-0.309619,-0.058097,-0.325875,-1.337303,0.080234,-0.552831,1.946344,-0.380092,0.085135,-0.670575,0.31755,-0.458577,-0.09938,-0.04427,-0.08368,-0.545454,1.135214,1
0.183341,-0.05019,-0.204084,-0.837463,-0.657716,-0.058097,-0.325875,1.13793,-0.755341,-0.615322,0.240693,-0.774762,0.894099,-0.224469,-0.70483,-0.458577,0.653488,0.463298,0.376811,-0.434949,-0.535004,1
-1.978514,1.357519,-0.204084,0.932013,-0.657716,-0.058097,-0.325875,-1.80559,0.438337,-0.615322,0.259033,-0.380092,0.260997,-0.391759,-0.70483,-0.458577,-1.605116,-1.204425,-1.541901,-0.324445,-2.205223,1
-0.357123,1.639061,-0.204084,-0.129673,-0.657716,-0.058097,-0.325875,1.338624,-0.27787,-0.615322,-1.318235,-0.669517,0.647892,-0.391759,0.31755,-0.458577,-0.030938,0.10075,-0.006931,-0.619124,-0.535004,1
0.615712,1.639061,-0.182558,1.639803,1.082767,-0.058097,-0.325875,0.335152,0.199601,-0.36536,0.369075,0.672363,-0.618312,0.444689,0.31755,-0.458577,1.406356,0.390788,0.530308,1.406794,1.135214,1
-0.465216,-0.05019,-0.204084,-1.545253,-0.657716,-0.058097,-0.325875,-1.270404,-0.27787,-0.552831,-0.199475,-1.064187,0.999616,-0.670575,-1.045623,-0.458577,-0.304708,-0.116779,-0.313925,-0.619124,-0.535004,1
0.507619,3.04677,-0.204084,-0.483568,-0.657716,-0.058097,-0.325875,0.268253,-0.397238,-0.615322,-1.00645,-0.169601,0.472031,0.388926,-0.364037,0.958478,0.653488,0.970866,0.837302,-0.471784,-0.535004,1
0.507619,-0.331732,-0.204084,-0.129673,-0.657716,-0.058097,-0.325875,-0.400728,-0.635973,-0.115399,0.387416,-0.511648,0.401686,-0.447522,-0.023243,-0.458577,0.311275,0.535808,0.376811,-0.619124,1.135214,1
0.93999,-0.894816,-0.204084,-0.837463,-0.657716,-0.058097,-0.325875,-1.06971,-0.158502,-0.615322,2.918382,-0.090667,0.01479,-0.168706,-0.70483,-0.458577,0.927258,0.753337,0.760554,-0.324445,1.135214,1
0.507619,-0.894816,0.011178,-1.545253,-0.657716,-0.058097,-0.325875,-0.601423,-0.158502,-0.615322,2.111407,0.514495,-0.794173,-0.168706,-0.364037,-0.458577,0.44816,0.463298,0.300063,-0.508619,1.135214,1
-1.438051,-0.894816,0.140336,-1.545253,-0.657716,-0.058097,-0.325875,0.602744,-0.994076,0.134563,0.05729,-1.064187,0.331341,-1.730076,-0.70483,-0.458577,-1.194461,-0.986896,-1.234907,-0.655959,-0.535004,1
0.507619,1.075977,-0.204084,-0.129673,-0.657716,-0.058097,-0.325875,0.803439,-0.755341,-0.615322,0.05729,-0.722139,1.105133,0.221636,-1.045623,-0.458577,0.721931,0.753337,0.683805,-0.471784,-0.535004,1
-0.140937,-0.894816,-0.204084,-0.129673,1.77896,-0.058097,-0.325875,-0.802117,-0.158502,0.009582,-0.621303,0.04089,-0.794173,-1.172444,0.999137,0.958478,-0.09938,-0.261799,-0.160428,-0.28761,1.135214,1
-0.032845,-0.894816,-0.182558,0.578117,-0.657716,-0.058097,-0.325875,2.074504,-1.232812,3.946476,-0.859727,-1.274678,1.351339,-0.559048,-0.70483,-0.458577,-0.09938,0.10075,-0.006931,-0.692794,-2.205223,1
0.615712,2.202144,-0.161032,1.993698,2.127056,-0.058097,-0.325875,0.268253,0.677072,-0.615322,-1.501638,0.672363,-0.618312,0.444689,0.31755,-0.458577,0.653488,0.10075,0.223314,0.854271,1.135214,1
-1.329958,0.512893,-0.139506,-1.545253,-0.657716,-0.058097,-0.325875,0.736541,-0.994076,-0.36536,-0.144454,-1.274678,0.823754,-1.395496,-1.386417,-0.458577,-0.852248,-0.479328,-0.697667,-0.582289,-0.535004,1
-1.438051,0.794435,0.161862,1.639803,-0.657716,-0.058097,-0.325875,-0.802117,0.199601,-0.615322,1.231071,0.198758,0.085135,0.556216,0.31755,0.958478,1.611684,0.535808,0.069817,1.885647,-0.535004,1
-0.24903,-0.894816,-0.204084,-1.545253,2.127056,-0.058097,-0.325875,-0.668321,0.677072,-0.615322,-0.914748,0.514495,-1.251414,-0.893628,-0.023243,0.958478,-0.715363,-0.986896,-0.927913,0.080739,1.135214,1
-0.032845,1.075977,4.854588,0.932013,0.038477,-0.058097,-0.325875,-1.270404,0.318969,-0.615322,0.277374,0.435561,-0.794173,-0.335996,-0.70483,-0.458577,0.242833,0.173259,0.223314,-0.28761,1.135214,1
1.156176,-0.894816,-0.204084,0.932013,-0.657716,-0.058097,-0.325875,-0.735219,-0.635973,-0.490341,0.405756,-1.143121,1.421684,-0.168706,-1.386417,-0.458577,0.653488,0.898356,0.760554,-0.655959,-0.535004,1
-0.465216,1.357519,-0.204084,1.285908,-0.657716,-0.058097,-0.325875,-1.671793,0.199601,-0.615322,0.442437,-0.459026,0.542375,-0.112943,-0.023243,-0.458577,0.653488,0.608317,0.607057,-0.434949,1.135214,1
0.723805,0.231352,-0.182558,0.932013,1.082767,-0.058097,-0.325875,1.13793,-0.27787,-0.615322,-0.804706,0.067202,0.085135,0.2774,0.31755,-0.458577,0.585045,0.390788,0.45356,-0.103436,-0.535004,1
-0.24903,2.202144,-0.204084,3.763173,-0.657716,-0.058097,-0.325875,-1.404201,0.199601,-0.615322,-0.951429,-0.248535,0.542375,0.333163,-0.70483,0.958478,1.201028,1.188395,1.221044,-0.28761,1.135214,1
0.399526,-0.894816,-0.182558,0.578117,0.386574,-0.058097,-0.325875,0.803439,0.557705,-0.615322,-0.309517,0.830231,-1.04038,0.11011,0.31755,2.375533,0.311275,-0.04427,0.146566,-0.177105,1.135214,1
-1.546143,-0.05019,-0.204084,1.285908,0.386574,-0.058097,-0.325875,-1.404201,0.199601,-0.615322,1.084348,-0.380092,-0.196244,-1.11668,-0.364037,-0.458577,-0.715363,-0.914386,-1.004661,-0.398115,-0.535004,1
0.291434,-0.331732,-0.204084,-0.837463,-0.657716,-0.058097,-0.325875,0.468948,-0.994076,-0.115399,0.240693,-0.564271,0.858926,0.165873,-1.045623,-0.458577,0.927258,1.043376,0.990799,-0.434949,1.135214,1
1.156176,1.357519,-0.204084,0.932013,-0.657716,-0.058097,-0.325875,-0.935914,-0.27787,-0.615322,-0.364538,0.777608,-0.547967,0.779268,0.31755,-0.458577,0.790373,1.260905,1.067547,-0.398115,1.135214,1
0.507619,-0.331732,-0.161032,-0.129673,2.127056,-0.058097,-0.325875,0.268253,1.273911,-0.615322,-0.437899,0.830231,-0.829346,0.444689,1.680724,0.958478,-0.167823,-0.189289,-0.006931,0.485922,1.135214,1
0.183341,2.202144,-0.161032,-0.129673,-0.657716,-0.058097,-0.325875,0.870337,-0.516605,-0.615322,-1.409937,-0.827385,1.06996,-0.05718,-1.045623,-0.458577,0.721931,0.608317,0.607057,-0.471784,-0.535004,1
0.507619,3.04677,-0.204084,-0.129673,-0.657716,-0.058097,-0.325875,0.268253,-0.27787,-0.615322,-1.116491,-0.564271,0.999616,0.388926,-0.364037,-0.458577,0.721931,0.970866,0.837302,-0.471784,-0.535004,1
0.615712,0.794435,-0.204084,0.224222,-0.657716,-0.058097,-0.325875,-0.534525,-0.635973,-0.615322,-0.107773,-0.958942,1.492028,0.333163,-1.045623,-0.458577,0.44816,0.825847,0.607057,-0.582289,-2.205223,1
0.399526,1.639061,-0.182558,0.224222,0.386574,-0.058097,-0.325875,0.736541,0.199601,-0.615322,-0.511261,1.014411,-0.864518,0.779268,-0.70483,-0.458577,0.585045,0.608317,0.914051,1.22262,1.135214,1
-0.140937,-0.613274,-0.204084,0.224222,0.73467,-0.058097,-0.325875,-1.203506,0.199601,-0.552831,1.432815,0.567118,-1.145897,-0.614812,-0.023243,0.958478,-0.304708,-0.406818,-0.313925,0.154408,1.135214,1
-2.302793,-0.05019,-0.204084,0.932013,0.038477,-0.058097,-0.325875,-1.738692,0.438337,-0.490341,0.314054,-0.274846,-0.336933,-1.11668,-1.045623,0.958478,-1.605116,-1.566973,-1.772146,-0.434949,-0.535004,1
1.048083,0.512893,0.075757,-0.483568,-0.657716,-0.058097,-0.325875,-0.534525,0.318969,-0.615322,0.332395,1.724817,-1.181069,1.783006,1.680724,0.958478,0.721931,1.043376,0.914051,-0.398115,-0.535004,1
-1.329958,-0.05019,-0.161032,-0.837463,0.73467,-0.058097,-0.325875,0.669642,0.318969,-0.615322,0.992647,0.751297,-0.934863,0.11011,0.999137,0.958478,-1.057576,-1.131915,-1.158158,0.191243,-0.535004,1
1.372361,0.794435,-0.204084,-0.483568,-0.657716,-0.058097,-0.325875,-0.601423,-0.397238,-0.615322,0.112311,-0.564271,1.140305,0.611979,-0.364037,-0.458577,0.858816,1.260905,1.144296,-0.508619,-0.535004,1
1.156176,-0.331732,-0.204084,0.578117,-0.309619,-0.058097,-0.325875,0.268253,-0.874709,0.384525,-0.401219,-0.695828,1.105133,0.2774,-0.364037,-0.458577,1.337914,1.550944,1.528038,-0.582289,1.135214,1
-1.329958,0.231352,-0.204084,1.639803,0.038477,-0.058097,-0.325875,-1.537997,0.199601,-0.615322,-0.602962,-0.090667,-0.125899,-0.391759,-0.70483,-0.458577,-1.194461,-0.696857,-1.158158,-0.103436,-0.535004,1
-0.789494,-0.894816,-0.204084,0.224222,-0.657716,-0.058097,-0.325875,0.602744,-0.994076,1.1969,-0.126114,-1.169432,0.788582,-1.228207,-0.70483,-0.458577,-0.578478,-0.479328,-0.620919,-0.655959,-0.535004,1
0.723805,-0.894816,-0.117979,-0.837463,1.77896,-0.058097,-0.325875,0.803439,0.557705,-0.615322,0.112311,0.830231,-1.462448,-0.559048,0.31755,-0.458577,0.311275,-0.914386,0.223314,0.559592,1.135214,1
-0.681401,0.794435,-0.117979,-1.545253,-0.657716,-0.058097,-0.325875,0.40205,-0.635973,-0.615322,1.781281,0.882854,-1.04038,0.221636,-0.364037,-0.458577,-0.09938,-0.04427,-0.160428,-0.508619,1.135214,1
-0.032845,0.231352,-0.204084,0.578117,0.038477,-0.058097,-0.325875,-0.802117,-0.27787,-0.115399,-0.144454,-0.590582,0.542375,-0.391759,-0.70483,0.958478,0.311275,0.245769,0.223314,-0.545454,-0.535004,1
