,A1,A2,A3,A4,A5,A6,A7,Class
99,0.51,0.46,0.48,0.5,0.58,0.31,0.41,1
189,0.61,0.52,0.48,0.5,0.54,0.67,0.52,2
172,0.33,0.45,0.48,0.5,0.45,0.88,0.89,2
36,0.29,0.52,0.48,0.5,0.42,0.29,0.39,1
335,0.74,0.74,0.48,0.5,0.31,0.53,0.52,8
145,0.63,0.47,0.48,0.5,0.51,0.82,0.84,2
166,0.54,0.57,0.48,0.5,0.56,0.81,0.83,2
287,0.73,0.78,0.48,0.5,0.58,0.51,0.31,8
308,0.68,0.78,0.48,0.5,0.43,0.44,0.42,8
276,0.63,0.49,0.48,0.5,0.79,0.45,0.28,6
297,0.67,0.81,0.48,0.5,0.25,0.42,0.25,8
273,0.64,0.57,0.48,0.5,0.7,0.33,0.26,6
119,0.29,0.28,0.48,0.5,0.5,0.42,0.5,1
232,0.67,0.37,0.48,0.5,0.54,0.64,0.68,5
102,0.38,0.26,0.48,0.5,0.54,0.16,0.28,1
63,0.18,0.3,0.48,0.5,0.46,0.24,0.35,1
71,0.44,0.51,0.48,0.5,0.47,0.26,0.36,1
280,0.66,0.49,1.0,0.5,0.54,0.56,0.36,7
39,0.38,0.46,0.48,0.5,0.48,0.22,0.29,1
274,0.6,0.76,1.0,0.5,0.77,0.59,0.52,6
195,0.59,0.56,0.48,0.5,0.55,0.8,0.82,2
46,0.44,0.35,0.48,0.5,0.55,0.55,0.61,1
14,0.22,0.43,0.48,0.5,0.48,0.16,0.28,1
123,0.04,0.31,0.48,0.5,0.41,0.29,0.39,1
31,0.34,0.33,0.48,0.5,0.38,0.35,0.44,1
165,0.64,0.58,0.48,0.5,0.48,0.78,0.73,2
174,0.71,0.4,0.48,0.5,0.71,0.7,0.74,2
146,0.23,0.48,0.48,0.5,0.59,0.88,0.89,2
84,0.36,0.56,0.48,0.5,0.43,0.45,0.53,1
243,0.81,0.53,0.48,0.5,0.57,0.87,0.88,5
306,0.63,0.71,0.48,0.5,0.6,0.4,0.39,8
236,0.84,0.49,0.48,0.5,0.55,0.78,0.74,5
89,0.53,0.42,0.48,0.5,0.16,0.29,0.39,1
283,0.68,0.49,1.0,0.5,0.62,0.55,0.28,7
126,0.28,0.33,0.48,0.5,0.45,0.22,0.33,1
207,0.11,0.5,0.48,0.5,0.58,0.72,0.68,2
7,0.21,0.34,0.48,0.5,0.51,0.28,0.39,1
139,0.22,0.34,0.48,0.5,0.42,0.29,0.39,1
257,0.57,0.38,0.48,0.5,0.06,0.49,0.33,5
226,0.83,0.48,0.48,0.5,0.65,0.76,0.79,5
296,0.66,0.74,0.48,0.5,0.31,0.38,0.43,8
20,0.4,0.45,0.48,0.5,0.38,0.22,0.0,1
117,0.51,0.49,0.48,0.5,0.53,0.14,0.26,1
4,0.23,0.32,0.48,0.5,0.55,0.25,0.35,1
298,0.64,0.72,0.48,0.5,0.49,0.42,0.19,8
152,0.29,0.47,0.48,0.5,0.71,0.65,0.69,2
105,0.26,0.5,0.48,0.5,0.44,0.32,0.41,1
113,0.38,0.3,0.48,0.5,0.43,0.29,0.39,1
314,0.7,0.71,0.48,0.5,0.42,0.84,0.85,8
51,0.29,0.3,0.48,0.5,0.45,0.03,0.17,1
38,0.32,0.42,0.48,0.5,0.35,0.28,0.38,1
288,0.65,0.57,0.48,0.5,0.47,0.47,0.51,8
304,0.63,0.86,0.48,0.5,0.39,0.47,0.34,8
143,0.06,0.61,0.48,0.5,0.49,0.92,0.37,2
321,0.64,0.78,0.48,0.5,0.5,0.36,0.38,8
258,0.78,0.44,0.48,0.5,0.45,0.73,0.68,5
32,0.56,0.51,0.48,0.5,0.34,0.37,0.46,1
157,0.84,0.44,0.48,0.5,0.48,0.71,0.74,2
214,0.0,0.51,0.48,0.5,0.35,0.67,0.44,2
193,0.34,0.67,0.48,0.5,0.52,0.76,0.79,2
132,0.3,0.44,0.48,0.5,0.49,0.22,0.33,1
235,0.76,0.71,0.48,0.5,0.5,0.71,0.75,5
150,0.27,0.35,0.48,0.5,0.51,0.77,0.79,2
82,0.29,0.47,0.48,0.5,0.41,0.23,0.34,1
309,0.64,0.84,0.48,0.5,0.37,0.45,0.4,8
112,0.35,0.34,0.48,0.5,0.46,0.3,0.27,1
300,0.32,0.39,0.48,0.5,0.53,0.28,0.38,8
98,0.65,0.55,0.48,0.5,0.34,0.37,0.28,1
228,0.79,0.36,0.48,0.5,0.46,0.82,0.7,5
64,0.47,0.29,0.48,0.5,0.51,0.33,0.43,1
17,0.44,0.27,0.48,0.5,0.55,0.52,0.58,1
170,0.31,0.5,0.48,0.5,0.57,0.84,0.85,2
83,0.34,0.55,0.48,0.5,0.58,0.31,0.41,1
324,0.64,0.81,0.48,0.5,0.37,0.39,0.44,8
58,0.44,0.34,0.48,0.5,0.3,0.33,0.43,1
