,A1,A2,A3,A4,Class
238,2,2,500,2,0
239,2,6,1500,41,1
240,14,2,500,14,0
241,4,2,500,52,0
242,2,2,500,10,1
243,11,1,250,11,0
244,16,3,750,19,0
245,2,16,4000,64,0
246,23,1,250,23,0
247,2,4,1000,26,0
248,21,16,4000,64,0
249,9,2,500,52,0
250,23,6,1500,70,0
251,16,1,250,16,0
252,6,2,500,11,1
253,11,3,750,28,0
254,2,4,1000,16,0
255,14,1,250,14,0
256,2,6,1500,26,0
257,2,4,1000,16,0
258,4,1,250,4,0
259,14,2,500,35,0
260,12,13,3250,59,0
261,2,2,500,33,0
262,16,1,250,16,0
263,12,9,2250,60,0
264,4,16,4000,98,1
265,16,4,1000,28,0
266,21,2,500,26,0
267,2,11,2750,46,0
268,23,4,1000,52,0
269,2,4,1000,14,0
270,9,1,250,9,0
271,12,11,2750,39,0
272,14,4,1000,23,1
273,21,1,250,21,0
274,11,1,250,11,0
275,2,4,1000,16,0
276,8,9,2250,58,0
277,14,1,250,14,0
278,2,41,10250,98,1
279,26,5,1250,49,1
280,14,2,500,14,0
281,11,1,250,11,1
282,2,3,750,11,0
283,14,1,250,14,0
284,5,24,6000,79,0
285,8,8,2000,52,1
286,16,10,2500,89,0
287,9,8,2000,38,1
288,23,7,1750,88,0
289,2,5,1250,37,0
290,11,7,1750,64,0
291,4,8,2000,34,1
292,4,7,1750,82,0
293,16,3,750,86,0
294,2,10,2500,64,0
295,7,5,1250,52,0
296,16,3,750,46,0
297,4,7,1750,52,0
298,2,16,4000,81,0
299,4,7,1750,52,0
300,11,5,1250,35,0
301,11,6,1500,58,0
302,1,12,3000,35,0
303,2,6,1500,35,1
304,9,1,250,9,0
305,16,3,750,23,0
306,9,9,2250,38,0
307,2,43,10750,86,1
308,14,7,1750,26,0
309,2,1,250,2,0
310,4,9,2250,38,1
311,2,7,1750,35,1
312,4,9,2250,40,0
313,4,6,1500,46,0
314,4,12,3000,34,1
315,2,2,500,4,0
316,4,2,500,9,1
317,14,3,750,83,0
318,16,4,1000,45,0
319,14,2,500,16,0
320,11,5,1250,33,0
321,14,4,1000,28,1
322,4,2,500,31,0
323,4,1,250,4,1
324,2,10,2500,49,0
325,2,9,2250,22,1
326,7,5,1250,35,0
327,21,1,250,21,0
328,11,3,750,26,0
329,2,11,2750,88,0
330,2,3,750,16,1
331,1,10,2500,43,1
332,21,1,250,21,0
333,2,1,250,2,0
334,16,7,1750,28,0
335,4,16,4000,38,1
336,23,2,500,23,0
337,2,3,750,4,1
338,4,3,750,34,0
339,2,3,750,22,0
340,4,6,1500,38,1
341,14,16,4000,98,0
342,2,2,500,4,1
343,2,2,500,2,0
344,2,7,1750,58,1
345,14,1,250,14,0
346,11,2,500,21,0
347,11,4,1000,58,0
348,2,8,2000,28,1
349,16,6,1500,40,0
350,4,1,250,4,0
351,14,1,250,14,0
352,11,9,2250,33,0
353,11,8,2000,48,0
354,11,2,500,16,0
355,14,1,250,14,0
356,14,8,2000,50,1
357,4,2,500,29,0
358,2,2,500,14,0
359,4,4,1000,34,1
360,23,1,250,23,0
361,14,6,1500,34,0
362,2,11,2750,41,1
363,14,3,750,31,0
364,2,1,250,2,0
365,2,6,1500,28,0
366,39,1,250,39,0
367,4,3,750,16,0
368,4,6,1500,35,0
369,16,1,250,16,0
370,14,2,500,14,1
371,11,4,1000,28,0
372,23,1,250,23,0
