,A1,A2,A3,A4,Class
158,2,6,1500,15,1
159,4,1,250,4,1
160,2,1,250,2,0
161,9,3,750,14,0
162,9,9,2250,38,0
163,4,4,1000,43,1
164,9,2,500,26,0
165,4,6,1500,43,0
166,4,2,500,4,0
167,6,2,500,11,1
168,1,16,4000,35,1
169,4,1,250,4,0
170,14,4,1000,28,1
171,2,2,500,23,0
172,8,8,2000,52,1
173,14,4,1000,26,0
174,23,4,1000,53,0
175,14,3,750,31,0
176,21,3,750,35,0
177,2,1,250,2,0
178,35,3,750,64,0
179,16,4,1000,23,0
180,0,3,750,4,0
181,4,1,250,4,0
182,11,2,500,38,1
183,3,5,1250,38,0
184,38,1,250,38,0
185,9,5,1250,19,0
186,14,3,750,41,0
187,2,3,750,24,0
188,2,9,2250,74,0
189,16,2,500,70,0
190,16,1,250,16,0
191,13,7,1750,76,0
192,6,3,750,26,0
193,21,3,750,35,0
194,21,1,250,21,0
195,2,1,250,2,0
196,4,2,500,4,0
197,2,2,500,4,0
198,21,3,750,40,0
199,7,5,1250,52,0
200,2,14,3500,48,1
201,11,5,1250,18,0
202,7,2,500,16,0
203,11,8,2000,41,1
204,2,9,2250,36,0
205,3,21,5250,42,1
206,4,1,250,4,0
207,4,4,1000,26,1
208,4,6,1500,28,1
209,11,4,1000,16,1
210,2,11,2750,26,0
211,4,1,250,4,0
212,2,3,750,75,1
213,4,2,500,4,0
214,2,4,1000,14,0
215,10,5,1250,38,0
216,2,1,250,2,0
217,14,2,500,14,0
218,14,2,500,16,0
219,14,5,1250,50,0
220,2,3,750,19,0
221,4,2,500,30,0
222,2,7,1750,32,1
223,16,2,500,16,0
224,2,1,250,2,0
225,16,14,3500,83,0
226,14,2,500,14,0
227,2,1,250,2,1
228,11,5,1250,35,0
229,14,3,750,26,0
230,2,5,1250,16,0
231,2,2,500,16,0
232,11,4,1000,61,0
233,4,5,1250,26,1
234,0,13,3250,28,1
235,16,1,250,16,0
236,2,5,1250,16,0
237,11,3,750,16,1
238,21,3,750,64,0
239,2,1,250,2,0
240,11,2,500,70,0
241,4,2,500,23,0
242,11,3,750,23,0
243,2,5,1250,34,0
244,16,1,250,16,0
245,1,10,2500,43,1
246,2,12,3000,70,1
247,4,14,3500,40,0
248,9,3,750,52,0
249,4,2,500,51,1
250,23,1,250,23,0
251,4,6,1500,14,0
252,2,2,500,11,0
253,4,19,4750,69,1
254,4,6,1500,23,1
255,2,15,3750,64,0
256,11,4,1000,74,0
257,2,5,1250,26,0
258,11,2,500,17,0
259,14,1,250,14,0
260,4,5,1250,23,0
261,2,1,250,2,0
262,4,6,1500,47,0
263,23,8,2000,64,0
264,11,22,5500,98,0
265,21,2,500,26,0
266,11,10,2500,35,0
267,2,3,750,77,0
268,4,8,2000,28,0
269,14,7,1750,47,0
270,21,3,750,35,0
271,23,15,3750,57,0
272,2,1,250,2,1
273,16,5,1250,27,0
274,14,4,1000,30,0
275,23,1,250,23,0
276,9,11,2750,49,1
277,14,1,250,14,0
278,14,1,250,14,0
279,4,1,250,4,0
280,11,3,750,76,0
281,4,7,1750,22,1
282,2,3,750,52,0
283,4,1,250,4,0
284,11,1,250,11,0
285,4,6,1500,38,1
286,2,10,2500,28,1
287,7,10,2500,47,0
288,4,3,750,71,0
289,14,4,1000,23,1
290,25,6,1500,50,0
291,4,8,2000,34,1
292,23,3,750,41,0
293,11,6,1500,26,0
294,2,11,2750,79,1
295,2,6,1500,16,1
296,2,4,1000,16,0
297,2,4,1000,16,0
298,2,4,1000,26,0
299,21,1,250,21,0
300,4,1,250,4,0
301,2,2,500,4,1
302,9,3,750,34,0
303,11,4,1000,28,0
304,2,11,2750,46,1
305,4,5,1250,33,1
306,11,7,1750,64,0
307,6,22,5500,28,1
308,12,15,3750,71,0
309,4,8,2000,21,0
310,4,11,2750,61,0
311,13,8,2000,26,0
312,16,12,3000,50,0
313,2,12,3000,82,0
314,23,1,250,23,0
315,4,4,1000,18,0
316,11,2,500,52,0
317,2,2,500,11,1
318,4,2,500,9,1
319,4,9,2250,52,0
320,4,7,1750,28,0
321,11,6,1500,41,0
322,2,4,1000,14,1
323,2,6,1500,26,0
324,1,12,3000,35,0
325,21,13,3250,57,0
326,2,3,750,14,0
327,11,11,2750,38,0
328,2,3,750,4,1
329,1,14,3500,58,0
330,2,1,250,2,0
331,0,8,2000,59,0
332,23,3,750,39,0
333,4,9,2250,55,0
334,2,11,2750,23,0
335,16,2,500,16,0
336,20,14,3500,69,1
337,9,2,500,16,1
338,4,14,3500,86,0
339,4,1,250,4,0
340,11,5,1250,38,0
341,11,5,1250,37,1
342,4,1,250,4,0
343,2,2,500,2,0
344,11,1,250,11,0
345,16,7,1750,39,0
346,11,9,2250,72,1
347,2,1,250,2,0
348,2,6,1500,28,1
349,2,6,1500,15,1
350,23,2,500,26,0
351,11,5,1250,50,0
352,11,17,4250,79,1
353,2,4,1000,35,0
354,4,16,4000,38,1
355,4,1,250,4,0
356,14,3,750,35,0
357,4,6,1500,35,1
358,16,1,250,16,0
359,2,5,1250,11,1
360,4,6,1500,30,0
361,2,11,2750,46,0
362,4,10,2500,28,1
363,12,9,2250,60,0
364,14,16,4000,70,0
365,23,3,750,48,0
366,21,3,750,26,1
367,21,2,500,21,0
368,4,1,250,4,0
369,2,43,10750,86,1
370,21,1,250,21,0
371,21,2,500,33,0
372,4,4,1000,46,0
